formula,number
Tl2CsPCl6,1
Tl2CsCoF6,1
Tl2CsAsF6,1
Tl2CsMoF6,1
Tl2CsRuF6,1
Tl2CsRhF6,1
Tl2CsIrF6,1
Li2BeNbF6,2
Na2BeNbF6,2
Na2BePtF6,2
Na2BeHgF6,2
Na2BePbF6,2
Na2BeTmF6,2
Na2BeYbF6,2
Na2MgPtF6,2
Na2MgHgF6,2
Na2ScNiF6,2
Na2TiCoF6,2
Na2TiNiF6,2
Na2TiYbF6,2
Na2VFeF6,2
Na2VCoF6,2
Na2VNiF6,2
Na2VGeF6,2
Na2VHgF6,2
Na2VYbF6,2
Na2CrFeF6,2
Na2CrCoF6,2
Na2CrNiF6,2
Na2CrCuF6,2
Na2CrGeF6,2
Na2CrHgF6,2
Na2CrYbF6,2
Na2MnHgF6,2
Na2FeNbF6,2
Na2FeHgF6,2
Na2FeYbF6,2
Na2CoInF6,2
Na2CoHgF6,2
Na2CoYbF6,2
Na2NiYF6,2
Na2NiNbF6,2
Na2NiAgF6,2
Na2NiInF6,2
Na2NiHgF6,2
Na2NiYbF6,2
Na2CuNbF6,2
Na2CuHgF6,2
Na2ZnNbF6,2
Na2ZnPtF6,2
Na2ZnHgF6,2
Na2ZnTmF6,2
Na2GeNbF6,2
Na2GeHgF6,2
Na2PdPtF6,2
K2BeNbF6,2
K2BePtF6,2
K2BeHgF6,2
K2BePbF6,2
K2BePbCl6,2
K2BeTmF6,2
K2BeYbF6,2
K2MgPdCl6,2
K2MgPtF6,2
K2MgHgF6,2
K2MgHgCl6,2
K2MgPbF6,2
K2MgPbCl6,2
K2CaPdCl6,2
K2CaPtF6,2
K2CaHgF6,2
K2CaHgCl6,2
K2CaPbF6,2
K2ScNiF6,2
K2ScZnCl6,2
K2ScGeCl6,2
K2ScCdCl6,2
K2ScInCl6,2
K2ScSnCl6,2
K2ScPtCl6,2
K2ScHgF6,2
K2ScHgCl6,2
K2ScTmCl6,2
K2ScYbCl6,2
K2TiNiF6,2
K2TiZnCl6,2
K2TiCdCl6,2
K2TiInCl6,2
K2TiSnCl6,2
K2TiPtCl6,2
K2TiHgF6,2
K2TiHgCl6,2
K2TiTmCl6,2
K2TiYbF6,2
K2TiYbCl6,2
K2VFeF6,2
K2VNiF6,2
K2VGeF6,2
K2VInCl6,2
K2VSnCl6,2
K2VHgF6,2
K2VHgCl6,2
K2VYbF6,2
K2CrCoF6,2
K2CrNiF6,2
K2CrCuF6,2
K2CrGeF6,2
K2CrSnCl6,2
K2CrHgF6,2
K2CrHgCl6,2
K2CrYbF6,2
K2MnPdCl6,2
K2MnInCl6,2
K2MnHgF6,2
K2MnHgCl6,2
K2FeNbF6,2
K2FePdCl6,2
K2FeInCl6,2
K2FeHgF6,2
K2FeHgCl6,2
K2FeTmCl6,2
K2FeYbF6,2
K2FeYbCl6,2
K2CoPdCl6,2
K2CoInCl6,2
K2CoHgF6,2
K2CoHgCl6,2
K2CoTmCl6,2
K2CoYbF6,2
K2CoYbCl6,2
K2NiNbF6,2
K2NiPdCl6,2
K2NiAgF6,2
K2NiAgCl6,2
K2NiCdCl6,2
K2NiInCl6,2
K2NiHgF6,2
K2NiHgCl6,2
K2NiPbCl6,2
K2NiLaCl6,2
K2NiTmCl6,2
K2NiYbF6,2
K2NiYbCl6,2
K2CuPdCl6,2
K2CuHgF6,2
K2CuHgCl6,2
K2CuPbCl6,2
K2CuYbF6,2
K2ZnNbF6,2
K2ZnPdCl6,2
K2ZnPtF6,2
K2ZnHgF6,2
K2ZnHgCl6,2
K2ZnPbCl6,2
K2ZnTmF6,2
K2GeNbF6,2
K2GePdCl6,2
K2GeAgCl6,2
K2GeHgF6,2
K2GeHgCl6,2
K2GePbCl6,2
K2GeLaCl6,2
K2SrNbF6,2
K2SrPdCl6,2
K2SrPtF6,2
K2SrHgF6,2
K2YCdCl6,2
K2YHgF6,2
K2NbHgF6,2
K2NbHgCl6,2
K2NbYbF6,2
K2PdCdCl6,2
K2PdInCl6,2
K2PdSnCl6,2
K2PdPtF6,2
K2PdPtCl6,2
K2PdHgF6,2
K2PdHgCl6,2
K2PdPbF6,2
K2PdPbCl6,2
K2PdEuCl6,2
K2PdTmF6,2
K2AgPtCl6,2
K2AgHgF6,2
K2AgHgCl6,2
K2AgYbF6,2
K2CdPtF6,2
K2CdHgF6,2
K2CdHgCl6,2
K2CdTmF6,2
K2InHgF6,2
K2InHgCl6,2
K2SnHgF6,2
K2SnHgCl6,2
K2SnYbF6,2
K2PtHgF6,2
K2PtHgCl6,2
K2PtDyCl6,2
K2PtTmCl6,2
K2PtYbF6,2
K2PtYbCl6,2
K2HgPbF6,2
K2HgPrF6,2
K2HgSmF6,2
K2HgEuF6,2
K2HgDyF6,2
K2HgTmF6,2
K2HgTmCl6,2
K2HgYbF6,2
K2HgYbCl6,2
K2PbYbF6,2
K2TmYbCl6,2
Rb2BeNbF6,2
Rb2BeBaBr6,2
Rb2BePtF6,2
Rb2BeHgF6,2
Rb2BePbF6,2
Rb2BePbCl6,2
Rb2BeLaBr6,2
Rb2BeCeBr6,2
Rb2BePrBr6,2
Rb2BeTmF6,2
Rb2BeYbF6,2
Rb2MgYBr6,2
Rb2MgPdCl6,2
Rb2MgInBr6,2
Rb2MgPtF6,2
Rb2MgPtBr6,2
Rb2MgHgF6,2
Rb2MgHgCl6,2
Rb2MgHgBr6,2
Rb2MgPbF6,2
Rb2MgPbCl6,2
Rb2MgPbBr6,2
Rb2MgLaBr6,2
Rb2MgCeBr6,2
Rb2MgPrBr6,2
Rb2MgSmBr6,2
Rb2MgEuBr6,2
Rb2MgDyBr6,2
Rb2MgTmBr6,2
Rb2MgYbBr6,2
Rb2CaScBr6,2
Rb2CaTiBr6,2
Rb2CaVBr6,2
Rb2CaCrBr6,2
Rb2CaNbBr6,2
Rb2CaPdCl6,2
Rb2CaPdBr6,2
Rb2CaAgBr6,2
Rb2CaInBr6,2
Rb2CaPtF6,2
Rb2CaPtBr6,2
Rb2CaHgF6,2
Rb2CaHgCl6,2
Rb2CaHgBr6,2
Rb2CaPbF6,2
Rb2CaPbCl6,2
Rb2CaDyBr6,2
Rb2CaTmBr6,2
Rb2CaYbBr6,2
Rb2ScTiBr6,2
Rb2ScVBr6,2
Rb2ScCrBr6,2
Rb2ScMnBr6,2
Rb2ScFeBr6,2
Rb2ScZnCl6,2
Rb2ScGeCl6,2
Rb2ScYBr6,2
Rb2ScNbBr6,2
Rb2ScPdBr6,2
Rb2ScCdCl6,2
Rb2ScCdBr6,2
Rb2ScInCl6,2
Rb2ScInBr6,2
Rb2ScSnCl6,2
Rb2ScSnBr6,2
Rb2ScPtCl6,2
Rb2ScPtBr6,2
Rb2ScHgF6,2
Rb2ScHgCl6,2
Rb2ScHgBr6,2
Rb2ScPbCl6,2
Rb2ScEuBr6,2
Rb2ScDyBr6,2
Rb2ScTmCl6,2
Rb2ScTmBr6,2
Rb2ScYbCl6,2
Rb2ScYbBr6,2
Rb2TiSrBr6,2
Rb2TiYBr6,2
Rb2TiNbBr6,2
Rb2TiPdBr6,2
Rb2TiAgBr6,2
Rb2TiCdCl6,2
Rb2TiCdBr6,2
Rb2TiInCl6,2
Rb2TiInBr6,2
Rb2TiSnCl6,2
Rb2TiSnBr6,2
Rb2TiPtCl6,2
Rb2TiPtBr6,2
Rb2TiHgF6,2
Rb2TiHgCl6,2
Rb2TiHgBr6,2
Rb2TiPbCl6,2
Rb2TiPbBr6,2
Rb2TiSmBr6,2
Rb2TiEuBr6,2
Rb2TiDyBr6,2
Rb2TiTmCl6,2
Rb2TiTmBr6,2
Rb2TiYbF6,2
Rb2TiYbCl6,2
Rb2TiYbBr6,2
Rb2VGeF6,2
Rb2VSrBr6,2
Rb2VYBr6,2
Rb2VNbBr6,2
Rb2VAgBr6,2
Rb2VCdBr6,2
Rb2VInCl6,2
Rb2VInBr6,2
Rb2VSnCl6,2
Rb2VSnBr6,2
Rb2VPtBr6,2
Rb2VHgF6,2
Rb2VHgCl6,2
Rb2VHgBr6,2
Rb2VPbBr6,2
Rb2VLaBr6,2
Rb2VCeBr6,2
Rb2VPrBr6,2
Rb2VSmBr6,2
Rb2VEuBr6,2
Rb2VDyBr6,2
Rb2VTmBr6,2
Rb2VYbF6,2
Rb2VYbCl6,2
Rb2VYbBr6,2
Rb2CrGeF6,2
Rb2CrSrBr6,2
Rb2CrYBr6,2
Rb2CrNbBr6,2
Rb2CrCdBr6,2
Rb2CrInCl6,2
Rb2CrInBr6,2
Rb2CrSnCl6,2
Rb2CrSnBr6,2
Rb2CrPtBr6,2
Rb2CrHgF6,2
Rb2CrHgCl6,2
Rb2CrHgBr6,2
Rb2CrPbBr6,2
Rb2CrCeBr6,2
Rb2CrPrBr6,2
Rb2CrSmBr6,2
Rb2CrEuBr6,2
Rb2CrDyBr6,2
Rb2CrTmBr6,2
Rb2CrYbF6,2
Rb2CrYbBr6,2
Rb2MnYBr6,2
Rb2MnNbBr6,2
Rb2MnPdCl6,2
Rb2MnPdBr6,2
Rb2MnAgBr6,2
Rb2MnInCl6,2
Rb2MnInBr6,2
Rb2MnPtBr6,2
Rb2MnHgF6,2
Rb2MnHgCl6,2
Rb2MnHgBr6,2
Rb2MnPbBr6,2
Rb2MnPrBr6,2
Rb2MnSmBr6,2
Rb2MnEuBr6,2
Rb2MnDyBr6,2
Rb2MnTmBr6,2
Rb2MnYbCl6,2
Rb2MnYbBr6,2
Rb2FeYBr6,2
Rb2FeNbF6,2
Rb2FeNbBr6,2
Rb2FePdCl6,2
Rb2FeInCl6,2
Rb2FeInBr6,2
Rb2FePtBr6,2
Rb2FeHgF6,2
Rb2FeHgCl6,2
Rb2FeHgBr6,2
Rb2FePbBr6,2
Rb2FeLaBr6,2
Rb2FeCeBr6,2
Rb2FePrBr6,2
Rb2FeSmBr6,2
Rb2FeEuBr6,2
Rb2FeDyBr6,2
Rb2FeTmCl6,2
Rb2FeTmBr6,2
Rb2FeYbF6,2
Rb2FeYbCl6,2
Rb2FeYbBr6,2
Rb2CoYBr6,2
Rb2CoPdCl6,2
Rb2CoInCl6,2
Rb2CoInBr6,2
Rb2CoBaBr6,2
Rb2CoPtBr6,2
Rb2CoHgF6,2
Rb2CoHgCl6,2
Rb2CoHgBr6,2
Rb2CoPbBr6,2
Rb2CoLaBr6,2
Rb2CoCeBr6,2
Rb2CoPrBr6,2
Rb2CoSmBr6,2
Rb2CoEuBr6,2
Rb2CoDyBr6,2
Rb2CoTmCl6,2
Rb2CoTmBr6,2
Rb2CoYbF6,2
Rb2CoYbCl6,2
Rb2CoYbBr6,2
Rb2NiYBr6,2
Rb2NiNbF6,2
Rb2NiPdCl6,2
Rb2NiAgF6,2
Rb2NiAgCl6,2
Rb2NiCdCl6,2
Rb2NiInCl6,2
Rb2NiBaBr6,2
Rb2NiHgF6,2
Rb2NiHgCl6,2
Rb2NiHgBr6,2
Rb2NiPbCl6,2
Rb2NiPbBr6,2
Rb2NiLaCl6,2
Rb2NiLaBr6,2
Rb2NiCeBr6,2
Rb2NiPrBr6,2
Rb2NiSmBr6,2
Rb2NiEuBr6,2
Rb2NiDyBr6,2
Rb2NiTmCl6,2
Rb2NiTmBr6,2
Rb2NiYbF6,2
Rb2NiYbCl6,2
Rb2NiYbBr6,2
Rb2CuYBr6,2
Rb2CuPdCl6,2
Rb2CuInBr6,2
Rb2CuPtBr6,2
Rb2CuHgF6,2
Rb2CuHgCl6,2
Rb2CuHgBr6,2
Rb2CuPbCl6,2
Rb2CuPbBr6,2
Rb2CuLaBr6,2
Rb2CuCeBr6,2
Rb2CuPrBr6,2
Rb2CuSmBr6,2
Rb2CuEuBr6,2
Rb2CuDyBr6,2
Rb2CuTmBr6,2
Rb2CuYbBr6,2
Rb2ZnYCl6,2
Rb2ZnYBr6,2
Rb2ZnNbF6,2
Rb2ZnPdCl6,2
Rb2ZnInBr6,2
Rb2ZnPtF6,2
Rb2ZnPtBr6,2
Rb2ZnHgF6,2
Rb2ZnHgCl6,2
Rb2ZnHgBr6,2
Rb2ZnPbF6,2
Rb2ZnPbCl6,2
Rb2ZnPbBr6,2
Rb2ZnLaBr6,2
Rb2ZnCeBr6,2
Rb2ZnPrBr6,2
Rb2ZnSmBr6,2
Rb2ZnEuBr6,2
Rb2ZnDyBr6,2
Rb2ZnTmF6,2
Rb2ZnTmBr6,2
Rb2ZnYbBr6,2
Rb2GeYBr6,2
Rb2GeNbF6,2
Rb2GePdCl6,2
Rb2GeAgCl6,2
Rb2GeInBr6,2
Rb2GePtBr6,2
Rb2GeHgF6,2
Rb2GeHgCl6,2
Rb2GeHgBr6,2
Rb2GePbCl6,2
Rb2GePbBr6,2
Rb2GeLaCl6,2
Rb2GeLaBr6,2
Rb2GeCeBr6,2
Rb2GePrBr6,2
Rb2GeSmBr6,2
Rb2GeEuBr6,2
Rb2GeDyBr6,2
Rb2GeTmBr6,2
Rb2GeYbBr6,2
Rb2SrPdCl6,2
Rb2SrPtF6,2
Rb2SrHgF6,2
Rb2SrHgCl6,2
Rb2SrPbF6,2
Rb2YNbBr6,2
Rb2YPdBr6,2
Rb2YCdCl6,2
Rb2YCdBr6,2
Rb2YInCl6,2
Rb2YInBr6,2
Rb2YSnCl6,2
Rb2YPtBr6,2
Rb2YHgF6,2
Rb2YHgCl6,2
Rb2YYbCl6,2
Rb2NbPdBr6,2
Rb2NbAgBr6,2
Rb2NbCdBr6,2
Rb2NbInBr6,2
Rb2NbSnBr6,2
Rb2NbPtBr6,2
Rb2NbHgF6,2
Rb2NbHgCl6,2
Rb2NbHgBr6,2
Rb2NbPbCl6,2
Rb2NbEuBr6,2
Rb2NbDyBr6,2
Rb2NbTmBr6,2
Rb2NbYbF6,2
Rb2NbYbBr6,2
Rb2PdAgBr6,2
Rb2PdCdCl6,2
Rb2PdInCl6,2
Rb2PdInBr6,2
Rb2PdSnCl6,2
Rb2PdBaCl6,2
Rb2PdPtF6,2
Rb2PdPtCl6,2
Rb2PdPtBr6,2
Rb2PdHgF6,2
Rb2PdHgCl6,2
Rb2PdHgBr6,2
Rb2PdPbF6,2
Rb2PdPbCl6,2
Rb2PdPbBr6,2
Rb2PdSmBr6,2
Rb2PdEuCl6,2
Rb2PdEuBr6,2
Rb2PdDyBr6,2
Rb2PdTmF6,2
Rb2PdTmCl6,2
Rb2PdTmBr6,2
Rb2PdYbBr6,2
Rb2AgCdBr6,2
Rb2AgSnBr6,2
Rb2AgPtCl6,2
Rb2AgPtBr6,2
Rb2AgHgF6,2
Rb2AgHgCl6,2
Rb2AgHgBr6,2
Rb2AgPbCl6,2
Rb2AgEuBr6,2
Rb2AgDyBr6,2
Rb2AgTmBr6,2
Rb2AgYbF6,2
Rb2AgYbBr6,2
Rb2CdInBr6,2
Rb2CdPtF6,2
Rb2CdPtBr6,2
Rb2CdHgF6,2
Rb2CdHgCl6,2
Rb2CdHgBr6,2
Rb2CdPbF6,2
Rb2CdPbCl6,2
Rb2CdDyBr6,2
Rb2CdTmF6,2
Rb2CdTmBr6,2
Rb2CdYbBr6,2
Rb2InSnBr6,2
Rb2InPtBr6,2
Rb2InHgF6,2
Rb2InHgCl6,2
Rb2InHgBr6,2
Rb2InPbCl6,2
Rb2InDyBr6,2
Rb2InTmBr6,2
Rb2InYbBr6,2
Rb2SnPtBr6,2
Rb2SnHgF6,2
Rb2SnHgCl6,2
Rb2SnHgBr6,2
Rb2SnPbCl6,2
Rb2SnDyBr6,2
Rb2SnTmBr6,2
Rb2SnYbF6,2
Rb2SnYbBr6,2
Rb2BaPtF6,2
Rb2BaHgF6,2
Rb2PtHgF6,2
Rb2PtHgCl6,2
Rb2PtHgBr6,2
Rb2PtPbCl6,2
Rb2PtDyCl6,2
Rb2PtDyBr6,2
Rb2PtTmCl6,2
Rb2PtTmBr6,2
Rb2PtYbF6,2
Rb2PtYbCl6,2
Rb2PtYbBr6,2
Rb2HgPbF6,2
Rb2HgPbCl6,2
Rb2HgLaF6,2
Rb2HgCeF6,2
Rb2HgPrF6,2
Rb2HgSmF6,2
Rb2HgSmCl6,2
Rb2HgEuF6,2
Rb2HgEuCl6,2
Rb2HgDyF6,2
Rb2HgDyCl6,2
Rb2HgDyBr6,2
Rb2HgTmF6,2
Rb2HgTmCl6,2
Rb2HgTmBr6,2
Rb2HgYbF6,2
Rb2HgYbCl6,2
Rb2HgYbBr6,2
Rb2PbTmCl6,2
Rb2PbYbF6,2
Rb2PbYbCl6,2
Rb2DyTmBr6,2
Rb2DyYbBr6,2
Rb2TmYbCl6,2
Rb2TmYbBr6,2
Cs2BeSrBr6,2
Cs2BeNbF6,2
Cs2BeBaBr6,2
Cs2BePtF6,2
Cs2BeHgF6,2
Cs2BeHgCl6,2
Cs2BePbF6,2
Cs2BePbCl6,2
Cs2BePbBr6,2
Cs2BeLaBr6,2
Cs2BeCeBr6,2
Cs2BePrBr6,2
Cs2BeSmBr6,2
Cs2BeTmF6,2
Cs2BeTmCl6,2
Cs2BeYbF6,2
Cs2MgScBr6,2
Cs2MgYBr6,2
Cs2MgNbBr6,2
Cs2MgPdCl6,2
Cs2MgAgBr6,2
Cs2MgInBr6,2
Cs2MgPtF6,2
Cs2MgPtBr6,2
Cs2MgHgF6,2
Cs2MgHgCl6,2
Cs2MgHgBr6,2
Cs2MgPbF6,2
Cs2MgPbCl6,2
Cs2MgPbBr6,2
Cs2MgLaBr6,2
Cs2MgLaI6,2
Cs2MgCeBr6,2
Cs2MgCeI6,2
Cs2MgPrBr6,2
Cs2MgPrI6,2
Cs2MgSmBr6,2
Cs2MgEuBr6,2
Cs2MgDyBr6,2
Cs2MgTmBr6,2
Cs2MgYbBr6,2
Cs2CaScBr6,2
Cs2CaTiBr6,2
Cs2CaVBr6,2
Cs2CaCrBr6,2
Cs2CaYBr6,2
Cs2CaYI6,2
Cs2CaNbBr6,2
Cs2CaPdCl6,2
Cs2CaPdBr6,2
Cs2CaAgBr6,2
Cs2CaInBr6,2
Cs2CaInI6,2
Cs2CaPtF6,2
Cs2CaPtBr6,2
Cs2CaPtI6,2
Cs2CaHgF6,2
Cs2CaHgCl6,2
Cs2CaHgBr6,2
Cs2CaHgI6,2
Cs2CaPbF6,2
Cs2CaPbCl6,2
Cs2CaPbBr6,2
Cs2CaPbI6,2
Cs2CaLaBr6,2
Cs2CaCeBr6,2
Cs2CaPrBr6,2
Cs2CaSmBr6,2
Cs2CaSmI6,2
Cs2CaEuBr6,2
Cs2CaEuI6,2
Cs2CaDyBr6,2
Cs2CaDyI6,2
Cs2CaTmBr6,2
Cs2CaTmI6,2
Cs2CaYbBr6,2
Cs2CaYbI6,2
Cs2ScTiBr6,2
Cs2ScVBr6,2
Cs2ScCrBr6,2
Cs2ScMnBr6,2
Cs2ScFeBr6,2
Cs2ScCoBr6,2
Cs2ScNiBr6,2
Cs2ScCuBr6,2
Cs2ScZnCl6,2
Cs2ScZnBr6,2
Cs2ScGeCl6,2
Cs2ScGeBr6,2
Cs2ScSrBr6,2
Cs2ScSrI6,2
Cs2ScYBr6,2
Cs2ScYI6,2
Cs2ScNbBr6,2
Cs2ScPdBr6,2
Cs2ScCdCl6,2
Cs2ScCdBr6,2
Cs2ScInCl6,2
Cs2ScInBr6,2
Cs2ScSnCl6,2
Cs2ScSnBr6,2
Cs2ScBaBr6,2
Cs2ScPtCl6,2
Cs2ScPtBr6,2
Cs2ScHgF6,2
Cs2ScHgCl6,2
Cs2ScHgBr6,2
Cs2ScPbCl6,2
Cs2ScPbBr6,2
Cs2ScPbI6,2
Cs2ScLaBr6,2
Cs2ScCeBr6,2
Cs2ScPrBr6,2
Cs2ScPrI6,2
Cs2ScSmBr6,2
Cs2ScSmI6,2
Cs2ScEuBr6,2
Cs2ScEuI6,2
Cs2ScDyBr6,2
Cs2ScDyI6,2
Cs2ScTmCl6,2
Cs2ScTmBr6,2
Cs2ScTmI6,2
Cs2ScYbCl6,2
Cs2ScYbBr6,2
Cs2TiVBr6,2
Cs2TiCrBr6,2
Cs2TiMnBr6,2
Cs2TiFeBr6,2
Cs2TiZnCl6,2
Cs2TiGeCl6,2
Cs2TiSrBr6,2
Cs2TiSrI6,2
Cs2TiYBr6,2
Cs2TiYI6,2
Cs2TiNbBr6,2
Cs2TiPdBr6,2
Cs2TiAgBr6,2
Cs2TiCdCl6,2
Cs2TiCdBr6,2
Cs2TiInCl6,2
Cs2TiInBr6,2
Cs2TiSnCl6,2
Cs2TiSnBr6,2
Cs2TiBaBr6,2
Cs2TiBaI6,2
Cs2TiPtCl6,2
Cs2TiPtBr6,2
Cs2TiHgF6,2
Cs2TiHgCl6,2
Cs2TiHgBr6,2
Cs2TiPbBr6,2
Cs2TiPbI6,2
Cs2TiLaBr6,2
Cs2TiLaI6,2
Cs2TiCeBr6,2
Cs2TiCeI6,2
Cs2TiPrBr6,2
Cs2TiPrI6,2
Cs2TiSmBr6,2
Cs2TiSmI6,2
Cs2TiEuBr6,2
Cs2TiEuI6,2
Cs2TiDyBr6,2
Cs2TiTmCl6,2
Cs2TiTmBr6,2
Cs2TiYbF6,2
Cs2TiYbCl6,2
Cs2TiYbBr6,2
Cs2VMnBr6,2
Cs2VSrBr6,2
Cs2VSrI6,2
Cs2VYBr6,2
Cs2VNbBr6,2
Cs2VPdBr6,2
Cs2VAgBr6,2
Cs2VCdBr6,2
Cs2VInBr6,2
Cs2VSnBr6,2
Cs2VBaBr6,2
Cs2VBaI6,2
Cs2VPtBr6,2
Cs2VHgF6,2
Cs2VHgCl6,2
Cs2VHgBr6,2
Cs2VPbBr6,2
Cs2VPbI6,2
Cs2VLaBr6,2
Cs2VLaI6,2
Cs2VCeBr6,2
Cs2VCeI6,2
Cs2VPrBr6,2
Cs2VPrI6,2
Cs2VSmBr6,2
Cs2VSmI6,2
Cs2VEuBr6,2
Cs2VDyBr6,2
Cs2VTmBr6,2
Cs2VYbF6,2
Cs2VYbCl6,2
Cs2VYbBr6,2
Cs2CrMnBr6,2
Cs2CrNiCl6,2
Cs2CrSrBr6,2
Cs2CrSrI6,2
Cs2CrYBr6,2
Cs2CrNbBr6,2
Cs2CrPdBr6,2
Cs2CrCdBr6,2
Cs2CrInBr6,2
Cs2CrSnBr6,2
Cs2CrBaBr6,2
Cs2CrBaI6,2
Cs2CrPtBr6,2
Cs2CrHgF6,2
Cs2CrHgCl6,2
Cs2CrHgBr6,2
Cs2CrPbBr6,2
Cs2CrPbI6,2
Cs2CrLaBr6,2
Cs2CrLaI6,2
Cs2CrCeBr6,2
Cs2CrCeI6,2
Cs2CrPrBr6,2
Cs2CrPrI6,2
Cs2CrSmBr6,2
Cs2CrSmI6,2
Cs2CrEuBr6,2
Cs2CrDyBr6,2
Cs2CrTmBr6,2
Cs2CrYbF6,2
Cs2CrYbBr6,2
Cs2MnYBr6,2
Cs2MnNbBr6,2
Cs2MnPdCl6,2
Cs2MnPdBr6,2
Cs2MnAgBr6,2
Cs2MnInCl6,2
Cs2MnInBr6,2
Cs2MnPtBr6,2
Cs2MnHgF6,2
Cs2MnHgCl6,2
Cs2MnHgBr6,2
Cs2MnPbBr6,2
Cs2MnLaBr6,2
Cs2MnLaI6,2
Cs2MnCeBr6,2
Cs2MnCeI6,2
Cs2MnPrBr6,2
Cs2MnPrI6,2
Cs2MnSmBr6,2
Cs2MnSmI6,2
Cs2MnEuBr6,2
Cs2MnEuI6,2
Cs2MnDyBr6,2
Cs2MnTmBr6,2
Cs2MnYbCl6,2
Cs2MnYbBr6,2
Cs2FeYBr6,2
Cs2FeNbBr6,2
Cs2FePdCl6,2
Cs2FePdBr6,2
Cs2FeCdBr6,2
Cs2FeInCl6,2
Cs2FeInBr6,2
Cs2FePtBr6,2
Cs2FeHgF6,2
Cs2FeHgCl6,2
Cs2FeHgBr6,2
Cs2FePbBr6,2
Cs2FeLaBr6,2
Cs2FeLaI6,2
Cs2FeCeBr6,2
Cs2FeCeI6,2
Cs2FePrBr6,2
Cs2FePrI6,2
Cs2FeSmBr6,2
Cs2FeSmI6,2
Cs2FeEuBr6,2
Cs2FeDyBr6,2
Cs2FeTmCl6,2
Cs2FeTmBr6,2
Cs2FeYbF6,2
Cs2FeYbCl6,2
Cs2FeYbBr6,2
Cs2CoSrBr6,2
Cs2CoYBr6,2
Cs2CoNbBr6,2
Cs2CoPdCl6,2
Cs2CoCdBr6,2
Cs2CoInCl6,2
Cs2CoInBr6,2
Cs2CoBaBr6,2
Cs2CoPtBr6,2
Cs2CoHgF6,2
Cs2CoHgCl6,2
Cs2CoHgBr6,2
Cs2CoPbBr6,2
Cs2CoLaBr6,2
Cs2CoLaI6,2
Cs2CoCeBr6,2
Cs2CoCeI6,2
Cs2CoPrBr6,2
Cs2CoPrI6,2
Cs2CoSmBr6,2
Cs2CoEuBr6,2
Cs2CoDyBr6,2
Cs2CoTmCl6,2
Cs2CoTmBr6,2
Cs2CoYbF6,2
Cs2CoYbCl6,2
Cs2CoYbBr6,2
Cs2NiSrBr6,2
Cs2NiYBr6,2
Cs2NiNbF6,2
Cs2NiNbCl6,2
Cs2NiNbBr6,2
Cs2NiPdCl6,2
Cs2NiAgF6,2
Cs2NiAgCl6,2
Cs2NiAgBr6,2
Cs2NiCdBr6,2
Cs2NiInCl6,2
Cs2NiInBr6,2
Cs2NiBaBr6,2
Cs2NiPtBr6,2
Cs2NiHgF6,2
Cs2NiHgCl6,2
Cs2NiHgBr6,2
Cs2NiPbCl6,2
Cs2NiPbBr6,2
Cs2NiLaCl6,2
Cs2NiLaBr6,2
Cs2NiLaI6,2
Cs2NiCeBr6,2
Cs2NiCeI6,2
Cs2NiPrBr6,2
Cs2NiSmBr6,2
Cs2NiEuBr6,2
Cs2NiDyBr6,2
Cs2NiTmCl6,2
Cs2NiTmBr6,2
Cs2NiYbF6,2
Cs2NiYbCl6,2
Cs2NiYbBr6,2
Cs2CuSrBr6,2
Cs2CuYBr6,2
Cs2CuNbBr6,2
Cs2CuPdCl6,2
Cs2CuAgBr6,2
Cs2CuInBr6,2
Cs2CuPtBr6,2
Cs2CuHgF6,2
Cs2CuHgCl6,2
Cs2CuHgBr6,2
Cs2CuPbCl6,2
Cs2CuPbBr6,2
Cs2CuLaBr6,2
Cs2CuLaI6,2
Cs2CuCeBr6,2
Cs2CuCeI6,2
Cs2CuPrBr6,2
Cs2CuPrI6,2
Cs2CuSmBr6,2
Cs2CuEuBr6,2
Cs2CuDyBr6,2
Cs2CuTmBr6,2
Cs2CuYbBr6,2
Cs2ZnYBr6,2
Cs2ZnNbBr6,2
Cs2ZnPdCl6,2
Cs2ZnAgBr6,2
Cs2ZnInBr6,2
Cs2ZnPtF6,2
Cs2ZnPtBr6,2
Cs2ZnHgF6,2
Cs2ZnHgCl6,2
Cs2ZnHgBr6,2
Cs2ZnPbF6,2
Cs2ZnPbCl6,2
Cs2ZnPbBr6,2
Cs2ZnLaBr6,2
Cs2ZnLaI6,2
Cs2ZnCeBr6,2
Cs2ZnCeI6,2
Cs2ZnPrBr6,2
Cs2ZnPrI6,2
Cs2ZnSmBr6,2
Cs2ZnEuBr6,2
Cs2ZnDyBr6,2
Cs2ZnTmF6,2
Cs2ZnTmBr6,2
Cs2ZnYbBr6,2
Cs2GeYBr6,2
Cs2GeNbBr6,2
Cs2GePdCl6,2
Cs2GeAgBr6,2
Cs2GeInBr6,2
Cs2GePtBr6,2
Cs2GeHgF6,2
Cs2GeHgCl6,2
Cs2GeHgBr6,2
Cs2GePbCl6,2
Cs2GePbBr6,2
Cs2GeLaCl6,2
Cs2GeLaBr6,2
Cs2GeLaI6,2
Cs2GeCeBr6,2
Cs2GeCeI6,2
Cs2GePrBr6,2
Cs2GePrI6,2
Cs2GeSmBr6,2
Cs2GeEuBr6,2
Cs2GeDyBr6,2
Cs2GeTmBr6,2
Cs2GeYbBr6,2
