formula,number,A_Density,B_Density,C_Density,X_Density,A_dipole Polarizability,B_dipole Polarizability,C_dipole Polarizability,X_dipole Polarizability,A_covalent Radius,B_covalent Radius,C_covalent Radius,X_covalent Radius,A_atomic Radius,B_atomic Radius,C_atomic Radius,X_atomic Radius,A_FirstIonization,B_FirstIonization,C_FirstIonization,X_FirstIonization,A_number of Valence Electrons,B_number of Valence Electrons,C_number of Valence Electrons,X_number of Valence Electrons,A_number,B_number,C_number,X_number,A_Period,B_Period,C_Period,X_Period,A_Electronegativity,B_Electronegativity,C_Electronegativity,X_Electronegativity,A_number of s+p Electrons,B_number of s+p Electrons,C_number of s+p Electrons,X_number of s+p Electrons,A_number of d Electrons,B_number of d Electrons,C_number of d Electrons,X_number of d Electrons,A_Mulliken EN,B_Mulliken EN,C_Mulliken EN,X_Mulliken EN,A-B_Density,A-C_Density,(A+B+C)-X_Density,A-B_dipole Polarizability,A-C_dipole Polarizability,(A+B+C)-X_dipole Polarizability,A-B_covalent Radius,A-C_covalent Radius,(A+B+C)-X_covalent Radius,A-B_atomic Radius,A-C_atomic Radius,(A+B+C)-X_atomic Radius,A-B_FirstIonization,A-C_FirstIonization,(A+B+C)-X_FirstIonization,A-B_number of Valence Electrons,A-C_number of Valence Electrons,(A+B+C)-X_number of Valence Electrons,A-B_number,A-C_number,(A+B+C)-X_number,A-B_Period,A-C_Period,(A+B+C)-X_Period,A-B_Electronegativity,A-C_Electronegativity,(A+B+C)-X_Electronegativity,A-B_number of s+p Electrons,A-C_number of s+p Electrons,(A+B+C)-X_number of s+p Electrons,A-B_number of d Electrons,A-C_number of d Electrons,(A+B+C)-X_number of d Electrons,A-B_Mulliken EN,A-C_Mulliken EN,(A+B+C)-X_Mulliken EN
Rb2AuMoCl6,1,3.06,19.3,10.2,0.01926,639.6,36.0,87.0,87.6,420,124,138,594,4.7,1.35,1.45,6.0,806.0,890.1,684.3,7507.200000000001,2,11,6,42,74,79,42,102,10,6,5,18,1.64,2.54,2.16,18.96,2,1,1,42,0,10,5,0,4.68,5.77,3.9,49.800000000000004,16.240000000000002,7.139999999999999,32.54074,603.6,552.6,675.0,296,282,88,3.35,3.25,1.5000000000000009,84.10000000000002,121.70000000000005,5126.800000000001,9,4,23,5,32,93,4,5,3,0.9000000000000001,0.5200000000000002,12.620000000000001,1,1,38,10,5,15,1.0899999999999999,0.7799999999999998,35.45
Rb2AuMoBr6,1,3.06,19.3,10.2,18.72,639.6,36.0,87.0,126.0,420,124,138,684,4.7,1.35,1.45,6.8999999999999995,806.0,890.1,684.3,6839.400000000001,2,11,6,42,74,79,42,210,10,6,5,24,1.64,2.54,2.16,17.759999999999998,2,1,1,42,0,10,5,0,4.68,5.77,3.9,45.54,16.240000000000002,7.139999999999999,13.840000000000003,603.6,552.6,636.6,296,282,2,3.35,3.25,0.6000000000000014,84.10000000000002,121.70000000000005,4459.000000000001,9,4,23,5,32,15,4,5,3,0.9000000000000001,0.5200000000000002,11.419999999999998,1,1,38,10,5,15,1.0899999999999999,0.7799999999999998,31.189999999999998
Rb2AuRuF6,1,3.06,19.3,12.4,0.010199999999999999,639.6,36.0,72.0,22.44,420,124,125,384,4.7,1.35,1.3,3.0,806.0,890.1,710.2,10086.0,2,11,8,42,74,79,44,54,10,6,5,12,1.64,2.54,2.2,23.88,2,1,1,42,0,10,7,0,4.68,5.77,4.5,62.46,16.240000000000002,9.34,34.7498,603.6,567.6,725.16,296,295,285,3.35,3.4000000000000004,4.3500000000000005,84.10000000000002,95.79999999999995,7679.7,9,6,21,5,30,143,4,5,9,0.9000000000000001,0.5600000000000003,17.5,1,1,38,10,7,17,1.0899999999999999,0.17999999999999972,47.510000000000005
Rb2AuRuCl6,1,3.06,19.3,12.4,0.01926,639.6,36.0,72.0,87.6,420,124,125,594,4.7,1.35,1.3,6.0,806.0,890.1,710.2,7507.200000000001,2,11,8,42,74,79,44,102,10,6,5,18,1.64,2.54,2.2,18.96,2,1,1,42,0,10,7,0,4.68,5.77,4.5,49.800000000000004,16.240000000000002,9.34,34.740739999999995,603.6,567.6,660.0,296,295,75,3.35,3.4000000000000004,1.3500000000000005,84.10000000000002,95.79999999999995,5100.900000000001,9,6,21,5,30,95,4,5,3,0.9000000000000001,0.5600000000000003,12.580000000000002,1,1,38,10,7,17,1.0899999999999999,0.17999999999999972,34.85000000000001
Rb2AuRuBr6,1,3.06,19.3,12.4,18.72,639.6,36.0,72.0,126.0,420,124,125,684,4.7,1.35,1.3,6.8999999999999995,806.0,890.1,710.2,6839.400000000001,2,11,8,42,74,79,44,210,10,6,5,24,1.64,2.54,2.2,17.759999999999998,2,1,1,42,0,10,7,0,4.68,5.77,4.5,45.54,16.240000000000002,9.34,16.04,603.6,567.6,621.6,296,295,15,3.35,3.4000000000000004,0.45000000000000107,84.10000000000002,95.79999999999995,4433.1,9,6,21,5,30,13,4,5,3,0.9000000000000001,0.5600000000000003,11.379999999999999,1,1,38,10,7,17,1.0899999999999999,0.17999999999999972,30.59
Rb2AuRhF6,1,3.06,19.3,12.4,0.010199999999999999,639.6,36.0,66.0,22.44,420,124,125,384,4.7,1.35,1.35,3.0,806.0,890.1,719.7,10086.0,2,11,9,42,74,79,45,54,10,6,5,12,1.64,2.54,2.28,23.88,2,1,1,42,0,10,8,0,4.68,5.77,4.3,62.46,16.240000000000002,9.34,34.7498,603.6,573.6,719.16,296,295,285,3.35,3.35,4.4,84.10000000000002,86.29999999999995,7670.2,9,7,20,5,29,144,4,5,9,0.9000000000000001,0.6399999999999999,17.42,1,1,38,10,8,18,1.0899999999999999,0.3799999999999999,47.71
Rb2AuRhCl6,1,3.06,19.3,12.4,0.01926,639.6,36.0,66.0,87.6,420,124,125,594,4.7,1.35,1.35,6.0,806.0,890.1,719.7,7507.200000000001,2,11,9,42,74,79,45,102,10,6,5,18,1.64,2.54,2.28,18.96,2,1,1,42,0,10,8,0,4.68,5.77,4.3,49.800000000000004,16.240000000000002,9.34,34.740739999999995,603.6,573.6,654.0,296,295,75,3.35,3.35,1.4000000000000004,84.10000000000002,86.29999999999995,5091.400000000001,9,7,20,5,29,96,4,5,3,0.9000000000000001,0.6399999999999999,12.500000000000002,1,1,38,10,8,18,1.0899999999999999,0.3799999999999999,35.050000000000004
Rb2AuRhBr6,1,3.06,19.3,12.4,18.72,639.6,36.0,66.0,126.0,420,124,125,684,4.7,1.35,1.35,6.8999999999999995,806.0,890.1,719.7,6839.400000000001,2,11,9,42,74,79,45,210,10,6,5,24,1.64,2.54,2.28,17.759999999999998,2,1,1,42,0,10,8,0,4.68,5.77,4.3,45.54,16.240000000000002,9.34,16.04,603.6,573.6,615.6,296,295,15,3.35,3.35,0.5000000000000009,84.10000000000002,86.29999999999995,4423.6,9,7,20,5,29,12,4,5,3,0.9000000000000001,0.6399999999999999,11.299999999999999,1,1,38,10,8,18,1.0899999999999999,0.3799999999999999,30.79
Rb2AuPdF6,1,3.06,19.3,12.0,0.010199999999999999,639.6,36.0,26.14,22.44,420,124,120,384,4.7,1.35,1.4,3.0,806.0,890.1,804.4,10086.0,2,11,10,42,74,79,46,54,10,6,5,12,1.64,2.54,2.2,23.88,2,1,0,42,0,10,10,0,4.68,5.77,4.45,62.46,16.240000000000002,8.94,34.3498,603.6,613.46,679.3,296,300,280,3.35,3.3000000000000003,4.450000000000001,84.10000000000002,1.6000000000000227,7585.5,9,8,19,5,28,145,4,5,9,0.9000000000000001,0.5600000000000003,17.5,1,2,39,10,10,20,1.0899999999999999,0.22999999999999954,47.56
Rb2AuPdCl6,1,3.06,19.3,12.0,0.01926,639.6,36.0,26.14,87.6,420,124,120,594,4.7,1.35,1.4,6.0,806.0,890.1,804.4,7507.200000000001,2,11,10,42,74,79,46,102,10,6,5,18,1.64,2.54,2.2,18.96,2,1,0,42,0,10,10,0,4.68,5.77,4.45,49.800000000000004,16.240000000000002,8.94,34.34074,603.6,613.46,614.14,296,300,70,3.35,3.3000000000000003,1.450000000000001,84.10000000000002,1.6000000000000227,5006.700000000001,9,8,19,5,28,97,4,5,3,0.9000000000000001,0.5600000000000003,12.580000000000002,1,2,39,10,10,20,1.0899999999999999,0.22999999999999954,34.900000000000006
Rb2AuAgF6,1,3.06,19.3,10.5,0.010199999999999999,639.6,36.0,55.0,22.44,420,124,128,384,4.7,1.35,1.6,3.0,806.0,890.1,731.0,10086.0,2,11,11,42,74,79,47,54,10,6,5,12,1.64,2.54,1.93,23.88,2,1,1,42,0,10,10,0,4.68,5.77,4.44,62.46,16.240000000000002,7.4399999999999995,32.8498,603.6,584.6,708.16,296,292,288,3.35,3.1,4.65,84.10000000000002,75.0,7658.9,9,9,18,5,27,146,4,5,9,0.9000000000000001,0.29000000000000004,17.77,1,1,38,10,10,20,1.0899999999999999,0.23999999999999932,47.57
Rb2AuAgCl6,1,3.06,19.3,10.5,0.01926,639.6,36.0,55.0,87.6,420,124,128,594,4.7,1.35,1.6,6.0,806.0,890.1,731.0,7507.200000000001,2,11,11,42,74,79,47,102,10,6,5,18,1.64,2.54,1.93,18.96,2,1,1,42,0,10,10,0,4.68,5.77,4.44,49.800000000000004,16.240000000000002,7.4399999999999995,32.84074,603.6,584.6,643.0,296,292,78,3.35,3.1,1.6500000000000004,84.10000000000002,75.0,5080.1,9,9,18,5,27,98,4,5,3,0.9000000000000001,0.29000000000000004,12.850000000000001,1,1,38,10,10,20,1.0899999999999999,0.23999999999999932,34.910000000000004
Rb2AuInF6,1,3.06,19.3,7.31,0.010199999999999999,639.6,36.0,65.0,22.44,420,124,142,384,4.7,1.35,1.55,3.0,806.0,890.1,558.3,10086.0,2,11,3,42,74,79,49,54,10,6,5,12,1.64,2.54,1.78,23.88,2,1,3,42,0,10,10,0,4.68,5.77,3.1,62.46,16.240000000000002,4.25,29.659799999999997,603.6,574.6,718.16,296,278,302,3.35,3.1500000000000004,4.6000000000000005,84.10000000000002,247.70000000000005,7831.6,9,1,26,5,25,148,4,5,9,0.9000000000000001,0.14000000000000012,17.919999999999998,1,1,36,10,10,20,1.0899999999999999,1.5799999999999996,48.910000000000004
Rb2AuInCl6,1,3.06,19.3,7.31,0.01926,639.6,36.0,65.0,87.6,420,124,142,594,4.7,1.35,1.55,6.0,806.0,890.1,558.3,7507.200000000001,2,11,3,42,74,79,49,102,10,6,5,18,1.64,2.54,1.78,18.96,2,1,3,42,0,10,10,0,4.68,5.77,3.1,49.800000000000004,16.240000000000002,4.25,29.65074,603.6,574.6,653.0,296,278,92,3.35,3.1500000000000004,1.6000000000000005,84.10000000000002,247.70000000000005,5252.800000000001,9,1,26,5,25,100,4,5,3,0.9000000000000001,0.14000000000000012,13.0,1,1,36,10,10,20,1.0899999999999999,1.5799999999999996,36.25000000000001
Rb2AuSbF6,1,3.06,19.3,6.69,0.010199999999999999,639.6,36.0,43.0,22.44,420,124,140,384,4.7,1.35,1.45,3.0,806.0,890.1,834.0,10086.0,2,11,5,42,74,79,51,54,10,6,5,12,1.64,2.54,2.05,23.88,2,1,5,42,0,10,10,0,4.68,5.77,4.85,62.46,16.240000000000002,3.6300000000000003,29.0398,603.6,596.6,696.16,296,280,300,3.35,3.25,4.500000000000001,84.10000000000002,28.0,7555.9,9,3,24,5,23,150,4,5,9,0.9000000000000001,0.4099999999999999,17.65,1,3,34,10,10,20,1.0899999999999999,0.16999999999999993,47.160000000000004
Rb2AuSbCl6,1,3.06,19.3,6.69,0.01926,639.6,36.0,43.0,87.6,420,124,140,594,4.7,1.35,1.45,6.0,806.0,890.1,834.0,7507.200000000001,2,11,5,42,74,79,51,102,10,6,5,18,1.64,2.54,2.05,18.96,2,1,5,42,0,10,10,0,4.68,5.77,4.85,49.800000000000004,16.240000000000002,3.6300000000000003,29.03074,603.6,596.6,631.0,296,280,90,3.35,3.25,1.5000000000000009,84.10000000000002,28.0,4977.1,9,3,24,5,23,102,4,5,3,0.9000000000000001,0.4099999999999999,12.73,1,3,34,10,10,20,1.0899999999999999,0.16999999999999993,34.50000000000001
Rb2AuTaF6,1,3.06,19.3,16.7,0.010199999999999999,639.6,36.0,74.0,22.44,420,124,146,384,4.7,1.35,1.45,3.0,806.0,890.1,761.0,10086.0,2,11,5,42,74,79,73,54,10,6,6,12,1.64,2.54,1.5,23.88,2,1,2,42,0,10,3,0,4.68,5.77,4.11,62.46,16.240000000000002,13.639999999999999,39.049800000000005,603.6,565.6,727.16,296,274,306,3.35,3.25,4.500000000000001,84.10000000000002,45.0,7628.9,9,3,24,5,1,172,4,4,10,0.9000000000000001,0.1399999999999999,18.2,1,0,37,10,3,13,1.0899999999999999,0.5699999999999994,47.900000000000006
Rb2AuTaCl6,1,3.06,19.3,16.7,0.01926,639.6,36.0,74.0,87.6,420,124,146,594,4.7,1.35,1.45,6.0,806.0,890.1,761.0,7507.200000000001,2,11,5,42,74,79,73,102,10,6,6,18,1.64,2.54,1.5,18.96,2,1,2,42,0,10,3,0,4.68,5.77,4.11,49.800000000000004,16.240000000000002,13.639999999999999,39.04074,603.6,565.6,662.0,296,274,96,3.35,3.25,1.5000000000000009,84.10000000000002,45.0,5050.1,9,3,24,5,1,124,4,4,4,0.9000000000000001,0.1399999999999999,13.280000000000001,1,0,37,10,3,13,1.0899999999999999,0.5699999999999994,35.24000000000001
Rb2AuTaBr6,1,3.06,19.3,16.7,18.72,639.6,36.0,74.0,126.0,420,124,146,684,4.7,1.35,1.45,6.8999999999999995,806.0,890.1,761.0,6839.400000000001,2,11,5,42,74,79,73,210,10,6,6,24,1.64,2.54,1.5,17.759999999999998,2,1,2,42,0,10,3,0,4.68,5.77,4.11,45.54,16.240000000000002,13.639999999999999,20.340000000000003,603.6,565.6,623.6,296,274,6,3.35,3.25,0.6000000000000014,84.10000000000002,45.0,4382.300000000001,9,3,24,5,1,16,4,4,2,0.9000000000000001,0.1399999999999999,12.079999999999998,1,0,37,10,3,13,1.0899999999999999,0.5699999999999994,30.98
Rb2AuIrF6,1,3.06,19.3,22.6,0.010199999999999999,639.6,36.0,54.0,22.44,420,124,122,384,4.7,1.35,1.35,3.0,806.0,890.1,880.0,10086.0,2,11,9,42,74,79,77,54,10,6,6,12,1.64,2.54,2.2,23.88,2,1,2,42,0,10,7,0,4.68,5.77,5.4,62.46,16.240000000000002,19.540000000000003,44.9498,603.6,585.6,707.16,296,298,282,3.35,3.35,4.4,84.10000000000002,74.0,7509.9,9,7,20,5,3,176,4,4,10,0.9000000000000001,0.5600000000000003,17.5,1,0,37,10,7,17,1.0899999999999999,0.7200000000000006,46.61
Rb2AuIrCl6,1,3.06,19.3,22.6,0.01926,639.6,36.0,54.0,87.6,420,124,122,594,4.7,1.35,1.35,6.0,806.0,890.1,880.0,7507.200000000001,2,11,9,42,74,79,77,102,10,6,6,18,1.64,2.54,2.2,18.96,2,1,2,42,0,10,7,0,4.68,5.77,5.4,49.800000000000004,16.240000000000002,19.540000000000003,44.94074,603.6,585.6,642.0,296,298,72,3.35,3.35,1.4000000000000004,84.10000000000002,74.0,4931.1,9,7,20,5,3,128,4,4,4,0.9000000000000001,0.5600000000000003,12.580000000000002,1,0,37,10,7,17,1.0899999999999999,0.7200000000000006,33.95
Rb2AuIrBr6,1,3.06,19.3,22.6,18.72,639.6,36.0,54.0,126.0,420,124,122,684,4.7,1.35,1.35,6.8999999999999995,806.0,890.1,880.0,6839.400000000001,2,11,9,42,74,79,77,210,10,6,6,24,1.64,2.54,2.2,17.759999999999998,2,1,2,42,0,10,7,0,4.68,5.77,5.4,45.54,16.240000000000002,19.540000000000003,26.240000000000002,603.6,585.6,603.6,296,298,18,3.35,3.35,0.5000000000000009,84.10000000000002,74.0,4263.300000000001,9,7,20,5,3,20,4,4,2,0.9000000000000001,0.5600000000000003,11.379999999999999,1,0,37,10,7,17,1.0899999999999999,0.7200000000000006,29.689999999999998
Rb2AuTlF6,1,3.06,19.3,11.9,0.010199999999999999,639.6,36.0,50.0,22.44,420,124,144,384,4.7,1.35,1.9,3.0,806.0,890.1,589.4,10086.0,2,11,3,42,74,79,81,54,10,6,6,12,1.64,2.54,2.04,23.88,2,1,3,42,0,10,10,0,4.68,5.77,3.2,62.46,16.240000000000002,8.84,34.2498,603.6,589.6,703.16,296,276,304,3.35,2.8000000000000003,4.950000000000001,84.10000000000002,216.60000000000002,7800.5,9,1,26,5,7,180,4,4,10,0.9000000000000001,0.40000000000000013,17.66,1,1,36,10,10,20,1.0899999999999999,1.4799999999999995,48.81
Rb2AuBiF6,1,3.06,19.3,9.81,0.010199999999999999,639.6,36.0,48.0,22.44,420,124,151,384,4.7,1.35,1.6,3.0,806.0,890.1,703.0,10086.0,2,11,5,42,74,79,83,54,10,6,6,12,1.64,2.54,2.02,23.88,2,1,5,42,0,10,10,0,4.68,5.77,4.69,62.46,16.240000000000002,6.75,32.159800000000004,603.6,591.6,701.16,296,269,311,3.35,3.1,4.65,84.10000000000002,103.0,7686.9,9,3,24,5,9,182,4,4,10,0.9000000000000001,0.3800000000000001,17.68,1,3,34,10,10,20,1.0899999999999999,0.010000000000000675,47.32
Rb2AuLaF6,1,3.06,19.3,6.15,0.010199999999999999,639.6,36.0,215.0,22.44,420,124,180,384,4.7,1.35,1.95,3.0,806.0,890.1,538.1,10086.0,2,11,3,42,74,79,57,54,10,6,6,12,1.64,2.54,1.1,23.88,2,1,2,42,0,10,1,0,4.68,5.77,3.1,62.46,16.240000000000002,3.0900000000000003,28.499799999999997,603.6,424.6,868.16,296,240,340,3.35,2.75,5.0,84.10000000000002,267.9,7851.8,9,1,26,5,17,156,4,4,10,0.9000000000000001,0.5399999999999998,18.6,1,0,37,10,1,11,1.0899999999999999,1.5799999999999996,48.910000000000004
Rb2AuCeF6,1,3.06,19.3,6.77,0.010199999999999999,639.6,36.0,205.0,22.44,420,124,163,384,4.7,1.35,1.85,3.0,806.0,890.1,534.4,10086.0,2,11,3,42,74,79,58,54,10,6,6,12,1.64,2.54,1.12,23.88,2,1,2,42,0,10,1,0,4.68,5.77,3.1,62.46,16.240000000000002,3.7099999999999995,29.119799999999998,603.6,434.6,858.16,296,257,323,3.35,2.85,4.9,84.10000000000002,271.6,7855.5,9,1,26,5,16,157,4,4,10,0.9000000000000001,0.5199999999999998,18.58,1,0,37,10,1,11,1.0899999999999999,1.5799999999999996,48.910000000000004
