formula,A,B,C,X,Ra,Rb,Rc,RB,Rx,Tf,number
Tl2BaCeBr6,Tl,Ba,Ce,Br,1.698,1.34,1.287,1.3135,1.955,5.523250010995387,2
Tl2BaCeI6,Tl,Ba,Ce,I,1.698,1.34,1.287,1.3135,2.194,5.705206615487203,2
Tl2BaPrF6,Tl,Ba,Pr,F,1.698,1.34,1.26,1.3,1.331,4.914217866761959,2
Tl2BaPrCl6,Tl,Ba,Pr,Cl,1.698,1.34,1.26,1.3,1.806,5.279602482146574,2
Tl2BaPrBr6,Tl,Ba,Pr,Br,1.698,1.34,1.26,1.3,1.955,5.3942178667619585,2
Tl2BaPrI6,Tl,Ba,Pr,I,1.698,1.34,1.26,1.3,2.194,5.578064020608112,2
Tl2BaSmF6,Tl,Ba,Sm,F,1.698,1.34,1.19,1.2650000000000001,1.331,4.61191712323737,2
Tl2BaSmCl6,Tl,Ba,Sm,Cl,1.698,1.34,1.19,1.2650000000000001,1.806,4.987411194383615,2
Tl2BaSmBr6,Tl,Ba,Sm,Br,1.698,1.34,1.19,1.2650000000000001,1.955,5.105197755648437,2
Tl2BaSmI6,Tl,Ba,Sm,I,1.698,1.34,1.19,1.2650000000000001,2.194,5.294130561972548,2
Tl2BaEuF6,Tl,Ba,Eu,F,1.698,1.34,1.16,1.25,1.331,4.499558658534127,2
Tl2BaEuCl6,Tl,Ba,Eu,Cl,1.698,1.34,1.16,1.25,1.806,4.879558658534127,2
Tl2BaEuBr6,Tl,Ba,Eu,Br,1.698,1.34,1.16,1.25,1.955,4.998758658534127,2
Tl2BaEuI6,Tl,Ba,Eu,I,1.698,1.34,1.16,1.25,2.194,5.1899586585341275,2
Tl2BaDyF6,Tl,Ba,Dy,F,1.698,1.34,1.07,1.205,1.331,4.2131521853206255,2
Tl2BaDyCl6,Tl,Ba,Dy,Cl,1.698,1.34,1.07,1.205,1.806,4.6073430566899205,2
Tl2BaDyBr6,Tl,Ba,Dy,Br,1.698,1.34,1.07,1.205,1.955,4.730994508972078,2
Tl2BaDyI6,Tl,Ba,Dy,I,1.698,1.34,1.07,1.205,2.194,4.9293347579347335,2
Tl2BaTmF6,Tl,Ba,Tm,F,1.698,1.34,1.03,1.185,1.331,4.106743798756588,2
Tl2BaTmCl6,Tl,Ba,Tm,Cl,1.698,1.34,1.03,1.185,1.806,4.5075876806131285,2
Tl2BaTmBr6,Tl,Ba,Tm,Br,1.698,1.34,1.03,1.185,1.955,4.6333260772376015,2
Tl2BaTmI6,Tl,Ba,Tm,I,1.698,1.34,1.03,1.185,2.194,4.8350138409506815,2
Tl2BaYbF6,Tl,Ba,Yb,F,1.698,1.34,1.02,1.1800000000000002,1.331,4.081904385113267,2
Tl2BaYbCl6,Tl,Ba,Yb,Cl,1.698,1.34,1.02,1.1800000000000002,1.806,4.484446757994623,2
Tl2BaYbBr6,Tl,Ba,Yb,Br,1.698,1.34,1.02,1.1800000000000002,1.955,4.610717944435301,2
Tl2BaYbI6,Tl,Ba,Yb,I,1.698,1.34,1.02,1.1800000000000002,2.194,4.813260317316656,2
Tl2PtHgF6,Tl,Pt,Hg,F,1.698,0.984,1.03,1.0070000000000001,1.331,3.549069825817542,2
Tl2PtHgCl6,Tl,Pt,Hg,Cl,1.698,0.984,1.03,1.0070000000000001,1.806,4.02076793902509,2
Tl2PtHgBr6,Tl,Pt,Hg,Br,1.698,0.984,1.03,1.0070000000000001,1.955,4.168732189273351,2
Tl2PtHgI6,Tl,Pt,Hg,I,1.698,0.984,1.03,1.0070000000000001,2.194,4.406070818866201,2
Tl2PtPbF6,Tl,Pt,Pb,F,1.698,0.984,1.18,1.0819999999999999,1.331,3.712546404879115,2
Tl2PtPbCl6,Tl,Pt,Pb,Cl,1.698,0.984,1.18,1.0819999999999999,1.806,4.151548253307951,2
Tl2PtPbBr6,Tl,Pt,Pb,Br,1.698,0.984,1.18,1.0819999999999999,1.955,4.289256201551943,2
Tl2PtPbI6,Tl,Pt,Pb,I,1.698,0.984,1.18,1.0819999999999999,2.194,4.510143447392978,2
Tl2PtLaF6,Tl,Pt,La,F,1.698,0.984,1.31,1.147,1.331,3.934007301259963,2
Tl2PtLaCl6,Tl,Pt,La,Cl,1.698,0.984,1.31,1.147,1.806,4.348131102480538,2
Tl2PtLaBr6,Tl,Pt,La,Br,1.698,0.984,1.31,1.147,1.955,4.4780352001265715,2
Tl2PtLaI6,Tl,Pt,La,I,1.698,0.984,1.31,1.147,2.194,4.686404860109135,2
Tl2PtCeF6,Tl,Pt,Ce,F,1.698,0.984,1.287,1.1355,1.331,3.8885183299202977,2
Tl2PtCeCl6,Tl,Pt,Ce,Cl,1.698,0.984,1.287,1.1355,1.806,4.306836251540729,2
Tl2PtCeBr6,Tl,Pt,Ce,Br,1.698,0.984,1.287,1.1355,1.955,4.438055978533244,2
Tl2PtCeI6,Tl,Pt,Ce,I,1.698,0.984,1.287,1.1355,2.194,4.648535943306471,2
Tl2PtPrF6,Tl,Pt,Pr,F,1.698,0.984,1.26,1.1219999999999999,1.331,3.838770680509352,2
Tl2PtPrCl6,Tl,Pt,Pr,Cl,1.698,0.984,1.26,1.1219999999999999,1.806,4.262121839154629,2
Tl2PtPrBr6,Tl,Pt,Pr,Br,1.698,0.984,1.26,1.1219999999999999,1.955,4.3949204131296735,2
Tl2PtPrI6,Tl,Pt,Pr,I,1.698,0.984,1.26,1.1219999999999999,2.194,4.6079328908480335,2
Tl2PtSmF6,Tl,Pt,Sm,F,1.698,0.984,1.19,1.087,1.331,3.7267003289049603,2
Tl2PtSmCl6,Tl,Pt,Sm,Cl,1.698,0.984,1.19,1.087,1.806,4.1636828496041325,2
Tl2PtSmBr6,Tl,Pt,Sm,Br,1.698,0.984,1.19,1.087,1.955,4.3007573666234515,2
Tl2PtSmI6,Tl,Pt,Sm,I,1.698,0.984,1.19,1.087,2.194,4.520628571775245,2
Tl2PtEuF6,Tl,Pt,Eu,F,1.698,0.984,1.16,1.072,1.331,3.6855467224423295,2
Tl2PtEuCl6,Tl,Pt,Eu,Cl,1.698,0.984,1.16,1.072,1.806,4.128643737367702,2
Tl2PtEuBr6,Tl,Pt,Eu,Br,1.698,0.984,1.16,1.072,1.955,4.267636274681135,2
Tl2PtEuI6,Tl,Pt,Eu,I,1.698,0.984,1.16,1.072,2.194,4.490584035875165,2
Tl2PtDyF6,Tl,Pt,Dy,F,1.698,0.984,1.07,1.0270000000000001,1.331,3.5842519994340334,2
Tl2PtDyCl6,Tl,Pt,Dy,Cl,1.698,0.984,1.07,1.0270000000000001,1.806,4.046764170806965,2
Tl2PtDyBr6,Tl,Pt,Dy,Br,1.698,0.984,1.07,1.0270000000000001,1.955,4.191846936142894,2
Tl2PtDyI6,Tl,Pt,Dy,I,1.698,0.984,1.07,1.0270000000000001,2.194,4.424563586581064,2
Tl2PtTmF6,Tl,Pt,Tm,F,1.698,0.984,1.03,1.0070000000000001,1.331,3.549069825817542,2
Tl2PtTmCl6,Tl,Pt,Tm,Cl,1.698,0.984,1.03,1.0070000000000001,1.806,4.02076793902509,2
Tl2PtTmBr6,Tl,Pt,Tm,Br,1.698,0.984,1.03,1.0070000000000001,1.955,4.168732189273351,2
Tl2PtTmI6,Tl,Pt,Tm,I,1.698,0.984,1.03,1.0070000000000001,2.194,4.406070818866201,2
Tl2PtYbF6,Tl,Pt,Yb,F,1.698,0.984,1.02,1.002,1.331,3.541161336260477,2
Tl2PtYbCl6,Tl,Pt,Yb,Cl,1.698,0.984,1.02,1.002,1.806,4.015213232468062,2
Tl2PtYbBr6,Tl,Pt,Yb,Br,1.698,0.984,1.02,1.002,1.955,4.163915827278442,2
Tl2PtYbI6,Tl,Pt,Yb,I,1.698,0.984,1.02,1.002,2.194,4.4024387813702575,2
Tl2HgPbF6,Tl,Hg,Pb,F,1.698,1.03,1.18,1.105,1.331,3.7814127038306964,2
Tl2HgPbCl6,Tl,Hg,Pb,Cl,1.698,1.03,1.18,1.105,1.806,4.211276957224362,2
Tl2HgPbBr6,Tl,Hg,Pb,Br,1.698,1.03,1.18,1.105,1.955,4.346118586183638,2
Tl2HgPbI6,Tl,Hg,Pb,I,1.698,1.03,1.18,1.105,2.194,4.562408178943819,2
Tl2HgLaF6,Tl,Hg,La,F,1.698,1.03,1.31,1.17,1.331,4.0342169056742225,2
Tl2HgLaCl6,Tl,Hg,La,Cl,1.698,1.03,1.31,1.17,1.806,4.440199811657129,2
Tl2HgLaBr6,Tl,Hg,La,Br,1.698,1.03,1.31,1.17,1.955,4.567550239007557,2
Tl2HgLaI6,Tl,Hg,La,I,1.698,1.03,1.31,1.17,2.194,4.771823743281061,2
Tl2HgCeF6,Tl,Hg,Ce,F,1.698,1.03,1.287,1.1585,1.331,3.982518223970705,2
Tl2HgCeCl6,Tl,Hg,Ce,Cl,1.698,1.03,1.287,1.1585,1.806,4.3925311717480024,2
Tl2HgCeBr6,Tl,Hg,Ce,Br,1.698,1.03,1.287,1.1585,1.955,4.5211457595770925,2
Tl2HgCeI6,Tl,Hg,Ce,I,1.698,1.03,1.287,1.1585,2.194,4.727447011195564,2
Tl2HgPrF6,Tl,Hg,Pr,F,1.698,1.03,1.26,1.145,1.331,3.925883529799023,2
Tl2HgPrCl6,Tl,Hg,Pr,Cl,1.698,1.03,1.26,1.145,1.806,4.340730691371076,2
Tl2HgPrBr6,Tl,Hg,Pr,Br,1.698,1.03,1.26,1.145,1.955,4.470861695737888,2
Tl2HgPrI6,Tl,Hg,Pr,I,1.698,1.03,1.26,1.145,2.194,4.679595320192036,2
Tl2HgSmF6,Tl,Hg,Sm,F,1.698,1.03,1.19,1.1099999999999999,1.331,3.797692032372556,2
Tl2HgSmCl6,Tl,Hg,Sm,Cl,1.698,1.03,1.19,1.1099999999999999,1.806,4.2256199603004845,2
Tl2HgSmBr6,Tl,Hg,Sm,Br,1.698,1.03,1.19,1.1099999999999999,1.955,4.3598541945347185,2
Tl2HgSmI6,Tl,Hg,Sm,I,1.698,1.03,1.19,1.1099999999999999,2.194,4.575169509850033,2
Tl2HgEuF6,Tl,Hg,Eu,F,1.698,1.03,1.16,1.095,1.331,3.750278953148719,2
Tl2HgEuCl6,Tl,Hg,Eu,Cl,1.698,1.03,1.16,1.095,1.806,4.184068907486619,2
Tl2HgEuBr6,Tl,Hg,Eu,Br,1.698,1.03,1.16,1.095,1.955,4.320141966847349,2
Tl2HgEuI6,Tl,Hg,Eu,I,1.698,1.03,1.16,1.095,2.194,4.538406807029998,2
Tl2HgDyF6,Tl,Hg,Dy,F,1.698,1.03,1.07,1.05,1.331,3.632034121405706,2
Tl2HgDyCl6,Tl,Hg,Dy,Cl,1.698,1.03,1.07,1.05,1.806,4.0844150737866585,2
Tl2HgDyBr6,Tl,Hg,Dy,Br,1.698,1.03,1.07,1.05,1.955,4.22631983569142,2
Tl2HgDyI6,Tl,Hg,Dy,I,1.698,1.03,1.07,1.05,2.194,4.453938883310468,2
Tl2HgTmF6,Tl,Hg,Tm,F,1.698,1.03,1.03,1.03,1.331,3.5900308286622704,2
Tl2HgTmCl6,Tl,Hg,Tm,Cl,1.698,1.03,1.03,1.03,1.806,4.051195877205959,2
Tl2HgTmBr6,Tl,Hg,Tm,Br,1.698,1.03,1.03,1.03,1.955,4.195856071380717,2
Tl2HgTmI6,Tl,Hg,Tm,I,1.698,1.03,1.03,1.03,2.194,4.427894906332173,2
Tl2HgYbF6,Tl,Hg,Yb,F,1.698,1.03,1.02,1.025,1.331,3.5804732876135335,2
Tl2HgYbCl6,Tl,Hg,Yb,Cl,1.698,1.03,1.02,1.025,1.806,4.043887921759875,2
Tl2HgYbBr6,Tl,Hg,Yb,Br,1.698,1.03,1.02,1.025,1.955,4.189253775418412,2
Tl2HgYbI6,Tl,Hg,Yb,I,1.698,1.03,1.02,1.025,2.194,4.422424507125729,2
Tl2PbLaF6,Tl,Pb,La,F,1.698,1.18,1.31,1.245,1.331,4.464136065027315,2
Tl2PbLaCl6,Tl,Pb,La,Cl,1.698,1.18,1.31,1.245,1.806,4.845662169444986,2
Tl2PbLaBr6,Tl,Pb,La,Br,1.698,1.18,1.31,1.245,1.955,4.965340884304424,2
Tl2PbLaI6,Tl,Pb,La,I,1.698,1.18,1.31,1.245,2.194,5.157308755790368,2
Tl2PbCeF6,Tl,Pb,Ce,F,1.698,1.18,1.287,1.2334999999999998,1.331,4.386272452107095,2
Tl2PbCeCl6,Tl,Pb,Ce,Cl,1.698,1.18,1.287,1.2334999999999998,1.806,4.771355548985896,2
Tl2PbCeBr6,Tl,Pb,Ce,Br,1.698,1.18,1.287,1.2334999999999998,1.955,4.892150036217351,2
Tl2PbCeI6,Tl,Pb,Ce,I,1.698,1.18,1.287,1.2334999999999998,2.194,5.085907636541631,2
Tl2PbPrF6,Tl,Pb,Pr,F,1.698,1.18,1.26,1.22,1.331,4.300911961090778,2
Tl2PbPrCl6,Tl,Pb,Pr,Cl,1.698,1.18,1.26,1.22,1.806,4.69025622338586,2
Tl2PbPrBr6,Tl,Pb,Pr,Br,1.698,1.18,1.26,1.22,1.955,4.812387370926843,2
Tl2PbPrI6,Tl,Pb,Pr,I,1.698,1.18,1.26,1.22,2.194,5.008289010271105,2
Tl2PbSmF6,Tl,Pb,Sm,F,1.698,1.18,1.19,1.185,1.331,4.106743798756588,2
Tl2PbSmCl6,Tl,Pb,Sm,Cl,1.698,1.18,1.19,1.185,1.806,4.5075876806131285,2
Tl2PbSmBr6,Tl,Pb,Sm,Br,1.698,1.18,1.19,1.185,1.955,4.6333260772376015,2
Tl2PbSmI6,Tl,Pb,Sm,I,1.698,1.18,1.19,1.185,2.194,4.8350138409506815,2
Tl2PbEuF6,Tl,Pb,Eu,F,1.698,1.18,1.16,1.17,1.331,4.0342169056742225,2
Tl2PbEuCl6,Tl,Pb,Eu,Cl,1.698,1.18,1.16,1.17,1.806,4.440199811657129,2
Tl2PbEuBr6,Tl,Pb,Eu,Br,1.698,1.18,1.16,1.17,1.955,4.567550239007557,2
Tl2PbEuI6,Tl,Pb,Eu,I,1.698,1.18,1.16,1.17,2.194,4.771823743281061,2
Tl2PbDyF6,Tl,Pb,Dy,F,1.698,1.18,1.07,1.125,1.331,3.8494955321200592,2
Tl2PbDyCl6,Tl,Pb,Dy,Cl,1.698,1.18,1.07,1.125,1.806,4.271717754342282,2
Tl2PbDyBr6,Tl,Pb,Dy,Br,1.698,1.18,1.07,1.125,1.955,4.404162198786726,2
Tl2PbDyI6,Tl,Pb,Dy,I,1.698,1.18,1.07,1.125,2.194,4.6166066432311705,2
Tl2PbTmF6,Tl,Pb,Tm,F,1.698,1.18,1.03,1.105,1.331,3.7814127038306964,2
Tl2PbTmCl6,Tl,Pb,Tm,Cl,1.698,1.18,1.03,1.105,1.806,4.211276957224362,2
Tl2PbTmBr6,Tl,Pb,Tm,Br,1.698,1.18,1.03,1.105,1.955,4.346118586183638,2
Tl2PbTmI6,Tl,Pb,Tm,I,1.698,1.18,1.03,1.105,2.194,4.562408178943819,2
Tl2PbYbF6,Tl,Pb,Yb,F,1.698,1.18,1.02,1.1,1.331,3.765611403785839,2
Tl2PbYbCl6,Tl,Pb,Yb,Cl,1.698,1.18,1.02,1.1,1.806,4.19742958560402,2
Tl2PbYbBr6,Tl,Pb,Yb,Br,1.698,1.18,1.02,1.1,1.955,4.332884131058566,2
Tl2PbYbI6,Tl,Pb,Yb,I,1.698,1.18,1.02,1.1,2.194,4.5501568583312935,2
Tl2LaCeF6,Tl,La,Ce,F,1.698,1.31,1.287,1.2985,1.331,4.899977343217934,2
Tl2LaCeCl6,Tl,La,Ce,Cl,1.698,1.31,1.287,1.2985,1.806,5.265784043256439,2
Tl2LaCeBr6,Tl,La,Ce,Br,1.698,1.31,1.287,1.2985,1.955,5.380531829163255,2
Tl2LaCeI6,Tl,La,Ce,I,1.698,1.31,1.287,1.2985,2.194,5.564590358235261,2
Tl2LaPrF6,Tl,La,Pr,F,1.698,1.31,1.26,1.2850000000000001,1.331,4.7772291598229195,2
Tl2LaPrCl6,Tl,La,Pr,Cl,1.698,1.31,1.26,1.2850000000000001,1.806,5.146878965270391,2
Tl2LaPrBr6,Tl,La,Pr,Br,1.698,1.31,1.26,1.2850000000000001,1.955,5.2628322726633865,2
Tl2LaPrI6,Tl,La,Pr,I,1.698,1.31,1.26,1.2850000000000001,2.194,5.4488244905622185,2
Tl2LaSmF6,Tl,La,Sm,F,1.698,1.31,1.19,1.25,1.331,4.499558658534127,2
Tl2LaSmCl6,Tl,La,Sm,Cl,1.698,1.31,1.19,1.25,1.806,4.879558658534127,2
Tl2LaSmBr6,Tl,La,Sm,Br,1.698,1.31,1.19,1.25,1.955,4.998758658534127,2
Tl2LaSmI6,Tl,La,Sm,I,1.698,1.31,1.19,1.25,2.194,5.1899586585341275,2
Tl2LaEuF6,Tl,La,Eu,F,1.698,1.31,1.16,1.2349999999999999,1.331,4.3961519048845865,2
Tl2LaEuCl6,Tl,La,Eu,Cl,1.698,1.31,1.16,1.2349999999999999,1.806,4.780767289499971,2
Tl2LaEuBr6,Tl,La,Eu,Br,1.698,1.31,1.16,1.2349999999999999,1.955,4.901415062779323,2
Tl2LaEuI6,Tl,La,Eu,I,1.698,1.31,1.16,1.2349999999999999,2.194,5.094937329985801,2
Tl2LaDyF6,Tl,La,Dy,F,1.698,1.31,1.07,1.19,1.331,4.132269852978107,2
Tl2LaDyCl6,Tl,La,Dy,Cl,1.698,1.31,1.07,1.19,1.806,4.531429516843653,2
Tl2LaDyBr6,Tl,La,Dy,Br,1.698,1.31,1.07,1.19,1.955,4.656639600877267,2
Tl2LaDyI6,Tl,La,Dy,I,1.698,1.31,1.07,1.19,2.194,4.857479937011721,2
Tl2LaTmF6,Tl,La,Tm,F,1.698,1.31,1.03,1.17,1.331,4.0342169056742225,2
Tl2LaTmCl6,Tl,La,Tm,Cl,1.698,1.31,1.03,1.17,1.806,4.440199811657129,2
Tl2LaTmBr6,Tl,La,Tm,Br,1.698,1.31,1.03,1.17,1.955,4.567550239007557,2
Tl2LaTmI6,Tl,La,Tm,I,1.698,1.31,1.03,1.17,2.194,4.771823743281061,2
Tl2LaYbF6,Tl,La,Yb,F,1.698,1.31,1.02,1.165,1.331,4.011336259588258,2
Tl2LaYbCl6,Tl,La,Yb,Cl,1.698,1.31,1.02,1.165,1.806,4.41906158147667,2
Tl2LaYbBr6,Tl,La,Yb,Br,1.698,1.31,1.02,1.165,1.955,4.546958577184824,2
Tl2LaYbI6,Tl,La,Yb,I,1.698,1.31,1.02,1.165,2.194,4.752108791777099,2
Tl2CePrF6,Tl,Ce,Pr,F,1.698,1.287,1.26,1.2734999999999999,1.331,4.679897153934972,2
Tl2CePrCl6,Tl,Ce,Pr,Cl,1.698,1.287,1.26,1.2734999999999999,1.806,5.05288498275319,2
Tl2CePrBr6,Tl,Ce,Pr,Br,1.698,1.287,1.26,1.2734999999999999,1.955,5.1698853753719565,2
Tl2CePrI6,Tl,Ce,Pr,I,1.698,1.287,1.26,1.2734999999999999,2.194,5.357557146082597,2
Tl2CeSmF6,Tl,Ce,Sm,F,1.698,1.287,1.19,1.2385,1.331,4.419522520439131,2
Tl2CeSmCl6,Tl,Ce,Sm,Cl,1.698,1.287,1.19,1.2385,1.806,4.803050982288141,2
Tl2CeSmBr6,Tl,Ce,Sm,Br,1.698,1.287,1.19,1.2385,1.955,4.923357805057621,2
Tl2CeSmI6,Tl,Ce,Sm,I,1.698,1.287,1.19,1.2385,2.194,5.116333178493228,2
Tl2CeEuF6,Tl,Ce,Eu,F,1.698,1.287,1.16,1.2235,1.331,4.322441764028267,2
Tl2CeEuCl6,Tl,Ce,Eu,Cl,1.698,1.287,1.16,1.2235,1.806,4.7106722503380345,2
Tl2CeEuBr6,Tl,Ce,Eu,Br,1.698,1.287,1.16,1.2235,1.955,4.832454023938361,2
Tl2CeEuI6,Tl,Ce,Eu,I,1.698,1.287,1.16,1.2235,2.194,5.027795258102644,2
Tl2CeDyF6,Tl,Ce,Dy,F,1.698,1.287,1.07,1.1785,1.331,4.074583848511223,2
Tl2CeDyCl6,Tl,Ce,Dy,Cl,1.698,1.287,1.07,1.1785,1.806,4.477638579100956,2
Tl2CeDyBr6,Tl,Ce,Dy,Br,1.698,1.287,1.07,1.1785,1.955,4.604070484064893,2
Tl2CeDyI6,Tl,Ce,Dy,I,1.698,1.287,1.07,1.1785,2.194,4.8068706537721475,2
Tl2CeTmF6,Tl,Ce,Tm,F,1.698,1.287,1.03,1.1585,1.331,3.982518223970705,2
Tl2CeTmCl6,Tl,Ce,Tm,Cl,1.698,1.287,1.03,1.1585,1.806,4.3925311717480024,2
Tl2CeTmBr6,Tl,Ce,Tm,Br,1.698,1.287,1.03,1.1585,1.955,4.5211457595770925,2
Tl2CeTmI6,Tl,Ce,Tm,I,1.698,1.287,1.03,1.1585,2.194,4.727447011195564,2
Tl2CeYbF6,Tl,Ce,Yb,F,1.698,1.287,1.02,1.1535,1.331,3.9610449212938343,2
Tl2CeYbCl6,Tl,Ce,Yb,Cl,1.698,1.287,1.02,1.1535,1.806,4.37283512502162,2
Tl2CeYbBr6,Tl,Ce,Yb,Br,1.698,1.287,1.02,1.1535,1.955,4.502007209980441,2
Tl2CeYbI6,Tl,Ce,Yb,I,1.698,1.287,1.02,1.1535,2.194,4.7092027019613685,2
Tl2PrSmF6,Tl,Pr,Sm,F,1.698,1.26,1.19,1.225,1.331,4.331795423710064,2
Tl2PrSmCl6,Tl,Pr,Sm,Cl,1.698,1.26,1.19,1.225,1.806,4.71955052575088,2
Tl2PrSmBr6,Tl,Pr,Sm,Br,1.698,1.26,1.19,1.225,1.955,4.841183178812105,2
Tl2PrSmI6,Tl,Pr,Sm,I,1.698,1.26,1.19,1.225,2.194,5.036285219628431,2
Tl2PrEuF6,Tl,Pr,Eu,F,1.698,1.26,1.16,1.21,1.331,4.241613106477818,2
Tl2PrEuCl6,Tl,Pr,Eu,Cl,1.698,1.26,1.16,1.21,1.806,4.634175089948892,2
Tl2PrEuBr6,Tl,Pr,Eu,Br,1.698,1.26,1.16,1.21,1.955,4.75731558581666,2
Tl2PrEuI6,Tl,Pr,Eu,I,1.698,1.26,1.16,1.21,2.194,4.954836246973685,2
Tl2PrDyF6,Tl,Pr,Dy,F,1.698,1.26,1.07,1.165,1.331,4.011336259588258,2
Tl2PrDyCl6,Tl,Pr,Dy,Cl,1.698,1.26,1.07,1.165,1.806,4.41906158147667,2
Tl2PrDyBr6,Tl,Pr,Dy,Br,1.698,1.26,1.07,1.165,1.955,4.546958577184824,2
Tl2PrDyI6,Tl,Pr,Dy,I,1.698,1.26,1.07,1.165,2.194,4.752108791777099,2
Tl2PrTmF6,Tl,Pr,Tm,F,1.698,1.26,1.03,1.145,1.331,3.925883529799023,2
Tl2PrTmCl6,Tl,Pr,Tm,Cl,1.698,1.26,1.03,1.145,1.806,4.340730691371076,2
Tl2PrTmBr6,Tl,Pr,Tm,Br,1.698,1.26,1.03,1.145,1.955,4.470861695737888,2
Tl2PrTmI6,Tl,Pr,Tm,I,1.698,1.26,1.03,1.145,2.194,4.679595320192036,2
Tl2PrYbF6,Tl,Pr,Yb,F,1.698,1.26,1.02,1.1400000000000001,1.331,3.9059684401329253,2
Tl2PrYbCl6,Tl,Pr,Yb,Cl,1.698,1.26,1.02,1.1400000000000001,1.806,4.322635106799592,2
Tl2PrYbBr6,Tl,Pr,Yb,Br,1.698,1.26,1.02,1.1400000000000001,1.955,4.453336861185557,2
Tl2PrYbI6,Tl,Pr,Yb,I,1.698,1.26,1.02,1.1400000000000001,2.194,4.6629859839925745,2
Tl2SmEuF6,Tl,Sm,Eu,F,1.698,1.19,1.16,1.1749999999999998,1.331,4.0577342947320085,2
Tl2SmEuCl6,Tl,Sm,Eu,Cl,1.698,1.19,1.16,1.1749999999999998,1.806,4.461989613880945,2
Tl2SmEuBr6,Tl,Sm,Eu,Br,1.698,1.19,1.16,1.1749999999999998,1.955,4.588798124519243,2
Tl2SmEuI6,Tl,Sm,Eu,I,1.698,1.19,1.16,1.1749999999999998,2.194,4.7922023798383915,2
Tl2SmDyF6,Tl,Sm,Dy,F,1.698,1.19,1.07,1.13,1.331,3.867786274916332,2
Tl2SmDyCl6,Tl,Sm,Dy,Cl,1.698,1.19,1.07,1.13,1.806,4.288140257217217,2
Tl2SmDyBr6,Tl,Sm,Dy,Br,1.698,1.19,1.07,1.13,1.955,4.419998664296863,2
Tl2SmDyI6,Tl,Sm,Dy,I,1.698,1.19,1.07,1.13,2.194,4.631503089075624,2
Tl2SmTmF6,Tl,Sm,Tm,F,1.698,1.19,1.03,1.1099999999999999,1.331,3.797692032372556,2
Tl2SmTmCl6,Tl,Sm,Tm,Cl,1.698,1.19,1.03,1.1099999999999999,1.806,4.2256199603004845,2
Tl2SmTmBr6,Tl,Sm,Tm,Br,1.698,1.19,1.03,1.1099999999999999,1.955,4.3598541945347185,2
Tl2SmTmI6,Tl,Sm,Tm,I,1.698,1.19,1.03,1.1099999999999999,2.194,4.575169509850033,2
Tl2SmYbF6,Tl,Sm,Yb,F,1.698,1.19,1.02,1.105,1.331,3.7814127038306964,2
Tl2SmYbCl6,Tl,Sm,Yb,Cl,1.698,1.19,1.02,1.105,1.806,4.211276957224362,2
Tl2SmYbBr6,Tl,Sm,Yb,Br,1.698,1.19,1.02,1.105,1.955,4.346118586183638,2
Tl2SmYbI6,Tl,Sm,Yb,I,1.698,1.19,1.02,1.105,2.194,4.562408178943819,2
Tl2EuDyF6,Tl,Eu,Dy,F,1.698,1.16,1.07,1.115,1.331,3.814458932733868,2
Tl2EuDyCl6,Tl,Eu,Dy,Cl,1.698,1.16,1.07,1.115,1.806,4.240467901343734,2
Tl2EuDyBr6,Tl,Eu,Dy,Br,1.698,1.16,1.07,1.115,1.955,4.374100188339249,2
Tl2EuDyI6,Tl,Eu,Dy,I,1.698,1.16,1.07,1.115,2.194,4.588449964124003,2
Tl2EuTmF6,Tl,Eu,Tm,F,1.698,1.16,1.03,1.095,1.331,3.750278953148719,2
Tl2EuTmCl6,Tl,Eu,Tm,Cl,1.698,1.16,1.03,1.095,1.806,4.184068907486619,2
Tl2EuTmBr6,Tl,Eu,Tm,Br,1.698,1.16,1.03,1.095,1.955,4.320141966847349,2
Tl2EuTmI6,Tl,Eu,Tm,I,1.698,1.16,1.03,1.095,2.194,4.538406807029998,2
Tl2EuYbF6,Tl,Eu,Yb,F,1.698,1.16,1.02,1.0899999999999999,1.331,3.735406523156084,2
Tl2EuYbCl6,Tl,Eu,Yb,Cl,1.698,1.16,1.02,1.0899999999999999,1.806,4.171186339669846,2
Tl2EuYbBr6,Tl,Eu,Yb,Br,1.698,1.16,1.02,1.0899999999999999,1.955,4.307883587376267,2
Tl2EuYbI6,Tl,Eu,Yb,I,1.698,1.16,1.02,1.0899999999999999,2.194,4.527149642422138,2
Tl2DyTmF6,Tl,Dy,Tm,F,1.698,1.07,1.03,1.05,1.331,3.632034121405706,2
Tl2DyTmCl6,Tl,Dy,Tm,Cl,1.698,1.07,1.03,1.05,1.806,4.0844150737866585,2
Tl2DyTmBr6,Tl,Dy,Tm,Br,1.698,1.07,1.03,1.05,1.955,4.22631983569142,2
Tl2DyTmI6,Tl,Dy,Tm,I,1.698,1.07,1.03,1.05,2.194,4.453938883310468,2
Tl2DyYbF6,Tl,Dy,Yb,F,1.698,1.07,1.02,1.045,1.331,3.620956352660897,2
Tl2DyYbCl6,Tl,Dy,Yb,Cl,1.698,1.07,1.02,1.045,1.806,4.075501807206352,2
Tl2DyYbBr6,Tl,Dy,Yb,Br,1.698,1.07,1.02,1.045,1.955,4.218085539263768,2
Tl2DyYbI6,Tl,Dy,Yb,I,1.698,1.07,1.02,1.045,2.194,4.44679367323506,2
