A_Density,B_Density,C_Density,X_Density,A_dipole Polarizability,B_dipole Polarizability,C_dipole Polarizability,X_dipole Polarizability,A_covalent Radius,B_covalent Radius,C_covalent Radius,X_covalent Radius,A_atomic Radius,B_atomic Radius,C_atomic Radius,X_atomic Radius,A_FirstIonization,B_FirstIonization,C_FirstIonization,X_FirstIonization,A_number of Valence Electrons,B_number of Valence Electrons,C_number of Valence Electrons,X_number of Valence Electrons,A_number,B_number,C_number,X_number,A_Period,B_Period,C_Period,X_Period,A_Electronegativity,B_Electronegativity,C_Electronegativity,X_Electronegativity,A_number of s+p Electrons,B_number of s+p Electrons,C_number of s+p Electrons,X_number of s+p Electrons,A_number of d Electrons,B_number of d Electrons,C_number of d Electrons,X_number of d Electrons,A_Mulliken EN,B_Mulliken EN,C_Mulliken EN,X_Mulliken EN,A-B_Density,A-C_Density,(A+B+C)-X_Density,A-B_dipole Polarizability,A-C_dipole Polarizability,(A+B+C)-X_dipole Polarizability,A-B_covalent Radius,A-C_covalent Radius,(A+B+C)-X_covalent Radius,A-B_atomic Radius,A-C_atomic Radius,(A+B+C)-X_atomic Radius,A-B_FirstIonization,A-C_FirstIonization,(A+B+C)-X_FirstIonization,A-B_number of Valence Electrons,A-C_number of Valence Electrons,(A+B+C)-X_number of Valence Electrons,A-B_number,A-C_number,(A+B+C)-X_number,A-B_Period,A-C_Period,(A+B+C)-X_Period,A-B_Electronegativity,A-C_Electronegativity,(A+B+C)-X_Electronegativity,A-B_number of s+p Electrons,A-C_number of s+p Electrons,(A+B+C)-X_number of s+p Electrons,A-B_number of d Electrons,A-C_number of d Electrons,(A+B+C)-X_number of d Electrons,A-B_Mulliken EN,A-C_Mulliken EN,(A+B+C)-X_Mulliken EN
3.74,0.971,10.2,0.01926,801.8,162.7,87.0,87.6,464,155,138,594,5.2,1.8,1.45,6.0,751.4,495.8,684.3,7507.200000000001,2,1,6,42,110,11,42,102,12,3,5,18,1.58,0.93,2.16,18.96,2,1,1,42,0,0,5,0,4.36,2.85,3.9,49.800000000000004,2.769,6.459999999999999,14.89174,639.0999999999999,714.8,963.9,309,326,163,3.4000000000000004,3.75,2.4499999999999993,255.59999999999997,67.10000000000002,5575.700000000001,1,4,33,99,68,61,9,7,2,0.65,0.5800000000000001,14.290000000000001,1,1,38,0,5,5,1.5100000000000002,0.4600000000000004,38.690000000000005
3.74,0.971,10.2,0.010199999999999999,801.8,162.7,87.0,22.44,464,155,138,384,5.2,1.8,1.45,3.0,751.4,495.8,684.3,10086.0,2,1,6,42,110,11,42,54,12,3,5,12,1.58,0.93,2.16,23.88,2,1,1,42,0,0,5,0,4.36,2.85,3.9,62.46,2.769,6.459999999999999,14.9008,639.0999999999999,714.8,1029.06,309,326,373,3.4000000000000004,3.75,5.449999999999999,255.59999999999997,67.10000000000002,8154.5,1,4,33,99,68,109,9,7,8,0.65,0.5800000000000001,19.21,1,1,38,0,5,5,1.5100000000000002,0.4600000000000004,51.35
3.74,0.971,10.2,29.58,801.8,162.7,87.0,197.39999999999998,464,155,138,798,5.2,1.8,1.45,8.399999999999999,751.4,495.8,684.3,6050.4,2,1,6,42,110,11,42,318,12,3,5,30,1.58,0.93,2.16,15.96,2,1,1,42,0,0,5,60,4.36,2.85,3.9,40.56,2.769,6.459999999999999,14.668999999999999,639.0999999999999,714.8,854.1,309,326,41,3.4000000000000004,3.75,0.05000000000000071,255.59999999999997,67.10000000000002,4118.9,1,4,33,99,68,155,9,7,10,0.65,0.5800000000000001,11.290000000000001,1,1,38,0,5,55,1.5100000000000002,0.4600000000000004,29.450000000000003
3.74,0.971,0.00125,0.010199999999999999,801.8,162.7,7.4,22.44,464,155,71,384,5.2,1.8,0.65,3.0,751.4,495.8,1402.3,10086.0,2,1,5,42,110,11,7,54,12,3,2,12,1.58,0.93,3.04,23.88,2,1,5,42,0,0,0,0,4.36,2.85,7.3,62.46,2.769,3.73875,4.70205,639.0999999999999,794.4,949.4599999999999,309,393,306,3.4000000000000004,4.55,4.65,255.59999999999997,650.9,7436.5,1,3,34,99,103,74,9,10,5,0.65,1.46,18.33,1,3,34,0,0,0,1.5100000000000002,2.9399999999999995,47.95
3.74,0.971,7.01,18.72,801.8,162.7,208.0,126.0,464,155,174,684,5.2,1.8,1.85,6.8999999999999995,751.4,495.8,533.1,6839.400000000001,2,1,3,42,110,11,60,210,12,3,6,24,1.58,0.93,1.14,17.759999999999998,2,1,2,42,0,0,0,0,4.36,2.85,3.1,45.54,2.769,3.2699999999999996,6.998999999999999,639.0999999999999,593.8,1046.5,309,290,109,3.4000000000000004,3.35,1.9500000000000002,255.59999999999997,218.29999999999995,5059.1,1,1,36,99,50,29,9,6,3,0.65,0.44000000000000017,14.109999999999998,1,0,37,0,0,0,1.5100000000000002,1.2600000000000002,35.23
3.74,0.971,7.01,0.01926,801.8,162.7,208.0,87.6,464,155,174,594,5.2,1.8,1.85,6.0,751.4,495.8,533.1,7507.200000000001,2,1,3,42,110,11,60,102,12,3,6,18,1.58,0.93,1.14,18.96,2,1,2,42,0,0,0,0,4.36,2.85,3.1,49.800000000000004,2.769,3.2699999999999996,11.701740000000001,639.0999999999999,593.8,1084.9,309,290,199,3.4000000000000004,3.35,2.8499999999999996,255.59999999999997,218.29999999999995,5726.900000000001,1,1,36,99,50,79,9,6,3,0.65,0.44000000000000017,15.31,1,0,37,0,0,0,1.5100000000000002,1.2600000000000002,39.49
3.74,0.971,7.01,0.010199999999999999,801.8,162.7,208.0,22.44,464,155,174,384,5.2,1.8,1.85,3.0,751.4,495.8,533.1,10086.0,2,1,3,42,110,11,60,54,12,3,6,12,1.58,0.93,1.14,23.88,2,1,2,42,0,0,0,0,4.36,2.85,3.1,62.46,2.769,3.2699999999999996,11.7108,639.0999999999999,593.8,1150.06,309,290,409,3.4000000000000004,3.35,5.85,255.59999999999997,218.29999999999995,8305.7,1,1,36,99,50,127,9,6,9,0.65,0.44000000000000017,20.229999999999997,1,0,37,0,0,0,1.5100000000000002,1.2600000000000002,52.15
3.74,0.971,8.91,0.010199999999999999,801.8,162.7,49.0,22.44,464,155,110,384,5.2,1.8,1.35,3.0,751.4,495.8,737.1,10086.0,2,1,10,42,110,11,28,54,12,3,4,12,1.58,0.93,1.91,23.88,2,1,2,42,0,0,8,0,4.36,2.85,4.4,62.46,2.769,5.17,13.610800000000001,639.0999999999999,752.8,991.06,309,354,345,3.4000000000000004,3.85,5.35,255.59999999999997,14.299999999999955,8101.7,1,8,29,99,82,95,9,8,7,0.65,0.32999999999999985,19.46,1,0,37,0,8,8,1.5100000000000002,0.040000000000000036,50.85
3.74,0.971,6.77,18.72,801.8,162.7,216.0,126.0,464,155,176,684,5.2,1.8,1.85,6.8999999999999995,751.4,495.8,527.0,6839.400000000001,2,1,3,42,110,11,59,210,12,3,6,24,1.58,0.93,1.13,17.759999999999998,2,1,2,42,0,0,0,0,4.36,2.85,3.1,45.54,2.769,3.0299999999999994,7.238999999999999,639.0999999999999,585.8,1054.5,309,288,111,3.4000000000000004,3.35,1.9500000000000002,255.59999999999997,224.39999999999998,5065.200000000001,1,1,36,99,51,30,9,6,3,0.65,0.4500000000000002,14.119999999999997,1,0,37,0,0,0,1.5100000000000002,1.2600000000000002,35.23
3.74,0.971,6.77,0.01926,801.8,162.7,216.0,87.6,464,155,176,594,5.2,1.8,1.85,6.0,751.4,495.8,527.0,7507.200000000001,2,1,3,42,110,11,59,102,12,3,6,18,1.58,0.93,1.13,18.96,2,1,2,42,0,0,0,0,4.36,2.85,3.1,49.800000000000004,2.769,3.0299999999999994,11.46174,639.0999999999999,585.8,1092.9,309,288,201,3.4000000000000004,3.35,2.8499999999999996,255.59999999999997,224.39999999999998,5733.000000000001,1,1,36,99,51,78,9,6,3,0.65,0.4500000000000002,15.32,1,0,37,0,0,0,1.5100000000000002,1.2600000000000002,39.49
3.74,0.971,6.77,0.010199999999999999,801.8,162.7,216.0,22.44,464,155,176,384,5.2,1.8,1.85,3.0,751.4,495.8,527.0,10086.0,2,1,3,42,110,11,59,54,12,3,6,12,1.58,0.93,1.13,23.88,2,1,2,42,0,0,0,0,4.36,2.85,3.1,62.46,2.769,3.0299999999999994,11.4708,639.0999999999999,585.8,1158.06,309,288,411,3.4000000000000004,3.35,5.85,255.59999999999997,224.39999999999998,8311.8,1,1,36,99,51,126,9,6,9,0.65,0.4500000000000002,20.24,1,0,37,0,0,0,1.5100000000000002,1.2600000000000002,52.15
3.74,0.971,6.77,29.58,801.8,162.7,216.0,197.39999999999998,464,155,176,798,5.2,1.8,1.85,8.399999999999999,751.4,495.8,527.0,6050.4,2,1,3,42,110,11,59,318,12,3,6,30,1.58,0.93,1.13,15.96,2,1,2,42,0,0,0,60,4.36,2.85,3.1,40.56,2.769,3.0299999999999994,18.098999999999997,639.0999999999999,585.8,983.1,309,288,3,3.4000000000000004,3.35,0.45000000000000107,255.59999999999997,224.39999999999998,4276.2,1,1,36,99,51,138,9,6,9,0.65,0.4500000000000002,12.32,1,0,37,0,0,60,1.5100000000000002,1.2600000000000002,30.25
3.74,0.971,12.4,0.010199999999999999,801.8,162.7,66.0,22.44,464,155,125,384,5.2,1.8,1.35,3.0,751.4,495.8,719.7,10086.0,2,1,9,42,110,11,45,54,12,3,5,12,1.58,0.93,2.28,23.88,2,1,1,42,0,0,8,0,4.36,2.85,4.3,62.46,2.769,8.66,17.1008,639.0999999999999,735.8,1008.06,309,339,360,3.4000000000000004,3.85,5.35,255.59999999999997,31.699999999999932,8119.1,1,7,30,99,65,112,9,7,8,0.65,0.6999999999999997,19.09,1,1,38,0,8,8,1.5100000000000002,0.0600000000000005,50.95
3.74,0.971,12.4,0.010199999999999999,801.8,162.7,72.0,22.44,464,155,125,384,5.2,1.8,1.3,3.0,751.4,495.8,710.2,10086.0,2,1,8,42,110,11,44,54,12,3,5,12,1.58,0.93,2.2,23.88,2,1,1,42,0,0,7,0,4.36,2.85,4.5,62.46,2.769,8.66,17.1008,639.0999999999999,729.8,1014.06,309,339,360,3.4000000000000004,3.9000000000000004,5.300000000000001,255.59999999999997,41.19999999999993,8128.6,1,6,31,99,66,111,9,7,8,0.65,0.6200000000000001,19.169999999999998,1,1,38,0,7,7,1.5100000000000002,0.13999999999999968,50.75
3.74,0.971,6.69,18.72,801.8,162.7,43.0,126.0,464,155,140,684,5.2,1.8,1.45,6.8999999999999995,751.4,495.8,834.0,6839.400000000001,2,1,5,42,110,11,51,210,12,3,5,24,1.58,0.93,2.05,17.759999999999998,2,1,5,42,0,0,10,0,4.36,2.85,4.85,45.54,2.769,2.95,7.318999999999999,639.0999999999999,758.8,881.5,309,324,75,3.4000000000000004,3.75,1.5499999999999998,255.59999999999997,82.60000000000002,4758.200000000001,1,3,34,99,59,38,9,7,4,0.65,0.46999999999999975,13.199999999999998,1,3,34,0,10,10,1.5100000000000002,0.4899999999999993,33.48
3.74,0.971,6.69,0.01926,801.8,162.7,43.0,87.6,464,155,140,594,5.2,1.8,1.45,6.0,751.4,495.8,834.0,7507.200000000001,2,1,5,42,110,11,51,102,12,3,5,18,1.58,0.93,2.05,18.96,2,1,5,42,0,0,10,0,4.36,2.85,4.85,49.800000000000004,2.769,2.95,11.38174,639.0999999999999,758.8,919.9,309,324,165,3.4000000000000004,3.75,2.4499999999999993,255.59999999999997,82.60000000000002,5426.000000000001,1,3,34,99,59,70,9,7,2,0.65,0.46999999999999975,14.4,1,3,34,0,10,10,1.5100000000000002,0.4899999999999993,37.74
3.74,0.971,6.69,0.010199999999999999,801.8,162.7,43.0,22.44,464,155,140,384,5.2,1.8,1.45,3.0,751.4,495.8,834.0,10086.0,2,1,5,42,110,11,51,54,12,3,5,12,1.58,0.93,2.05,23.88,2,1,5,42,0,0,10,0,4.36,2.85,4.85,62.46,2.769,2.95,11.3908,639.0999999999999,758.8,985.06,309,324,375,3.4000000000000004,3.75,5.449999999999999,255.59999999999997,82.60000000000002,8004.8,1,3,34,99,59,118,9,7,8,0.65,0.46999999999999975,19.32,1,3,34,0,10,10,1.5100000000000002,0.4899999999999993,50.4
3.74,0.971,6.69,29.58,801.8,162.7,43.0,197.39999999999998,464,155,140,798,5.2,1.8,1.45,8.399999999999999,751.4,495.8,834.0,6050.4,2,1,5,42,110,11,51,318,12,3,5,30,1.58,0.93,2.05,15.96,2,1,5,42,0,0,10,60,4.36,2.85,4.85,40.56,2.769,2.95,18.179,639.0999999999999,758.8,810.1,309,324,39,3.4000000000000004,3.75,0.05000000000000071,255.59999999999997,82.60000000000002,3969.2,1,3,34,99,59,146,9,7,10,0.65,0.46999999999999975,11.4,1,3,34,0,10,50,1.5100000000000002,0.4899999999999993,28.5
3.74,0.971,2.99,18.72,801.8,162.7,97.0,126.0,464,155,148,684,5.2,1.8,1.6,6.8999999999999995,751.4,495.8,633.1,6839.400000000001,2,1,3,42,110,11,21,210,12,3,4,24,1.58,0.93,1.36,17.759999999999998,2,1,2,42,0,0,1,0,4.36,2.85,3.34,45.54,2.769,0.75,11.018999999999998,639.0999999999999,704.8,935.5,309,316,83,3.4000000000000004,3.6,1.7000000000000002,255.59999999999997,118.29999999999995,4959.1,1,1,36,99,89,68,9,8,5,0.65,0.21999999999999997,13.889999999999997,1,0,37,0,1,1,1.5100000000000002,1.0200000000000005,34.989999999999995
3.74,0.971,2.99,0.01926,801.8,162.7,97.0,87.6,464,155,148,594,5.2,1.8,1.6,6.0,751.4,495.8,633.1,7507.200000000001,2,1,3,42,110,11,21,102,12,3,4,18,1.58,0.93,1.36,18.96,2,1,2,42,0,0,1,0,4.36,2.85,3.34,49.800000000000004,2.769,0.75,7.6817400000000005,639.0999999999999,704.8,973.9,309,316,173,3.4000000000000004,3.6,2.5999999999999996,255.59999999999997,118.29999999999995,5626.900000000001,1,1,36,99,89,40,9,8,1,0.65,0.21999999999999997,15.09,1,0,37,0,1,1,1.5100000000000002,1.0200000000000005,39.25
3.74,0.971,2.99,0.010199999999999999,801.8,162.7,97.0,22.44,464,155,148,384,5.2,1.8,1.6,3.0,751.4,495.8,633.1,10086.0,2,1,3,42,110,11,21,54,12,3,4,12,1.58,0.93,1.36,23.88,2,1,2,42,0,0,1,0,4.36,2.85,3.34,62.46,2.769,0.75,7.6908,639.0999999999999,704.8,1039.06,309,316,383,3.4000000000000004,3.6,5.6,255.59999999999997,118.29999999999995,8205.7,1,1,36,99,89,88,9,8,7,0.65,0.21999999999999997,20.009999999999998,1,0,37,0,1,1,1.5100000000000002,1.0200000000000005,51.91
3.74,0.971,2.99,29.58,801.8,162.7,97.0,197.39999999999998,464,155,148,798,5.2,1.8,1.6,8.399999999999999,751.4,495.8,633.1,6050.4,2,1,3,42,110,11,21,318,12,3,4,30,1.58,0.93,1.36,15.96,2,1,2,42,0,0,1,60,4.36,2.85,3.34,40.56,2.769,0.75,21.878999999999998,639.0999999999999,704.8,864.1,309,316,31,3.4000000000000004,3.6,0.20000000000000107,255.59999999999997,118.29999999999995,4170.099999999999,1,1,36,99,89,176,9,8,11,0.65,0.21999999999999997,12.09,1,0,37,0,1,59,1.5100000000000002,1.0200000000000005,30.01
3.74,0.971,7.52,0.01926,801.8,162.7,192.0,87.6,464,155,172,594,5.2,1.8,1.85,6.0,751.4,495.8,544.5,7507.200000000001,2,1,3,42,110,11,62,102,12,3,6,18,1.58,0.93,1.17,18.96,2,1,2,42,0,0,0,0,4.36,2.85,3.1,49.800000000000004,2.769,3.7799999999999994,12.21174,639.0999999999999,609.8,1068.9,309,292,197,3.4000000000000004,3.35,2.8499999999999996,255.59999999999997,206.89999999999998,5715.500000000001,1,1,36,99,48,81,9,6,3,0.65,0.41000000000000014,15.280000000000001,1,0,37,0,0,0,1.5100000000000002,1.2600000000000002,39.49
3.74,0.971,7.52,0.010199999999999999,801.8,162.7,192.0,22.44,464,155,172,384,5.2,1.8,1.85,3.0,751.4,495.8,544.5,10086.0,2,1,3,42,110,11,62,54,12,3,6,12,1.58,0.93,1.17,23.88,2,1,2,42,0,0,0,0,4.36,2.85,3.1,62.46,2.769,3.7799999999999994,12.2208,639.0999999999999,609.8,1134.06,309,292,407,3.4000000000000004,3.35,5.85,255.59999999999997,206.89999999999998,8294.3,1,1,36,99,48,129,9,6,9,0.65,0.41000000000000014,20.2,1,0,37,0,0,0,1.5100000000000002,1.2600000000000002,52.15
3.74,0.971,16.7,18.72,801.8,162.7,74.0,126.0,464,155,146,684,5.2,1.8,1.45,6.8999999999999995,751.4,495.8,761.0,6839.400000000001,2,1,5,42,110,11,73,210,12,3,6,24,1.58,0.93,1.5,17.759999999999998,2,1,2,42,0,0,3,0,4.36,2.85,4.11,45.54,2.769,12.959999999999999,2.6910000000000025,639.0999999999999,727.8,912.5,309,318,81,3.4000000000000004,3.75,1.5499999999999998,255.59999999999997,9.600000000000023,4831.200000000001,1,3,34,99,37,16,9,6,3,0.65,0.08000000000000007,13.749999999999998,1,0,37,0,3,3,1.5100000000000002,0.25,34.22
3.74,0.971,16.7,0.01926,801.8,162.7,74.0,87.6,464,155,146,594,5.2,1.8,1.45,6.0,751.4,495.8,761.0,7507.200000000001,2,1,5,42,110,11,73,102,12,3,6,18,1.58,0.93,1.5,18.96,2,1,2,42,0,0,3,0,4.36,2.85,4.11,49.800000000000004,2.769,12.959999999999999,21.391740000000002,639.0999999999999,727.8,950.9,309,318,171,3.4000000000000004,3.75,2.4499999999999993,255.59999999999997,9.600000000000023,5499.000000000001,1,3,34,99,37,92,9,6,3,0.65,0.08000000000000007,14.950000000000001,1,0,37,0,3,3,1.5100000000000002,0.25,38.480000000000004
3.74,0.971,16.7,29.58,801.8,162.7,74.0,197.39999999999998,464,155,146,798,5.2,1.8,1.45,8.399999999999999,751.4,495.8,761.0,6050.4,2,1,5,42,110,11,73,318,12,3,6,30,1.58,0.93,1.5,15.96,2,1,2,42,0,0,3,60,4.36,2.85,4.11,40.56,2.769,12.959999999999999,8.168999999999997,639.0999999999999,727.8,841.1,309,318,33,3.4000000000000004,3.75,0.05000000000000071,255.59999999999997,9.600000000000023,4042.2,1,3,34,99,37,124,9,6,9,0.65,0.08000000000000007,11.950000000000001,1,0,37,0,3,57,1.5100000000000002,0.25,29.240000000000002
3.74,0.971,8.23,0.01926,801.8,162.7,170.0,87.6,464,155,168,594,5.2,1.8,1.75,6.0,751.4,495.8,565.8,7507.200000000001,2,1,3,42,110,11,65,102,12,3,6,18,1.58,0.93,1.2,18.96,2,1,2,42,0,0,0,0,4.36,2.85,3.1,49.800000000000004,2.769,4.49,12.921740000000002,639.0999999999999,631.8,1046.9,309,296,193,3.4000000000000004,3.45,2.75,255.59999999999997,185.60000000000002,5694.200000000001,1,1,36,99,45,84,9,6,3,0.65,0.3800000000000001,15.25,1,0,37,0,0,0,1.5100000000000002,1.2600000000000002,39.49
3.74,0.971,8.23,0.010199999999999999,801.8,162.7,170.0,22.44,464,155,168,384,5.2,1.8,1.75,3.0,751.4,495.8,565.8,10086.0,2,1,3,42,110,11,65,54,12,3,6,12,1.58,0.93,1.2,23.88,2,1,2,42,0,0,0,0,4.36,2.85,3.1,62.46,2.769,4.49,12.930800000000001,639.0999999999999,631.8,1112.06,309,296,403,3.4000000000000004,3.45,5.75,255.59999999999997,185.60000000000002,8273.0,1,1,36,99,45,132,9,6,9,0.65,0.3800000000000001,20.169999999999998,1,0,37,0,0,0,1.5100000000000002,1.2600000000000002,52.15
3.74,0.971,11.9,18.72,801.8,162.7,50.0,126.0,464,155,144,684,5.2,1.8,1.9,6.8999999999999995,751.4,495.8,589.4,6839.400000000001,2,1,3,42,110,11,81,210,12,3,6,24,1.58,0.93,2.04,17.759999999999998,2,1,3,42,0,0,10,0,4.36,2.85,3.2,45.54,2.769,8.16,2.108999999999998,639.0999999999999,751.8,888.5,309,320,79,3.4000000000000004,3.3000000000000003,2.000000000000001,255.59999999999997,162.0,5002.800000000001,1,1,36,99,29,8,9,6,3,0.65,0.45999999999999996,13.209999999999997,1,1,36,0,10,10,1.5100000000000002,1.1600000000000001,35.129999999999995
3.74,0.971,11.9,0.01926,801.8,162.7,50.0,87.6,464,155,144,594,5.2,1.8,1.9,6.0,751.4,495.8,589.4,7507.200000000001,2,1,3,42,110,11,81,102,12,3,6,18,1.58,0.93,2.04,18.96,2,1,3,42,0,0,10,0,4.36,2.85,3.2,49.800000000000004,2.769,8.16,16.59174,639.0999999999999,751.8,926.9,309,320,169,3.4000000000000004,3.3000000000000003,2.9000000000000004,255.59999999999997,162.0,5670.6,1,1,36,99,29,100,9,6,3,0.65,0.45999999999999996,14.41,1,1,36,0,10,10,1.5100000000000002,1.1600000000000001,39.39
3.74,0.971,11.9,0.010199999999999999,801.8,162.7,50.0,22.44,464,155,144,384,5.2,1.8,1.9,3.0,751.4,495.8,589.4,10086.0,2,1,3,42,110,11,81,54,12,3,6,12,1.58,0.93,2.04,23.88,2,1,3,42,0,0,10,0,4.36,2.85,3.2,62.46,2.769,8.16,16.6008,639.0999999999999,751.8,992.06,309,320,379,3.4000000000000004,3.3000000000000003,5.9,255.59999999999997,162.0,8249.4,1,1,36,99,29,148,9,6,9,0.65,0.45999999999999996,19.33,1,1,36,0,10,10,1.5100000000000002,1.1600000000000001,52.05
3.74,0.971,11.9,29.58,801.8,162.7,50.0,197.39999999999998,464,155,144,798,5.2,1.8,1.9,8.399999999999999,751.4,495.8,589.4,6050.4,2,1,3,42,110,11,81,318,12,3,6,30,1.58,0.93,2.04,15.96,2,1,3,42,0,0,10,60,4.36,2.85,3.2,40.56,2.769,8.16,12.968999999999998,639.0999999999999,751.8,817.1,309,320,35,3.4000000000000004,3.3000000000000003,0.5000000000000018,255.59999999999997,162.0,4213.799999999999,1,1,36,99,29,116,9,6,9,0.65,0.45999999999999996,11.41,1,1,36,0,10,50,1.5100000000000002,1.1600000000000001,30.150000000000002
3.74,0.971,9.32,0.01926,801.8,162.7,144.0,87.6,464,155,164,594,5.2,1.8,1.75,6.0,751.4,495.8,596.7,7507.200000000001,2,1,3,42,110,11,69,102,12,3,6,18,1.58,0.93,1.25,18.96,2,1,2,42,0,0,0,0,4.36,2.85,3.1,49.800000000000004,2.769,5.58,14.011740000000001,639.0999999999999,657.8,1020.9,309,300,189,3.4000000000000004,3.45,2.75,255.59999999999997,154.69999999999993,5663.300000000001,1,1,36,99,41,88,9,6,3,0.65,0.33000000000000007,15.200000000000001,1,0,37,0,0,0,1.5100000000000002,1.2600000000000002,39.49
3.74,0.971,19.0,0.01926,801.8,162.7,129.0,87.6,464,155,170,594,5.2,1.8,1.75,6.0,751.4,495.8,597.6,7507.200000000001,2,1,3,42,110,11,92,102,12,3,7,18,1.58,0.93,1.38,18.96,2,1,2,42,0,0,1,0,4.36,2.85,3.4,49.800000000000004,2.769,15.26,23.69174,639.0999999999999,672.8,1005.9,309,294,195,3.4000000000000004,3.45,2.75,255.59999999999997,153.79999999999995,5662.400000000001,1,1,36,99,18,111,9,5,4,0.65,0.20000000000000018,15.07,1,0,37,0,1,1,1.5100000000000002,0.9600000000000004,39.190000000000005
3.74,0.971,4.47,18.72,801.8,162.7,162.0,126.0,464,155,163,684,5.2,1.8,1.8,6.8999999999999995,751.4,495.8,600.0,6839.400000000001,2,1,3,42,110,11,39,210,12,3,5,24,1.58,0.93,1.22,17.759999999999998,2,1,2,42,0,0,1,0,4.36,2.85,3.19,45.54,2.769,0.7299999999999995,9.538999999999998,639.0999999999999,639.8,1000.5,309,301,98,3.4000000000000004,3.4000000000000004,1.9000000000000012,255.59999999999997,151.39999999999998,4992.200000000001,1,1,36,99,71,50,9,7,4,0.65,0.3600000000000001,14.029999999999998,1,0,37,0,1,1,1.5100000000000002,1.1700000000000004,35.14
3.74,0.971,4.47,0.01926,801.8,162.7,162.0,87.6,464,155,163,594,5.2,1.8,1.8,6.0,751.4,495.8,600.0,7507.200000000001,2,1,3,42,110,11,39,102,12,3,5,18,1.58,0.93,1.22,18.96,2,1,2,42,0,0,1,0,4.36,2.85,3.19,49.800000000000004,2.769,0.7299999999999995,9.161740000000002,639.0999999999999,639.8,1038.9,309,301,188,3.4000000000000004,3.4000000000000004,2.8000000000000007,255.59999999999997,151.39999999999998,5660.000000000001,1,1,36,99,71,58,9,7,2,0.65,0.3600000000000001,15.23,1,0,37,0,1,1,1.5100000000000002,1.1700000000000004,39.400000000000006
3.74,0.971,4.47,0.010199999999999999,801.8,162.7,162.0,22.44,464,155,163,384,5.2,1.8,1.8,3.0,751.4,495.8,600.0,10086.0,2,1,3,42,110,11,39,54,12,3,5,12,1.58,0.93,1.22,23.88,2,1,2,42,0,0,1,0,4.36,2.85,3.19,62.46,2.769,0.7299999999999995,9.170800000000002,639.0999999999999,639.8,1104.06,309,301,398,3.4000000000000004,3.4000000000000004,5.800000000000001,255.59999999999997,151.39999999999998,8238.8,1,1,36,99,71,106,9,7,8,0.65,0.3600000000000001,20.15,1,0,37,0,1,1,1.5100000000000002,1.1700000000000004,52.06
3.74,0.971,4.47,29.58,801.8,162.7,162.0,197.39999999999998,464,155,163,798,5.2,1.8,1.8,8.399999999999999,751.4,495.8,600.0,6050.4,2,1,3,42,110,11,39,318,12,3,5,30,1.58,0.93,1.22,15.96,2,1,2,42,0,0,1,60,4.36,2.85,3.19,40.56,2.769,0.7299999999999995,20.398999999999997,639.0999999999999,639.8,929.1,309,301,16,3.4000000000000004,3.4000000000000004,0.40000000000000213,255.59999999999997,151.39999999999998,4203.2,1,1,36,99,71,158,9,7,10,0.65,0.3600000000000001,12.23,1,0,37,0,1,59,1.5100000000000002,1.1700000000000004,30.160000000000004
