formula,number
Rb2AuPrF6,1
Rb2AuNdF6,1
Rb2AuPmF6,1
Rb2AuSmF6,1
Rb2AuEuF6,1
Rb2AuGdF6,1
Rb2AuTbF6,1
Rb2AuDyF6,1
Rb2AuHoF6,1
Rb2AuErF6,1
Rb2AuTmF6,1
Rb2AuYbF6,1
Rb2AuYbCl6,1
Rb2AuLuF6,1
Rb2AuLuCl6,1
Rb2AuUF6,1
Rb2HgBF6,1
Rb2HgBCl6,1
Rb2HgNF6,1
Rb2HgNCl6,1
Rb2HgAlF6,1
Rb2HgAlCl6,1
Rb2HgAlBr6,1
Rb2HgPF6,1
Rb2HgPCl6,1
Rb2HgPBr6,1
Rb2HgScF6,1
Rb2HgScCl6,1
Rb2HgTiF6,1
Rb2HgTiCl6,1
Rb2HgTiBr6,1
Rb2HgVF6,1
Rb2HgVCl6,1
Rb2HgVBr6,1
Rb2HgCrF6,1
Rb2HgCrCl6,1
Rb2HgCrBr6,1
Rb2HgMnF6,1
Rb2HgMnCl6,1
Rb2HgMnBr6,1
Rb2HgFeF6,1
Rb2HgFeCl6,1
Rb2HgFeBr6,1
Rb2HgCoF6,1
Rb2HgCoCl6,1
Rb2HgCoBr6,1
Rb2HgNiF6,1
Rb2HgNiCl6,1
Rb2HgNiBr6,1
Rb2HgCuF6,1
Rb2HgCuCl6,1
Rb2HgCuBr6,1
Rb2HgGaF6,1
Rb2HgGaCl6,1
Rb2HgGaBr6,1
Rb2HgAsF6,1
Rb2HgAsCl6,1
Rb2HgAsBr6,1
Rb2HgYF6,1
Rb2HgNbF6,1
Rb2HgNbCl6,1
Rb2HgNbBr6,1
Rb2HgMoF6,1
Rb2HgMoCl6,1
Rb2HgMoBr6,1
Rb2HgRuF6,1
Rb2HgRuCl6,1
Rb2HgRuBr6,1
Rb2HgRhF6,1
Rb2HgRhCl6,1
Rb2HgRhBr6,1
Rb2HgPdF6,1
Rb2HgPdCl6,1
Rb2HgAgF6,1
Rb2HgAgCl6,1
Rb2HgInF6,1
Rb2HgInCl6,1
Rb2HgSbF6,1
Rb2HgSbCl6,1
Rb2HgTaF6,1
Rb2HgTaCl6,1
Rb2HgTaBr6,1
Rb2HgIrF6,1
Rb2HgIrCl6,1
Rb2HgIrBr6,1
Rb2HgAuF6,1
Rb2HgAuCl6,1
Rb2HgTlF6,1
Rb2HgBiF6,1
Rb2HgLaF6,1
Rb2HgCeF6,1
Rb2HgPrF6,1
Rb2HgNdF6,1
Rb2HgPmF6,1
Rb2HgSmF6,1
Rb2HgEuF6,1
Rb2HgGdF6,1
Rb2HgTbF6,1
Rb2HgDyF6,1
Rb2HgHoF6,1
Rb2HgErF6,1
Rb2HgTmF6,1
Rb2HgYbF6,1
Rb2HgLuF6,1
Rb2HgLuCl6,1
Rb2HgUF6,1
Rb2TlBF6,1
Rb2TlBCl6,1
Rb2TlBBr6,1
Rb2TlNF6,1
Rb2TlNCl6,1
Rb2TlAlF6,1
Rb2TlAlCl6,1
Rb2TlAlBr6,1
Rb2TlPF6,1
Rb2TlPCl6,1
Rb2TlPBr6,1
Rb2TlScF6,1
Rb2TlScCl6,1
Rb2TlTiF6,1
Rb2TlTiCl6,1
Rb2TlVF6,1
Rb2TlVCl6,1
Rb2TlCrF6,1
Rb2TlCrCl6,1
Rb2TlMnF6,1
Rb2TlMnCl6,1
Rb2TlFeF6,1
Rb2TlFeCl6,1
Rb2TlCoF6,1
Rb2TlCoCl6,1
Rb2TlNiF6,1
Rb2TlNiCl6,1
Rb2TlNiBr6,1
Rb2TlCuF6,1
Rb2TlCuCl6,1
Rb2TlGaF6,1
Rb2TlGaCl6,1
Rb2TlAsF6,1
Rb2TlAsCl6,1
Rb2TlAsBr6,1
Rb2TlYF6,1
Rb2TlNbF6,1
Rb2TlNbCl6,1
Rb2TlMoF6,1
Rb2TlMoCl6,1
Rb2TlRuF6,1
Rb2TlRuCl6,1
Rb2TlRhF6,1
Rb2TlRhCl6,1
Rb2TlPdF6,1
Rb2TlAgF6,1
Rb2TlInF6,1
Rb2TlSbF6,1
Rb2TlTaF6,1
Rb2TlTaCl6,1
Rb2TlIrF6,1
Rb2TlIrCl6,1
Rb2TlAuF6,1
Rb2TlGdF6,1
Rb2TlTbF6,1
Rb2TlDyF6,1
Rb2TlHoF6,1
Rb2TlErF6,1
Rb2TlTmF6,1
Rb2TlYbF6,1
Rb2TlLuF6,1
Ag2LiAlF6,1
Ag2LiPF6,1
Ag2LiScF6,1
Ag2LiTiF6,1
Ag2LiVF6,1
Ag2LiCrF6,1
Ag2LiMnF6,1
Ag2LiFeF6,1
Ag2LiCoF6,1
Ag2LiNiF6,1
Ag2LiCuF6,1
Ag2LiGaF6,1
Ag2LiAsF6,1
Ag2LiYF6,1
Ag2LiNbF6,1
Ag2LiMoF6,1
Ag2LiRuF6,1
Ag2LiRhF6,1
Ag2LiPdF6,1
Ag2LiInF6,1
Ag2LiSbF6,1
Ag2LiTaF6,1
Ag2LiIrF6,1
Ag2LiAuF6,1
Ag2LiTlF6,1
Ag2LiBiF6,1
Ag2LiLaF6,1
Ag2LiCeF6,1
Ag2LiPrF6,1
Ag2LiNdF6,1
Ag2LiPmF6,1
Ag2LiSmF6,1
Ag2LiEuF6,1
Ag2LiGdF6,1
Ag2LiTbF6,1
Ag2LiDyF6,1
Ag2LiHoF6,1
Ag2LiErF6,1
Ag2LiTmF6,1
Ag2LiYbF6,1
Ag2LiLuF6,1
Ag2LiUF6,1
Ag2NaBF6,1
Ag2NaNF6,1
Ag2NaAlF6,1
Ag2NaPF6,1
Ag2NaScF6,1
Ag2NaTiF6,1
Ag2NaVF6,1
Ag2NaCrF6,1
Ag2NaMnF6,1
Ag2NaFeF6,1
Ag2NaCoF6,1
Ag2NaNiF6,1
Ag2NaCuF6,1
Ag2NaGaF6,1
Ag2NaAsF6,1
Ag2NaYF6,1
Ag2NaNbF6,1
Ag2NaMoF6,1
Ag2NaRuF6,1
Ag2NaRhF6,1
Ag2NaPdF6,1
Ag2NaInF6,1
Ag2NaSbF6,1
Ag2NaTaF6,1
Ag2NaIrF6,1
Ag2NaAuF6,1
Ag2NaTlF6,1
Ag2NaBiF6,1
Ag2NaLaF6,1
Ag2NaCeF6,1
Ag2NaPrF6,1
Ag2NaNdF6,1
Ag2NaPmF6,1
Ag2NaSmF6,1
Ag2NaEuF6,1
Ag2NaGdF6,1
Ag2NaTbF6,1
Ag2NaDyF6,1
Ag2NaHoF6,1
Ag2NaErF6,1
Ag2NaTmF6,1
Ag2NaYbF6,1
Ag2NaLuF6,1
Ag2NaUF6,1
Ag2KBF6,1
Ag2KNF6,1
Ag2KAlF6,1
Ag2KPF6,1
Ag2KTiF6,1
Ag2KVF6,1
Ag2KCrF6,1
Ag2KMnF6,1
Ag2KFeF6,1
Ag2KCoF6,1
Ag2KNiF6,1
Ag2KCuF6,1
Ag2KGaF6,1
Ag2KAsF6,1
Ag2KMoF6,1
Ag2KRuF6,1
Ag2KRhF6,1
Ag2KIrF6,1
Ag2RbBF6,1
Ag2RbNF6,1
Ag2RbAlF6,1
Ag2RbPF6,1
Ag2RbAsF6,1
Ag2CsBF6,1
Ag2CsNF6,1
Cs2LiAlF6,1
Cs2LiPF6,1
Cs2LiScF6,1
Cs2LiScCl6,1
Cs2LiTiF6,1
Cs2LiVF6,1
Cs2LiCrF6,1
Cs2LiMnF6,1
Cs2LiFeF6,1
Cs2LiCoF6,1
Cs2LiNiF6,1
Cs2LiCuF6,1
Cs2LiGaF6,1
Cs2LiAsF6,1
Cs2LiYF6,1
Cs2LiYCl6,1
Cs2LiYBr6,1
Cs2LiNbF6,1
Cs2LiNbCl6,1
Cs2LiMoF6,1
Cs2LiRuF6,1
Cs2LiRhF6,1
Cs2LiPdF6,1
Cs2LiPdCl6,1
Cs2LiAgF6,1
Cs2LiAgCl6,1
Cs2LiInF6,1
Cs2LiInCl6,1
Cs2LiSbF6,1
Cs2LiSbCl6,1
Cs2LiSbBr6,1
Cs2LiTaF6,1
Cs2LiTaCl6,1
Cs2LiIrF6,1
Cs2LiAuF6,1
Cs2LiAuCl6,1
Cs2LiTlF6,1
Cs2LiTlCl6,1
Cs2LiTlBr6,1
Cs2LiBiF6,1
Cs2LiBiCl6,1
Cs2LiBiBr6,1
Cs2LiLaF6,1
Cs2LiLaCl6,1
Cs2LiLaBr6,1
Cs2LiCeF6,1
Cs2LiCeCl6,1
Cs2LiCeBr6,1
Cs2LiPrF6,1
Cs2LiPrCl6,1
Cs2LiPrBr6,1
Cs2LiNdF6,1
Cs2LiNdCl6,1
Cs2LiNdBr6,1
Cs2LiPmF6,1
Cs2LiPmCl6,1
Cs2LiPmBr6,1
Cs2LiSmF6,1
Cs2LiSmCl6,1
Cs2LiSmBr6,1
Cs2LiEuF6,1
Cs2LiEuCl6,1
Cs2LiEuBr6,1
Cs2LiGdF6,1
Cs2LiGdCl6,1
Cs2LiGdBr6,1
Cs2LiTbF6,1
Cs2LiTbCl6,1
Cs2LiTbBr6,1
Cs2LiDyF6,1
Cs2LiDyCl6,1
Cs2LiDyBr6,1
Cs2LiHoF6,1
Cs2LiHoCl6,1
Cs2LiHoBr6,1
Cs2LiErF6,1
Cs2LiErCl6,1
Cs2LiErBr6,1
Cs2LiTmF6,1
Cs2LiTmCl6,1
Cs2LiTmBr6,1
Cs2LiYbF6,1
Cs2LiYbCl6,1
Cs2LiYbBr6,1
Cs2LiLuF6,1
Cs2LiLuCl6,1
Cs2LiLuBr6,1
Cs2LiUF6,1
Cs2LiUCl6,1
Cs2LiUBr6,1
Cs2NaBF6,1
Cs2NaNF6,1
Cs2NaAlF6,1
Cs2NaAlCl6,1
Cs2NaPF6,1
Cs2NaPCl6,1
Cs2NaScF6,1
Cs2NaScCl6,1
Cs2NaScBr6,1
Cs2NaTiF6,1
Cs2NaTiCl6,1
Cs2NaTiBr6,1
Cs2NaVF6,1
Cs2NaVCl6,1
Cs2NaVBr6,1
Cs2NaCrF6,1
Cs2NaCrCl6,1
Cs2NaCrBr6,1
Cs2NaMnF6,1
Cs2NaMnCl6,1
Cs2NaMnBr6,1
Cs2NaFeF6,1
Cs2NaFeCl6,1
Cs2NaFeBr6,1
Cs2NaCoF6,1
Cs2NaCoCl6,1
Cs2NaCoBr6,1
Cs2NaNiF6,1
Cs2NaNiCl6,1
Cs2NaNiBr6,1
Cs2NaCuF6,1
Cs2NaCuCl6,1
Cs2NaCuBr6,1
Cs2NaGaF6,1
Cs2NaGaCl6,1
Cs2NaGaBr6,1
Cs2NaAsF6,1
Cs2NaAsCl6,1
Cs2NaYF6,1
Cs2NaYCl6,1
Cs2NaYBr6,1
Cs2NaNbF6,1
Cs2NaNbCl6,1
Cs2NaNbBr6,1
Cs2NaMoF6,1
Cs2NaMoCl6,1
Cs2NaMoBr6,1
Cs2NaRuF6,1
Cs2NaRuCl6,1
Cs2NaRuBr6,1
Cs2NaRhF6,1
Cs2NaRhCl6,1
Cs2NaRhBr6,1
Cs2NaPdF6,1
Cs2NaPdCl6,1
Cs2NaPdBr6,1
Cs2NaAgF6,1
Cs2NaAgCl6,1
Cs2NaAgBr6,1
Cs2NaInF6,1
Cs2NaInCl6,1
Cs2NaInBr6,1
Cs2NaSbF6,1
Cs2NaSbCl6,1
Cs2NaSbBr6,1
Cs2NaTaF6,1
Cs2NaTaCl6,1
Cs2NaTaBr6,1
Cs2NaIrF6,1
Cs2NaIrCl6,1
Cs2NaIrBr6,1
Cs2NaAuF6,1
Cs2NaAuCl6,1
Cs2NaAuBr6,1
Cs2NaTlF6,1
Cs2NaTlCl6,1
Cs2NaTlBr6,1
Cs2NaBiF6,1
Cs2NaBiCl6,1
Cs2NaBiBr6,1
Cs2NaBiI6,1
Cs2NaLaF6,1
Cs2NaLaCl6,1
Cs2NaLaBr6,1
Cs2NaLaI6,1
Cs2NaCeF6,1
Cs2NaCeCl6,1
Cs2NaCeBr6,1
Cs2NaCeI6,1
Cs2NaPrF6,1
Cs2NaPrCl6,1
Cs2NaPrBr6,1
Cs2NaPrI6,1
Cs2NaNdF6,1
Cs2NaNdCl6,1
Cs2NaNdBr6,1
Cs2NaNdI6,1
Cs2NaPmF6,1
Cs2NaPmCl6,1
Cs2NaPmBr6,1
Cs2NaPmI6,1
Cs2NaSmF6,1
Cs2NaSmCl6,1
Cs2NaSmBr6,1
Cs2NaSmI6,1
Cs2NaEuF6,1
Cs2NaEuCl6,1
Cs2NaEuBr6,1
Cs2NaEuI6,1
Cs2NaGdF6,1
Cs2NaGdCl6,1
Cs2NaGdBr6,1
Cs2NaTbF6,1
Cs2NaTbCl6,1
Cs2NaTbBr6,1
Cs2NaDyF6,1
Cs2NaDyCl6,1
Cs2NaDyBr6,1
Cs2NaHoF6,1
Cs2NaHoCl6,1
Cs2NaHoBr6,1
Cs2NaErF6,1
Cs2NaErCl6,1
Cs2NaErBr6,1
Cs2NaTmF6,1
Cs2NaTmCl6,1
Cs2NaTmBr6,1
Cs2NaYbF6,1
Cs2NaYbCl6,1
Cs2NaYbBr6,1
Cs2NaLuF6,1
Cs2NaLuCl6,1
Cs2NaLuBr6,1
Cs2NaUF6,1
Cs2NaUCl6,1
Cs2NaUBr6,1
Cs2NaUI6,1
Cs2KBF6,1
Cs2KBCl6,1
Cs2KBBr6,1
Cs2KNF6,1
Cs2KNCl6,1
Cs2KAlF6,1
Cs2KAlCl6,1
Cs2KAlBr6,1
Cs2KPF6,1
Cs2KPCl6,1
Cs2KPBr6,1
Cs2KScF6,1
Cs2KScCl6,1
Cs2KScBr6,1
Cs2KScI6,1
Cs2KTiF6,1
Cs2KTiCl6,1
Cs2KTiBr6,1
Cs2KTiI6,1
Cs2KVF6,1
Cs2KVCl6,1
Cs2KVBr6,1
Cs2KVI6,1
Cs2KCrF6,1
Cs2KCrCl6,1
Cs2KCrBr6,1
Cs2KCrI6,1
Cs2KMnF6,1
Cs2KMnCl6,1
Cs2KMnBr6,1
Cs2KMnI6,1
Cs2KFeF6,1
Cs2KFeCl6,1
Cs2KFeBr6,1
Cs2KFeI6,1
Cs2KCoF6,1
Cs2KCoCl6,1
Cs2KCoBr6,1
Cs2KCoI6,1
Cs2KNiF6,1
Cs2KNiCl6,1
Cs2KNiBr6,1
Cs2KNiI6,1
Cs2KCuF6,1
Cs2KCuCl6,1
Cs2KCuBr6,1
Cs2KCuI6,1
Cs2KGaF6,1
Cs2KGaCl6,1
Cs2KGaBr6,1
Cs2KGaI6,1
Cs2KAsF6,1
Cs2KAsCl6,1
Cs2KAsBr6,1
Cs2KAsI6,1
Cs2KYF6,1
Cs2KYCl6,1
Cs2KYBr6,1
Cs2KNbF6,1
Cs2KNbCl6,1
Cs2KNbBr6,1
Cs2KNbI6,1
Cs2KMoF6,1
Cs2KMoCl6,1
Cs2KMoBr6,1
Cs2KMoI6,1
Cs2KRuF6,1
Cs2KRuCl6,1
Cs2KRuBr6,1
Cs2KRuI6,1
Cs2KRhF6,1
Cs2KRhCl6,1
Cs2KRhBr6,1
Cs2KRhI6,1
Cs2KPdF6,1
Cs2KPdCl6,1
Cs2KPdBr6,1
Cs2KAgF6,1
Cs2KAgCl6,1
Cs2KAgBr6,1
Cs2KAgI6,1
Cs2KInF6,1
Cs2KInCl6,1
Cs2KInBr6,1
Cs2KInI6,1
Cs2KSbF6,1
Cs2KSbCl6,1
Cs2KSbBr6,1
Cs2KTaF6,1
Cs2KTaCl6,1
Cs2KTaBr6,1
Cs2KTaI6,1
Cs2KIrF6,1
Cs2KIrCl6,1
Cs2KIrBr6,1
Cs2KIrI6,1
Cs2KAuF6,1
Cs2KAuCl6,1
Cs2KAuBr6,1
Cs2KTlF6,1
Cs2KTlCl6,1
Cs2KTlBr6,1
Cs2KBiF6,1
Cs2KBiCl6,1
Cs2KBiBr6,1
Cs2KLaF6,1
Cs2KLaCl6,1
Cs2KLaBr6,1
Cs2KCeF6,1
Cs2KCeCl6,1
Cs2KCeBr6,1
Cs2KPrF6,1
Cs2KPrCl6,1
Cs2KPrBr6,1
Cs2KNdF6,1
Cs2KNdCl6,1
Cs2KNdBr6,1
Cs2KPmF6,1
Cs2KPmCl6,1
Cs2KPmBr6,1
Cs2KSmF6,1
Cs2KSmCl6,1
Cs2KSmBr6,1
Cs2KEuF6,1
Cs2KEuCl6,1
Cs2KEuBr6,1
Cs2KGdF6,1
Cs2KGdCl6,1
Cs2KGdBr6,1
Cs2KTbF6,1
Cs2KTbCl6,1
Cs2KTbBr6,1
Cs2KDyF6,1
Cs2KDyCl6,1
Cs2KDyBr6,1
Cs2KHoF6,1
Cs2KHoCl6,1
Cs2KHoBr6,1
Cs2KErF6,1
Cs2KErCl6,1
Cs2KErBr6,1
Cs2KTmF6,1
Cs2KTmCl6,1
Cs2KTmBr6,1
Cs2KYbF6,1
Cs2KYbCl6,1
Cs2KYbBr6,1
Cs2KLuF6,1
Cs2KLuCl6,1
Cs2KLuBr6,1
Cs2KUF6,1
Cs2KUCl6,1
Cs2KUBr6,1
Cs2CuAlF6,1
Cs2CuPF6,1
Cs2CuScF6,1
Cs2CuScCl6,1
Cs2CuTiF6,1
Cs2CuVF6,1
Cs2CuCrF6,1
Cs2CuMnF6,1
Cs2CuFeF6,1
Cs2CuCoF6,1
Cs2CuNiF6,1
Cs2CuGaF6,1
Cs2CuAsF6,1
Cs2CuYF6,1
Cs2CuYCl6,1
Cs2CuYBr6,1
Cs2CuNbF6,1
Cs2CuNbCl6,1
Cs2CuMoF6,1
Cs2CuRuF6,1
Cs2CuRhF6,1
Cs2CuPdF6,1
Cs2CuPdCl6,1
Cs2CuPdBr6,1
Cs2CuAgF6,1
Cs2CuAgCl6,1
Cs2CuInF6,1
Cs2CuInCl6,1
Cs2CuSbF6,1
Cs2CuSbCl6,1
Cs2CuSbBr6,1
Cs2CuTaF6,1
Cs2CuTaCl6,1
Cs2CuIrF6,1
Cs2CuAuF6,1
Cs2CuAuCl6,1
Cs2CuAuBr6,1
Cs2CuTlF6,1
Cs2CuTlCl6,1
Cs2CuTlBr6,1
Cs2CuBiF6,1
Cs2CuBiCl6,1
Cs2CuBiBr6,1
Cs2CuLaF6,1
Cs2CuLaCl6,1
Cs2CuLaBr6,1
Cs2CuCeF6,1
Cs2CuCeCl6,1
Cs2CuCeBr6,1
Cs2CuPrF6,1
Cs2CuPrCl6,1
Cs2CuPrBr6,1
Cs2CuNdF6,1
Cs2CuNdCl6,1
Cs2CuNdBr6,1
Cs2CuPmF6,1
Cs2CuPmCl6,1
Cs2CuPmBr6,1
Cs2CuSmF6,1
Cs2CuSmCl6,1
Cs2CuSmBr6,1
Cs2CuEuF6,1
Cs2CuEuCl6,1
Cs2CuEuBr6,1
Cs2CuGdF6,1
Cs2CuGdCl6,1
Cs2CuGdBr6,1
Cs2CuTbF6,1
Cs2CuTbCl6,1
Cs2CuTbBr6,1
Cs2CuDyF6,1
Cs2CuDyCl6,1
Cs2CuDyBr6,1
Cs2CuHoF6,1
Cs2CuHoCl6,1
Cs2CuHoBr6,1
Cs2CuErF6,1
Cs2CuErCl6,1
Cs2CuErBr6,1
Cs2CuTmF6,1
Cs2CuTmCl6,1
Cs2CuTmBr6,1
Cs2CuYbF6,1
Cs2CuYbCl6,1
Cs2CuYbBr6,1
Cs2CuLuF6,1
Cs2CuLuCl6,1
Cs2CuLuBr6,1
Cs2CuUF6,1
Cs2CuUCl6,1
Cs2CuUBr6,1
Cs2RbBF6,1
Cs2RbBCl6,1
Cs2RbBBr6,1
Cs2RbNF6,1
Cs2RbNCl6,1
Cs2RbNBr6,1
Cs2RbAlF6,1
Cs2RbAlCl6,1
Cs2RbAlBr6,1
Cs2RbAlI6,1
Cs2RbPF6,1
Cs2RbPCl6,1
Cs2RbPBr6,1
Cs2RbScF6,1
Cs2RbScCl6,1
Cs2RbScBr6,1
Cs2RbTiF6,1
Cs2RbTiCl6,1
Cs2RbTiBr6,1
Cs2RbTiI6,1
Cs2RbVF6,1
Cs2RbVCl6,1
Cs2RbVBr6,1
Cs2RbVI6,1
Cs2RbCrF6,1
Cs2RbCrCl6,1
Cs2RbCrBr6,1
Cs2RbCrI6,1
Cs2RbMnF6,1
Cs2RbMnCl6,1
Cs2RbMnBr6,1
Cs2RbMnI6,1
Cs2RbFeF6,1
Cs2RbFeCl6,1
Cs2RbFeBr6,1
Cs2RbFeI6,1
Cs2RbCoF6,1
Cs2RbCoCl6,1
Cs2RbCoBr6,1
Cs2RbCoI6,1
Cs2RbNiF6,1
Cs2RbNiCl6,1
Cs2RbNiBr6,1
Cs2RbNiI6,1
Cs2RbCuF6,1
Cs2RbCuCl6,1
Cs2RbCuBr6,1
Cs2RbCuI6,1
Cs2RbGaF6,1
Cs2RbGaCl6,1
Cs2RbGaBr6,1
Cs2RbGaI6,1
Cs2RbAsF6,1
Cs2RbAsCl6,1
Cs2RbAsBr6,1
Cs2RbAsI6,1
Cs2RbYF6,1
Cs2RbYCl6,1
Cs2RbYBr6,1
Cs2RbNbF6,1
Cs2RbNbCl6,1
Cs2RbNbBr6,1
Cs2RbMoF6,1
Cs2RbMoCl6,1
Cs2RbMoBr6,1
Cs2RbRuF6,1
Cs2RbRuCl6,1
Cs2RbRuBr6,1
Cs2RbRuI6,1
Cs2RbRhF6,1
Cs2RbRhCl6,1
Cs2RbRhBr6,1
Cs2RbRhI6,1
Cs2RbPdF6,1
Cs2RbPdCl6,1
Cs2RbPdBr6,1
Cs2RbAgF6,1
Cs2RbAgCl6,1
Cs2RbAgBr6,1
Cs2RbInF6,1
Cs2RbInCl6,1
Cs2RbInBr6,1
Cs2RbSbF6,1
Cs2RbSbCl6,1
Cs2RbSbBr6,1
Cs2RbTaF6,1
Cs2RbTaCl6,1
Cs2RbTaBr6,1
Cs2RbIrF6,1
Cs2RbIrCl6,1
Cs2RbIrBr6,1
Cs2RbAuF6,1
Cs2RbAuCl6,1
Cs2RbAuBr6,1
Cs2RbTlF6,1
Cs2RbTlCl6,1
Cs2RbTlBr6,1
Cs2RbBiF6,1
Cs2RbLaF6,1
Cs2RbCeF6,1
Cs2RbCeCl6,1
Cs2RbPrF6,1
Cs2RbPrCl6,1
Cs2RbNdF6,1
Cs2RbNdCl6,1
Cs2RbPmF6,1
Cs2RbPmCl6,1
Cs2RbSmF6,1
Cs2RbSmCl6,1
Cs2RbEuF6,1
Cs2RbEuCl6,1
Cs2RbGdF6,1
Cs2RbGdCl6,1
Cs2RbGdBr6,1
Cs2RbTbF6,1
Cs2RbTbCl6,1
Cs2RbTbBr6,1
Cs2RbDyF6,1
Cs2RbDyCl6,1
Cs2RbDyBr6,1
Cs2RbHoF6,1
Cs2RbHoCl6,1
Cs2RbHoBr6,1
Cs2RbErF6,1
Cs2RbErCl6,1
Cs2RbErBr6,1
Cs2RbTmF6,1
Cs2RbTmCl6,1
Cs2RbTmBr6,1
Cs2RbYbF6,1
Cs2RbYbCl6,1
Cs2RbYbBr6,1
Cs2RbLuF6,1
Cs2RbLuCl6,1
Cs2RbLuBr6,1
Cs2RbUF6,1
Cs2AgBF6,1
Cs2AgNF6,1
Cs2AgAlF6,1
Cs2AgAlCl6,1
Cs2AgAlBr6,1
Cs2AgPF6,1
Cs2AgPCl6,1
Cs2AgScF6,1
Cs2AgScCl6,1
Cs2AgScBr6,1
Cs2AgTiF6,1
Cs2AgTiCl6,1
Cs2AgTiBr6,1
Cs2AgVF6,1
Cs2AgVCl6,1
Cs2AgVBr6,1
Cs2AgCrF6,1
Cs2AgCrCl6,1
Cs2AgCrBr6,1
Cs2AgMnF6,1
Cs2AgMnCl6,1
Cs2AgMnBr6,1
Cs2AgFeF6,1
Cs2AgFeCl6,1
Cs2AgFeBr6,1
Cs2AgCoF6,1
Cs2AgCoCl6,1
Cs2AgCoBr6,1
Cs2AgNiF6,1
Cs2AgNiCl6,1
Cs2AgNiBr6,1
Cs2AgCuF6,1
Cs2AgCuCl6,1
Cs2AgCuBr6,1
Cs2AgGaF6,1
Cs2AgGaCl6,1
Cs2AgGaBr6,1
Cs2AgAsF6,1
Cs2AgAsCl6,1
Cs2AgAsBr6,1
Cs2AgYF6,1
Cs2AgYCl6,1
Cs2AgYBr6,1
Cs2AgYI6,1
Cs2AgNbF6,1
Cs2AgNbCl6,1
Cs2AgNbBr6,1
Cs2AgMoF6,1
Cs2AgMoCl6,1
Cs2AgMoBr6,1
Cs2AgRuF6,1
Cs2AgRuCl6,1
Cs2AgRuBr6,1
Cs2AgRhF6,1
Cs2AgRhCl6,1
Cs2AgRhBr6,1
Cs2AgPdF6,1
Cs2AgPdCl6,1
Cs2AgPdBr6,1
Cs2AgPdI6,1
Cs2AgInF6,1
Cs2AgInCl6,1
Cs2AgInBr6,1
Cs2AgSbF6,1
Cs2AgSbCl6,1
Cs2AgSbBr6,1
Cs2AgSbI6,1
Cs2AgTaF6,1
Cs2AgTaCl6,1
Cs2AgTaBr6,1
Cs2AgIrF6,1
Cs2AgIrCl6,1
Cs2AgIrBr6,1
Cs2AgAuF6,1
Cs2AgAuCl6,1
Cs2AgAuBr6,1
Cs2AgAuI6,1
Cs2AgTlF6,1
Cs2AgTlCl6,1
Cs2AgTlBr6,1
Cs2AgTlI6,1
Cs2AgBiF6,1
Cs2AgBiCl6,1
Cs2AgBiBr6,1
Cs2AgBiI6,1
Cs2AgLaF6,1
Cs2AgLaCl6,1
Cs2AgLaBr6,1
Cs2AgLaI6,1
Cs2AgCeF6,1
Cs2AgCeCl6,1
Cs2AgCeBr6,1
Cs2AgCeI6,1
Cs2AgPrF6,1
Cs2AgPrCl6,1
Cs2AgPrBr6,1
Cs2AgPrI6,1
Cs2AgNdF6,1
Cs2AgNdCl6,1
Cs2AgNdBr6,1
Cs2AgNdI6,1
Cs2AgPmF6,1
Cs2AgPmCl6,1
Cs2AgPmBr6,1
Cs2AgPmI6,1
Cs2AgSmF6,1
Cs2AgSmCl6,1
Cs2AgSmBr6,1
Cs2AgSmI6,1
Cs2AgEuF6,1
Cs2AgEuCl6,1
Cs2AgEuBr6,1
Cs2AgEuI6,1
Cs2AgGdF6,1
Cs2AgGdCl6,1
Cs2AgGdBr6,1
Cs2AgGdI6,1
Cs2AgTbF6,1
Cs2AgTbCl6,1
Cs2AgTbBr6,1
Cs2AgTbI6,1
Cs2AgDyF6,1
Cs2AgDyCl6,1
Cs2AgDyBr6,1
Cs2AgDyI6,1
Cs2AgHoF6,1
Cs2AgHoCl6,1
Cs2AgHoBr6,1
Cs2AgHoI6,1
Cs2AgErF6,1
Cs2AgErCl6,1
Cs2AgErBr6,1
Cs2AgErI6,1
Cs2AgTmF6,1
Cs2AgTmCl6,1
Cs2AgTmBr6,1
Cs2AgTmI6,1
Cs2AgYbF6,1
Cs2AgYbCl6,1
Cs2AgYbBr6,1
Cs2AgYbI6,1
Cs2AgLuF6,1
Cs2AgLuCl6,1
Cs2AgLuBr6,1
Cs2AgLuI6,1
Cs2AgUF6,1
Cs2AgUCl6,1
Cs2AgUBr6,1
Cs2AgUI6,1
Cs2AuBF6,1
Cs2AuBCl6,1
Cs2AuBBr6,1
Cs2AuNF6,1
Cs2AuNCl6,1
Cs2AuAlF6,1
Cs2AuAlCl6,1
Cs2AuAlBr6,1
Cs2AuPF6,1
Cs2AuPCl6,1
Cs2AuPBr6,1
Cs2AuScF6,1
Cs2AuScCl6,1
Cs2AuScBr6,1
Cs2AuScI6,1
Cs2AuTiF6,1
Cs2AuTiCl6,1
Cs2AuTiBr6,1
Cs2AuTiI6,1
Cs2AuVF6,1
Cs2AuVCl6,1
Cs2AuVBr6,1
Cs2AuVI6,1
Cs2AuCrF6,1
Cs2AuCrCl6,1
Cs2AuCrBr6,1
Cs2AuCrI6,1
Cs2AuMnF6,1
Cs2AuMnCl6,1
Cs2AuMnBr6,1
Cs2AuMnI6,1
