B_Density,C_dipole Polarizability,C_atomic Radius,C_number,A_number of s+p Electrons,C_number of s+p Electrons,A-C_Density,(A+B+C)-X_dipole Polarizability,(A+B+C)-X_atomic Radius,(A+B+C)-X_number of Valence Electrons,A-C_number,A-B_Period,A-C_Electronegativity,A-C_number of s+p Electrons,A-C_number of d Electrons,(A+B+C)-X_number of d Electrons,A-C_Mulliken EN,target
0.534,162.0,1.8,39.0,2.0,2.0,0.7299999999999995,1040.3125,2.450000000000001,36.0,71.0,10.0,0.3600000000000001,0.0,1.0,1.0,1.1700000000000004,1
0.971,48.0,1.6,83.0,2.0,5.0,6.07,990.06,5.6,34.0,27.0,9.0,0.4399999999999999,3.0,10.0,10.0,0.33,1
0.971,50.0,1.3,31.0,2.0,3.0,2.17,888.5,1.4000000000000012,36.0,79.0,9.0,0.2299999999999999,1.0,0.0,0.0,1.16,0
0.971,158.0,1.8,64.0,2.0,2.0,4.16,1034.9,2.8000000000000007,36.0,46.0,9.0,0.3800000000000001,0.0,1.0,1.0,1.2600000000000002,1
0.971,156.0,1.75,67.0,2.0,2.0,5.0600000000000005,1032.9,2.75,36.0,43.0,9.0,0.3500000000000001,0.0,0.0,0.0,1.2600000000000002,1
0.971,65.0,1.55,49.0,2.0,3.0,3.5699999999999994,1007.06,5.550000000000001,36.0,61.0,9.0,0.1999999999999999,1.0,10.0,10.0,1.2600000000000002,1
0.971,65.0,1.55,49.0,2.0,3.0,3.5699999999999994,832.1,0.1500000000000021,36.0,61.0,9.0,0.1999999999999999,1.0,10.0,50.0,1.2600000000000002,0
0.971,54.0,1.35,77.0,2.0,2.0,18.86,996.06,5.35,30.0,33.0,9.0,0.6200000000000001,0.0,7.0,7.0,1.04,1
0.971,215.0,1.95,57.0,2.0,2.0,2.41,1053.5,2.05,36.0,53.0,9.0,0.48,0.0,1.0,1.0,1.2600000000000002,1
0.971,68.0,1.4,25.0,2.0,2.0,3.7,1010.06,5.4,32.0,85.0,9.0,0.03,0.0,5.0,5.0,0.6400000000000001,0
0.971,87.0,1.45,42.0,2.0,1.0,6.459999999999999,925.5,1.5499999999999998,33.0,68.0,9.0,0.5800000000000001,1.0,5.0,5.0,0.4600000000000004,0
0.971,87.0,1.45,42.0,2.0,1.0,6.459999999999999,963.9,2.4499999999999997,33.0,68.0,9.0,0.5800000000000001,1.0,5.0,5.0,0.4600000000000004,1
0.971,208.0,1.85,60.0,2.0,2.0,3.27,1084.9,2.85,36.0,50.0,9.0,0.4400000000000001,0.0,0.0,0.0,1.2600000000000002,1
0.971,216.0,1.85,59.0,2.0,2.0,3.03,1054.5,1.95,36.0,51.0,9.0,0.4500000000000002,0.0,0.0,0.0,1.2600000000000002,1
0.971,43.0,1.45,51.0,2.0,5.0,2.95,985.06,5.449999999999999,34.0,59.0,9.0,0.4699999999999997,3.0,10.0,10.0,0.4899999999999993,0
0.971,97.0,1.6,21.0,2.0,2.0,0.75,1039.06,5.6,36.0,89.0,9.0,0.2199999999999999,0.0,1.0,1.0,1.0200000000000005,1
0.971,97.0,1.6,21.0,2.0,2.0,0.75,864.1,0.200000000000001,36.0,89.0,9.0,0.2199999999999999,0.0,1.0,59.0,1.0200000000000005,1
0.971,74.0,1.45,73.0,2.0,2.0,12.96,841.1,0.0500000000000007,34.0,37.0,9.0,0.08,0.0,3.0,57.0,0.25,0
0.971,50.0,1.9,81.0,2.0,3.0,8.16,817.1,0.5000000000000018,36.0,29.0,9.0,0.4599999999999999,1.0,10.0,50.0,1.16,0
0.971,162.0,1.8,39.0,2.0,2.0,0.7299999999999995,1038.9,2.8000000000000007,36.0,71.0,9.0,0.3600000000000001,0.0,1.0,1.0,1.1700000000000004,1
1.53,30.0,1.15,33.0,2.0,5.0,2.04,1025.6,1.8000000000000016,34.0,77.0,7.0,0.6000000000000001,3.0,0.0,0.0,0.9399999999999996,1
1.53,36.0,1.35,79.0,2.0,1.0,15.56,1070.0,2.9000000000000004,28.0,31.0,7.0,0.96,1.0,10.0,10.0,1.4099999999999993,0
1.53,163.0,1.75,66.0,2.0,2.0,4.8100000000000005,1197.0,3.3000000000000007,36.0,44.0,7.0,0.3600000000000001,0.0,0.0,0.0,1.2600000000000002,1
1.53,150.0,1.75,68.0,2.0,2.0,5.33,1184.0,3.3000000000000007,36.0,42.0,7.0,0.3400000000000001,0.0,0.0,0.0,1.2600000000000002,1
1.53,50.0,1.3,31.0,2.0,3.0,2.17,1084.0,2.8500000000000014,36.0,79.0,7.0,0.2299999999999999,1.0,0.0,0.0,1.16,0
1.53,158.0,1.8,64.0,2.0,2.0,4.16,1192.0,3.3500000000000014,36.0,46.0,7.0,0.3800000000000001,0.0,1.0,1.0,1.2600000000000002,1
1.53,54.0,1.35,77.0,2.0,2.0,18.86,1153.16,5.9,30.0,33.0,7.0,0.6200000000000001,0.0,7.0,7.0,1.04,1
1.53,7.4,0.65,7.0,2.0,5.0,3.73875,1106.56,5.200000000000001,34.0,103.0,7.0,1.46,3.0,0.0,0.0,2.9399999999999995,0
1.53,170.0,1.75,65.0,2.0,2.0,4.49,1204.0,3.3000000000000007,36.0,45.0,7.0,0.3800000000000001,0.0,0.0,0.0,1.2600000000000002,1
1.53,50.0,1.9,81.0,2.0,3.0,8.16,1149.16,6.450000000000001,36.0,29.0,7.0,0.4599999999999999,1.0,10.0,10.0,1.16,1
1.53,162.0,1.8,39.0,2.0,2.0,0.7299999999999995,1157.6,2.450000000000002,36.0,71.0,7.0,0.3600000000000001,0.0,1.0,1.0,1.1700000000000004,1
1.53,162.0,1.8,39.0,2.0,2.0,0.7299999999999995,1261.16,6.350000000000001,36.0,71.0,7.0,0.3600000000000001,0.0,1.0,1.0,1.1700000000000004,1
2.99,55.0,1.6,47.0,2.0,1.0,6.76,827.8,1.5000000000000009,26.0,63.0,8.0,0.3499999999999998,1.0,10.0,11.0,0.08,0
2.99,55.0,1.6,47.0,2.0,1.0,6.76,931.36,5.4,26.0,63.0,8.0,0.3499999999999998,1.0,10.0,11.0,0.08,1
2.99,33.91,1.5,80.0,2.0,2.0,9.76,806.7099999999999,1.4000000000000012,25.0,30.0,8.0,0.4199999999999999,0.0,10.0,11.0,0.5499999999999998,0
2.99,33.91,1.5,80.0,2.0,2.0,9.76,735.31,0.0999999999999978,25.0,30.0,8.0,0.4199999999999999,0.0,10.0,49.0,0.5499999999999998,0
2.99,65.0,1.55,49.0,2.0,3.0,3.5699999999999994,837.8,1.450000000000002,34.0,61.0,8.0,0.1999999999999999,1.0,10.0,11.0,1.2600000000000002,1
2.99,65.0,1.55,49.0,2.0,3.0,3.5699999999999994,876.1999999999999,2.3500000000000014,34.0,61.0,8.0,0.1999999999999999,1.0,10.0,11.0,1.2600000000000002,1
7.52,46.5,1.35,29.0,2.0,1.0,5.220000000000001,952.7,2.4000000000000004,26.0,81.0,6.0,0.3199999999999998,1.0,10.0,10.0,0.1200000000000001,1
11.9,30.0,1.15,33.0,2.0,5.0,2.04,794.1999999999999,2.25,32.0,77.0,6.0,0.6000000000000001,3.0,0.0,10.0,0.9399999999999996,1
11.9,30.0,1.15,33.0,2.0,5.0,2.04,859.3599999999999,5.25,32.0,77.0,6.0,0.6000000000000001,3.0,0.0,10.0,0.9399999999999996,1
11.9,36.0,1.35,79.0,2.0,1.0,15.56,865.3599999999999,5.449999999999999,26.0,31.0,6.0,0.96,1.0,10.0,20.0,1.4099999999999993,0
11.9,50.0,1.3,31.0,2.0,3.0,2.17,775.8,1.5000000000000009,34.0,79.0,6.0,0.2299999999999999,1.0,0.0,10.0,1.16,0
11.9,50.0,1.3,31.0,2.0,3.0,2.17,704.4,1.7763568394002505e-15,34.0,79.0,6.0,0.2299999999999999,1.0,0.0,50.0,1.16,0
11.9,65.0,1.55,49.0,2.0,3.0,3.5699999999999994,829.1999999999999,2.6500000000000004,34.0,61.0,6.0,0.1999999999999999,1.0,10.0,20.0,1.2600000000000002,1
11.9,65.0,1.55,49.0,2.0,3.0,3.5699999999999994,894.3599999999999,5.65,34.0,61.0,6.0,0.1999999999999999,1.0,10.0,20.0,1.2600000000000002,1
11.9,65.0,1.55,49.0,2.0,3.0,3.5699999999999994,719.4,0.2500000000000018,34.0,61.0,6.0,0.1999999999999999,1.0,10.0,40.0,1.2600000000000002,0
11.9,66.0,1.35,45.0,2.0,1.0,8.66,895.3599999999999,5.449999999999999,28.0,65.0,6.0,0.6999999999999997,1.0,8.0,18.0,0.0600000000000005,1
11.9,43.0,1.45,51.0,2.0,5.0,2.95,697.4,0.1500000000000003,32.0,59.0,6.0,0.4699999999999997,3.0,10.0,40.0,0.4899999999999993,0
4.47,46.5,1.35,29.0,2.0,1.0,5.220000000000001,922.7,2.35,26.0,81.0,7.0,0.3199999999999998,1.0,10.0,11.0,0.1200000000000001,0
10.5,30.0,1.15,33.0,2.0,5.0,4.056,576.8,1.1500000000000004,24.0,5.0,3.0,0.5400000000000003,3.0,0.0,10.0,0.4599999999999999,1
10.5,48.0,1.6,83.0,2.0,5.0,8.086,659.9599999999999,4.6,24.0,45.0,3.0,0.3800000000000001,3.0,10.0,20.0,0.1499999999999994,0
10.5,48.0,1.6,83.0,2.0,5.0,8.086,485.0,0.7999999999999989,24.0,45.0,3.0,0.3800000000000001,3.0,10.0,40.0,0.1499999999999994,0
10.5,72.0,1.3,44.0,2.0,1.0,10.676,683.9599999999999,4.3,21.0,6.0,3.0,0.5600000000000003,1.0,7.0,17.0,0.3399999999999998,0
6.77,55.0,1.6,47.0,2.0,1.0,8.776,713.4,0.9500000000000002,26.0,9.0,2.0,0.29,1.0,10.0,11.0,0.3999999999999994,0
6.77,55.0,1.6,47.0,2.0,1.0,8.776,816.9599999999999,4.85,26.0,9.0,2.0,0.29,1.0,10.0,11.0,0.3999999999999994,0
6.77,55.0,1.6,47.0,2.0,1.0,8.776,642.0,0.5499999999999989,26.0,9.0,2.0,0.29,1.0,10.0,49.0,0.3999999999999994,0
6.77,46.5,1.35,29.0,2.0,1.0,7.236000000000001,704.9,0.7000000000000002,26.0,9.0,2.0,0.26,1.0,10.0,11.0,0.3599999999999994,0
8.96,36.0,1.35,79.0,2.0,1.0,17.576,639.4599999999999,4.1,18.0,41.0,4.0,0.9000000000000001,1.0,10.0,20.0,0.9299999999999996,0
8.96,48.0,1.6,83.0,2.0,5.0,8.086,586.3,1.3499999999999996,24.0,45.0,4.0,0.3800000000000001,3.0,10.0,20.0,0.1499999999999994,1
8.96,43.0,1.45,51.0,2.0,5.0,4.966,542.9,0.3000000000000007,24.0,13.0,4.0,0.4099999999999999,3.0,10.0,20.0,0.0099999999999997,0
8.96,43.0,1.45,51.0,2.0,5.0,4.966,471.5,1.1999999999999984,24.0,13.0,4.0,0.4099999999999999,3.0,10.0,40.0,0.0099999999999997,0
13.5,30.0,1.15,33.0,2.0,5.0,4.056,517.31,0.1500000000000012,23.0,5.0,2.0,0.5400000000000003,3.0,0.0,10.0,0.4599999999999999,0
13.5,48.0,1.6,83.0,2.0,5.0,8.086,573.7099999999999,1.5,23.0,45.0,2.0,0.3800000000000001,3.0,10.0,20.0,0.1499999999999994,0
13.5,54.0,1.35,77.0,2.0,2.0,20.876,644.8699999999999,4.25,19.0,39.0,2.0,0.5600000000000003,0.0,7.0,17.0,0.5600000000000005,0
13.5,87.0,1.45,42.0,2.0,1.0,8.475999999999999,677.8699999999999,4.3500000000000005,22.0,4.0,2.0,0.5200000000000002,1.0,5.0,15.0,0.94,0
13.5,43.0,1.45,51.0,2.0,5.0,4.966,633.8699999999999,4.3500000000000005,23.0,13.0,2.0,0.4099999999999999,3.0,10.0,20.0,0.0099999999999997,0
7.31,46.5,1.35,29.0,2.0,1.0,7.236000000000001,603.3,1.3000000000000007,26.0,9.0,3.0,0.26,1.0,10.0,20.0,0.3599999999999994,0
7.31,46.5,1.35,29.0,2.0,1.0,7.236000000000001,668.4599999999999,4.300000000000001,26.0,9.0,3.0,0.26,1.0,10.0,20.0,0.3599999999999994,0
0.534,30.0,1.15,33.0,2.0,5.0,4.056,751.0725,4.0,34.0,5.0,6.0,0.5400000000000003,3.0,0.0,0.0,0.4599999999999999,1
0.534,205.0,1.85,58.0,2.0,2.0,5.045999999999999,822.5125,0.8000000000000016,36.0,20.0,6.0,0.5199999999999998,0.0,1.0,1.0,1.7399999999999998,0
0.534,65.0,1.55,49.0,2.0,3.0,5.585999999999999,786.0725,4.4,36.0,11.0,6.0,0.1400000000000001,1.0,10.0,10.0,1.7399999999999998,1
0.534,54.0,1.35,77.0,2.0,2.0,20.876,775.0725,4.200000000000001,30.0,39.0,6.0,0.5600000000000003,0.0,7.0,7.0,0.5600000000000005,1
0.534,215.0,1.95,57.0,2.0,2.0,4.426,870.9125,1.8000000000000007,36.0,19.0,6.0,0.5399999999999998,0.0,1.0,1.0,1.7399999999999998,0
0.534,87.0,1.45,42.0,2.0,1.0,8.475999999999999,633.1125000000001,1.099999999999998,33.0,4.0,6.0,0.5200000000000002,1.0,5.0,55.0,0.94,0
0.534,208.0,1.85,60.0,2.0,2.0,5.286,825.5125,0.8000000000000016,36.0,22.0,6.0,0.5,0.0,0.0,0.0,1.7399999999999998,0
0.534,216.0,1.85,59.0,2.0,2.0,5.045999999999999,762.1125000000001,0.6999999999999975,36.0,21.0,6.0,0.51,0.0,0.0,60.0,1.7399999999999998,0
0.534,66.0,1.35,45.0,2.0,1.0,10.676,787.0725,4.200000000000001,30.0,7.0,6.0,0.6399999999999999,1.0,8.0,8.0,0.54,1
0.534,72.0,1.3,44.0,2.0,1.0,10.676,793.0725,4.15,31.0,6.0,6.0,0.5600000000000003,1.0,7.0,7.0,0.3399999999999998,1
0.534,43.0,1.45,51.0,2.0,5.0,4.966,660.5125,0.4000000000000012,34.0,13.0,6.0,0.4099999999999999,3.0,10.0,10.0,0.0099999999999997,0
0.534,43.0,1.45,51.0,2.0,5.0,4.966,698.9125,1.3000000000000007,34.0,13.0,6.0,0.4099999999999999,3.0,10.0,10.0,0.0099999999999997,0
0.534,43.0,1.45,51.0,2.0,5.0,4.966,589.1125000000001,1.099999999999998,34.0,13.0,6.0,0.4099999999999999,3.0,10.0,50.0,0.0099999999999997,0
0.534,74.0,1.45,73.0,2.0,2.0,14.976,691.5125,0.4000000000000012,34.0,35.0,6.0,0.1399999999999999,0.0,3.0,3.0,0.7299999999999995,0
0.534,50.0,1.9,81.0,2.0,3.0,10.176,771.0725,4.75,36.0,43.0,6.0,0.4000000000000001,1.0,10.0,10.0,1.6399999999999997,1
7.44,55.0,1.6,47.0,2.0,1.0,8.776,679.9599999999999,4.4,22.0,9.0,4.0,0.29,1.0,10.0,15.0,0.3999999999999994,1
0.971,30.0,1.15,33.0,2.0,5.0,4.056,749.6599999999999,4.35,34.0,5.0,5.0,0.5400000000000003,3.0,0.0,0.0,0.4599999999999999,1
0.971,48.0,1.6,83.0,2.0,5.0,8.086,592.6999999999999,0.5999999999999979,34.0,45.0,5.0,0.3800000000000001,3.0,10.0,50.0,0.1499999999999994,0
0.971,150.0,1.75,68.0,2.0,2.0,7.346,804.4999999999999,1.95,36.0,30.0,5.0,0.3999999999999999,0.0,0.0,0.0,1.7399999999999998,0
0.971,65.0,1.55,49.0,2.0,3.0,5.585999999999999,784.6599999999999,4.75,36.0,11.0,5.0,0.1400000000000001,1.0,10.0,10.0,1.7399999999999998,1
0.971,87.0,1.45,42.0,2.0,1.0,8.475999999999999,703.0999999999999,0.7500000000000009,33.0,4.0,5.0,0.5200000000000002,1.0,5.0,5.0,0.94,0
0.971,87.0,1.45,42.0,2.0,1.0,8.475999999999999,631.6999999999999,0.7499999999999982,33.0,4.0,5.0,0.5200000000000002,1.0,5.0,55.0,0.94,0
0.971,98.0,1.45,41.0,2.0,1.0,6.846,817.6599999999999,4.65,34.0,3.0,5.0,0.0399999999999998,1.0,4.0,4.0,0.8399999999999999,0
0.971,49.0,1.35,28.0,2.0,2.0,7.186,768.6599999999999,4.550000000000001,29.0,10.0,5.0,0.27,0.0,8.0,8.0,0.4399999999999995,1
0.971,26.14,1.4,46.0,2.0,0.0,10.276,745.7999999999998,4.6,29.0,8.0,5.0,0.5600000000000003,2.0,10.0,10.0,0.3899999999999997,1
0.971,97.0,1.6,21.0,2.0,2.0,1.2660000000000002,751.4999999999999,1.8000000000000007,36.0,17.0,5.0,0.2799999999999998,0.0,1.0,1.0,1.5,1
0.971,74.0,1.45,73.0,2.0,2.0,14.976,618.6999999999999,0.7499999999999982,34.0,35.0,5.0,0.1399999999999999,0.0,3.0,57.0,0.7299999999999995,0
0.971,162.0,1.8,39.0,2.0,2.0,2.746,816.4999999999999,2.0,36.0,1.0,5.0,0.4199999999999999,0.0,1.0,1.0,1.65,0
8.57,55.0,1.6,47.0,2.0,1.0,8.776,709.9599999999999,4.450000000000001,24.0,9.0,3.0,0.29,1.0,10.0,14.0,0.3999999999999994,0
6.77,55.0,1.6,47.0,2.0,1.0,8.776,827.9599999999999,4.85,26.0,9.0,2.0,0.29,1.0,10.0,10.0,0.3999999999999994,0
6.77,55.0,1.6,47.0,2.0,1.0,8.776,653.0,0.5499999999999989,26.0,9.0,2.0,0.29,1.0,10.0,50.0,0.3999999999999994,0
1.53,57.8,1.25,13.0,2.0,3.0,0.9760000000000002,831.0,1.1000000000000003,36.0,25.0,3.0,0.0299999999999998,1.0,0.0,0.0,1.61,0
1.53,30.0,1.15,33.0,2.0,5.0,4.056,731.8000000000001,0.4999999999999982,34.0,5.0,3.0,0.5400000000000003,3.0,0.0,60.0,0.4599999999999999,0
1.53,36.0,1.35,79.0,2.0,1.0,17.576,809.2,1.2000000000000002,28.0,41.0,3.0,0.9000000000000001,1.0,10.0,10.0,0.9299999999999996,0
1.53,36.0,1.35,79.0,2.0,1.0,17.576,847.6,2.1,28.0,41.0,3.0,0.9000000000000001,1.0,10.0,10.0,0.9299999999999996,0
1.53,205.0,1.85,58.0,2.0,2.0,5.045999999999999,906.8,0.200000000000001,36.0,20.0,3.0,0.5199999999999998,0.0,1.0,59.0,1.7399999999999998,0
1.53,150.0,1.75,68.0,2.0,2.0,7.346,961.6,2.5,36.0,30.0,3.0,0.3999999999999999,0.0,0.0,0.0,1.7399999999999998,0
1.53,54.0,1.35,77.0,2.0,2.0,20.876,930.76,5.1,30.0,39.0,3.0,0.5600000000000003,0.0,7.0,7.0,0.5600000000000005,0
1.53,87.0,1.45,42.0,2.0,1.0,8.475999999999999,898.6,2.1999999999999997,33.0,4.0,3.0,0.5200000000000002,1.0,5.0,5.0,0.94,0
1.53,98.0,1.45,41.0,2.0,1.0,6.846,974.76,5.199999999999999,34.0,3.0,3.0,0.0399999999999998,1.0,4.0,4.0,0.8399999999999999,0
1.53,208.0,1.85,60.0,2.0,2.0,5.286,1084.76,5.6,36.0,22.0,3.0,0.5,0.0,0.0,0.0,1.7399999999999998,0
1.53,66.0,1.35,45.0,2.0,1.0,10.676,942.76,5.1,30.0,7.0,3.0,0.6399999999999999,1.0,8.0,8.0,0.54,0
1.53,72.0,1.3,44.0,2.0,1.0,10.676,948.76,5.050000000000001,31.0,6.0,3.0,0.5600000000000003,1.0,7.0,7.0,0.3399999999999998,0
1.53,43.0,1.45,51.0,2.0,5.0,4.966,919.76,5.199999999999999,34.0,13.0,3.0,0.4099999999999999,3.0,10.0,10.0,0.0099999999999997,0
1.53,74.0,1.45,73.0,2.0,2.0,14.976,885.6,2.1999999999999997,34.0,35.0,3.0,0.1399999999999999,0.0,3.0,3.0,0.7299999999999995,0
1.53,74.0,1.45,73.0,2.0,2.0,14.976,950.76,5.199999999999999,34.0,35.0,3.0,0.1399999999999999,0.0,3.0,3.0,0.7299999999999995,0
1.53,50.0,1.9,81.0,2.0,3.0,10.176,926.76,5.65,36.0,43.0,3.0,0.4000000000000001,1.0,10.0,10.0,1.6399999999999997,0
2.99,33.91,1.5,80.0,2.0,2.0,11.776,512.91,0.8999999999999986,25.0,42.0,4.0,0.3600000000000001,0.0,10.0,49.0,0.0700000000000002,0
2.99,65.0,1.55,49.0,2.0,3.0,5.585999999999999,615.4,0.6500000000000004,34.0,11.0,4.0,0.1400000000000001,1.0,10.0,11.0,1.7399999999999998,0
2.99,65.0,1.55,49.0,2.0,3.0,5.585999999999999,718.9599999999999,4.55,34.0,11.0,4.0,0.1400000000000001,1.0,10.0,11.0,1.7399999999999998,0
7.52,46.5,1.35,29.0,2.0,1.0,7.236000000000001,730.3,1.5999999999999996,26.0,9.0,2.0,0.26,1.0,10.0,10.0,0.3599999999999994,0
