B_Density,C_dipole Polarizability,C_atomic Radius,C_number,A_number of s+p Electrons,C_number of s+p Electrons,A-C_Density,(A+B+C)-X_dipole Polarizability,(A+B+C)-X_atomic Radius,(A+B+C)-X_number of Valence Electrons,A-C_number,A-B_Period,A-C_Electronegativity,A-C_number of s+p Electrons,A-C_number of d Electrons,(A+B+C)-X_number of d Electrons,A-C_Mulliken EN,target
0.534,208.0,1.85,60.0,2.0,2.0,3.27,1086.3125,2.5,36.0,50.0,10.0,0.4400000000000001,0.0,0.0,0.0,1.2600000000000002,1
0.534,74.0,1.45,73.0,2.0,2.0,12.96,913.9125,1.2000000000000002,34.0,37.0,10.0,0.08,0.0,3.0,3.0,0.25,0
0.971,57.8,1.25,13.0,2.0,3.0,1.04,934.7,2.25,36.0,97.0,9.0,0.03,1.0,0.0,0.0,1.1300000000000003,0
0.971,36.0,1.35,79.0,2.0,1.0,15.56,912.9,2.35,28.0,31.0,9.0,0.96,1.0,10.0,10.0,1.4099999999999993,0
0.971,48.0,1.6,83.0,2.0,5.0,6.07,886.5,1.7000000000000002,34.0,27.0,9.0,0.4399999999999999,3.0,10.0,10.0,0.33,1
0.971,48.0,1.6,83.0,2.0,5.0,6.07,815.1,0.200000000000001,34.0,27.0,9.0,0.4399999999999999,3.0,10.0,50.0,0.33,0
0.971,205.0,1.85,58.0,2.0,2.0,3.03,1081.9,2.85,36.0,52.0,9.0,0.4599999999999999,0.0,1.0,1.0,1.2600000000000002,1
0.971,83.0,1.4,24.0,2.0,1.0,3.41,959.9,2.4000000000000004,33.0,86.0,9.0,0.0799999999999998,1.0,5.0,5.0,0.6400000000000001,1
0.971,163.0,1.75,66.0,2.0,2.0,4.8100000000000005,1039.9,2.75,36.0,44.0,9.0,0.3600000000000001,0.0,0.0,0.0,1.2600000000000002,1
0.971,50.0,1.3,31.0,2.0,3.0,2.17,992.06,5.300000000000001,36.0,79.0,9.0,0.2299999999999999,1.0,0.0,0.0,1.16,1
0.971,87.0,1.45,42.0,2.0,1.0,6.459999999999999,854.1,0.0500000000000007,33.0,68.0,9.0,0.5800000000000001,1.0,5.0,55.0,0.4600000000000004,0
0.971,208.0,1.85,60.0,2.0,2.0,3.27,1150.06,5.85,36.0,50.0,9.0,0.4400000000000001,0.0,0.0,0.0,1.2600000000000002,1
0.971,216.0,1.85,59.0,2.0,2.0,3.03,1158.06,5.85,36.0,51.0,9.0,0.4500000000000002,0.0,0.0,0.0,1.2600000000000002,1
0.971,43.0,1.45,51.0,2.0,5.0,2.95,881.5,1.5499999999999998,34.0,59.0,9.0,0.4699999999999997,3.0,10.0,10.0,0.4899999999999993,1
0.971,43.0,1.45,51.0,2.0,5.0,2.95,919.9,2.4499999999999997,34.0,59.0,9.0,0.4699999999999997,3.0,10.0,10.0,0.4899999999999993,1
0.971,97.0,1.6,21.0,2.0,2.0,0.75,973.9,2.6,36.0,89.0,9.0,0.2199999999999999,0.0,1.0,1.0,1.0200000000000005,1
0.971,50.0,1.9,81.0,2.0,3.0,8.16,992.06,5.9,36.0,29.0,9.0,0.4599999999999999,1.0,10.0,10.0,1.16,1
6.77,55.0,1.6,47.0,2.0,1.0,6.76,985.2,2.6500000000000004,26.0,63.0,6.0,0.3499999999999998,1.0,10.0,10.0,0.08,1
6.77,55.0,1.6,47.0,2.0,1.0,6.76,1050.36,5.65,26.0,63.0,6.0,0.3499999999999998,1.0,10.0,10.0,0.08,1
1.53,57.8,1.25,13.0,2.0,3.0,1.04,1091.8,2.8000000000000007,36.0,97.0,7.0,0.03,1.0,0.0,0.0,1.1300000000000003,0
1.53,36.0,1.35,79.0,2.0,1.0,15.56,1135.16,5.9,28.0,31.0,7.0,0.96,1.0,10.0,10.0,1.4099999999999993,0
1.53,50.0,1.3,31.0,2.0,3.0,2.17,1149.16,5.850000000000001,36.0,79.0,7.0,0.2299999999999999,1.0,0.0,0.0,1.16,1
1.53,65.0,1.55,49.0,2.0,3.0,3.5699999999999994,1099.0,3.1000000000000014,36.0,61.0,7.0,0.1999999999999999,1.0,10.0,10.0,1.2600000000000002,1
1.53,98.0,1.45,41.0,2.0,1.0,4.83,1197.16,6.0,34.0,69.0,7.0,0.02,1.0,4.0,4.0,0.3600000000000003,0
1.53,26.14,1.4,46.0,2.0,0.0,8.26,1125.3,5.950000000000001,29.0,64.0,7.0,0.6200000000000001,2.0,10.0,10.0,0.0899999999999998,0
1.53,72.0,1.3,44.0,2.0,1.0,8.66,1171.16,5.850000000000001,31.0,66.0,7.0,0.6200000000000001,1.0,7.0,7.0,0.1399999999999996,1
1.53,97.0,1.6,21.0,2.0,2.0,0.75,1131.0,3.1500000000000004,36.0,89.0,7.0,0.2199999999999999,0.0,1.0,1.0,1.0200000000000005,1
1.53,97.0,1.6,21.0,2.0,2.0,0.75,1196.16,6.15,36.0,89.0,7.0,0.2199999999999999,0.0,1.0,1.0,1.0200000000000005,1
1.53,74.0,1.45,73.0,2.0,2.0,12.96,1173.16,6.0,34.0,37.0,7.0,0.08,0.0,3.0,3.0,0.25,0
1.53,50.0,1.9,81.0,2.0,3.0,8.16,974.2,1.0500000000000025,36.0,29.0,7.0,0.4599999999999999,1.0,10.0,50.0,1.16,0
1.53,144.0,1.75,69.0,2.0,2.0,5.58,1178.0,3.3000000000000007,36.0,41.0,7.0,0.33,0.0,0.0,0.0,1.2600000000000002,1
2.99,55.0,1.6,47.0,2.0,1.0,6.76,866.1999999999999,2.4000000000000004,26.0,63.0,8.0,0.3499999999999998,1.0,10.0,11.0,0.08,1
2.99,65.0,1.55,49.0,2.0,3.0,3.5699999999999994,766.4,0.0499999999999971,34.0,61.0,8.0,0.1999999999999999,1.0,10.0,49.0,1.2600000000000002,0
7.52,55.0,1.6,47.0,2.0,1.0,6.76,961.2,2.6500000000000004,26.0,63.0,6.0,0.3499999999999998,1.0,10.0,10.0,0.08,1
11.9,30.0,1.15,33.0,2.0,5.0,2.04,684.4,0.1499999999999985,32.0,77.0,6.0,0.6000000000000001,3.0,0.0,50.0,0.9399999999999996,1
11.9,36.0,1.35,79.0,2.0,1.0,15.56,761.8,1.5499999999999998,26.0,31.0,6.0,0.96,1.0,10.0,20.0,1.4099999999999993,0
11.9,48.0,1.6,83.0,2.0,5.0,6.07,773.8,1.7999999999999998,32.0,27.0,6.0,0.4399999999999999,3.0,10.0,20.0,0.33,1
11.9,48.0,1.6,83.0,2.0,5.0,6.07,812.1999999999999,2.6999999999999997,32.0,27.0,6.0,0.4399999999999999,3.0,10.0,20.0,0.33,1
11.9,46.5,1.35,29.0,2.0,1.0,5.220000000000001,810.6999999999999,2.4499999999999997,26.0,81.0,6.0,0.3199999999999998,1.0,10.0,20.0,0.1200000000000001,1
11.9,62.0,1.4,26.0,2.0,2.0,4.13,891.3599999999999,5.5,29.0,84.0,6.0,0.25,0.0,6.0,16.0,0.3000000000000007,1
11.9,26.14,1.4,46.0,2.0,0.0,8.26,855.4999999999999,5.5,27.0,64.0,6.0,0.6200000000000001,2.0,10.0,20.0,0.0899999999999998,0
11.9,43.0,1.45,51.0,2.0,5.0,2.95,768.8,1.6499999999999997,32.0,59.0,6.0,0.4699999999999997,3.0,10.0,20.0,0.4899999999999993,1
9.32,55.0,1.6,47.0,2.0,1.0,6.76,913.2,2.5500000000000007,26.0,63.0,6.0,0.3499999999999998,1.0,10.0,10.0,0.08,1
6.11,55.0,1.6,47.0,2.0,1.0,6.76,921.36,5.15,24.0,63.0,8.0,0.3499999999999998,1.0,10.0,13.0,0.08,0
4.47,55.0,1.6,47.0,2.0,1.0,6.76,996.36,5.6,26.0,63.0,7.0,0.3499999999999998,1.0,10.0,11.0,0.08,1
4.47,46.5,1.35,29.0,2.0,1.0,5.220000000000001,884.3,1.4500000000000002,26.0,81.0,7.0,0.3199999999999998,1.0,10.0,11.0,0.1200000000000001,0
4.47,46.5,1.35,29.0,2.0,1.0,5.220000000000001,987.86,5.35,26.0,81.0,7.0,0.3199999999999998,1.0,10.0,11.0,0.1200000000000001,0
4.47,46.5,1.35,29.0,2.0,1.0,5.220000000000001,812.9,0.0499999999999989,26.0,81.0,7.0,0.3199999999999998,1.0,10.0,49.0,0.1200000000000001,0
4.47,33.91,1.5,80.0,2.0,2.0,9.76,871.7099999999999,1.6000000000000003,25.0,30.0,7.0,0.4199999999999999,0.0,10.0,11.0,0.5499999999999998,0
4.47,65.0,1.55,49.0,2.0,3.0,3.5699999999999994,902.8,1.6500000000000012,34.0,61.0,7.0,0.1999999999999999,1.0,10.0,11.0,1.2600000000000002,1
10.5,54.0,1.35,77.0,2.0,2.0,20.876,665.9599999999999,4.35,20.0,39.0,3.0,0.5600000000000003,0.0,7.0,17.0,0.5600000000000005,0
10.5,87.0,1.45,42.0,2.0,1.0,8.475999999999999,524.0,0.9499999999999984,23.0,4.0,3.0,0.5200000000000002,1.0,5.0,45.0,0.94,0
10.5,66.0,1.35,45.0,2.0,1.0,10.676,677.9599999999999,4.35,20.0,7.0,3.0,0.6399999999999999,1.0,8.0,18.0,0.54,1
10.5,43.0,1.45,51.0,2.0,5.0,4.966,589.8,1.4500000000000002,24.0,13.0,3.0,0.4099999999999999,3.0,10.0,20.0,0.0099999999999997,0
10.5,43.0,1.45,51.0,2.0,5.0,4.966,654.9599999999999,4.45,24.0,13.0,3.0,0.4099999999999999,3.0,10.0,20.0,0.0099999999999997,0
8.96,48.0,1.6,83.0,2.0,5.0,8.086,547.9,0.4500000000000002,24.0,45.0,4.0,0.3800000000000001,3.0,10.0,20.0,0.1499999999999994,0
8.96,43.0,1.45,51.0,2.0,5.0,4.966,581.3,1.2000000000000002,24.0,13.0,4.0,0.4099999999999999,3.0,10.0,20.0,0.0099999999999997,0
8.96,43.0,1.45,51.0,2.0,5.0,4.966,646.4599999999999,4.2,24.0,13.0,4.0,0.4099999999999999,3.0,10.0,20.0,0.0099999999999997,0
8.55,55.0,1.6,47.0,2.0,1.0,8.776,709.8,1.75,26.0,9.0,2.0,0.29,1.0,10.0,10.0,0.3999999999999994,0
5.24,55.0,1.6,47.0,2.0,1.0,8.776,730.8,1.85,26.0,9.0,2.0,0.29,1.0,10.0,10.0,0.3999999999999994,1
13.5,48.0,1.6,83.0,2.0,5.0,8.086,535.31,0.6000000000000005,23.0,45.0,2.0,0.3800000000000001,3.0,10.0,20.0,0.1499999999999994,0
13.5,43.0,1.45,51.0,2.0,5.0,4.966,568.7099999999999,1.3500000000000003,23.0,13.0,2.0,0.4099999999999999,3.0,10.0,20.0,0.0099999999999997,0
7.31,55.0,1.6,47.0,2.0,1.0,8.776,573.4,0.6500000000000012,26.0,9.0,3.0,0.29,1.0,10.0,20.0,0.3999999999999994,0
6.15,46.5,1.35,29.0,2.0,1.0,7.236000000000001,753.3,1.700000000000001,26.0,9.0,2.0,0.26,1.0,10.0,11.0,0.3599999999999994,0
0.534,36.0,1.35,79.0,2.0,1.0,17.576,691.9125,1.200000000000001,28.0,41.0,6.0,0.9000000000000001,1.0,10.0,10.0,0.9299999999999996,0
0.534,48.0,1.6,83.0,2.0,5.0,8.086,665.5125,0.5500000000000016,34.0,45.0,6.0,0.3800000000000001,3.0,10.0,10.0,0.1499999999999994,0
0.534,205.0,1.85,58.0,2.0,2.0,5.045999999999999,926.0725,4.700000000000001,36.0,20.0,6.0,0.5199999999999998,0.0,1.0,1.0,1.7399999999999998,0
0.534,62.0,1.4,26.0,2.0,2.0,6.146,783.0725,4.25,31.0,12.0,6.0,0.1900000000000001,0.0,6.0,6.0,0.7800000000000002,1
0.534,137.0,1.75,71.0,2.0,2.0,8.116,792.9125,1.6000000000000003,36.0,33.0,6.0,0.3699999999999999,0.0,1.0,1.0,1.7399999999999998,1
0.534,87.0,1.45,42.0,2.0,1.0,8.475999999999999,808.0725,4.300000000000001,33.0,4.0,6.0,0.5200000000000002,1.0,5.0,5.0,0.94,1
0.534,98.0,1.45,41.0,2.0,1.0,6.846,819.0725,4.300000000000001,34.0,3.0,6.0,0.0399999999999998,1.0,4.0,4.0,0.8399999999999999,0
0.534,208.0,1.85,60.0,2.0,2.0,5.286,754.1125000000001,0.6999999999999975,36.0,22.0,6.0,0.5,0.0,0.0,60.0,1.7399999999999998,0
0.534,26.14,1.4,46.0,2.0,0.0,10.276,747.2125,4.25,29.0,8.0,6.0,0.5600000000000003,2.0,10.0,10.0,0.3899999999999997,0
0.534,97.0,1.6,21.0,2.0,2.0,1.2660000000000002,752.9125,1.450000000000001,36.0,17.0,6.0,0.2799999999999998,0.0,1.0,1.0,1.5,1
0.534,74.0,1.45,73.0,2.0,2.0,14.976,729.9125,1.3000000000000007,34.0,35.0,6.0,0.1399999999999999,0.0,3.0,3.0,0.7299999999999995,0
0.534,50.0,1.9,81.0,2.0,3.0,10.176,667.5125,0.8500000000000005,36.0,43.0,6.0,0.4000000000000001,1.0,10.0,10.0,1.6399999999999997,0
0.534,162.0,1.8,39.0,2.0,2.0,2.746,817.9125,1.6500000000000004,36.0,1.0,6.0,0.4199999999999999,0.0,1.0,1.0,1.65,0
0.534,162.0,1.8,39.0,2.0,2.0,2.746,883.0725,4.65,36.0,1.0,6.0,0.4199999999999999,0.0,1.0,1.0,1.65,0
0.971,57.8,1.25,13.0,2.0,3.0,0.9760000000000002,712.2999999999998,1.4500000000000002,36.0,25.0,5.0,0.0299999999999998,1.0,0.0,0.0,1.61,0
0.971,62.0,1.4,26.0,2.0,2.0,6.146,781.6599999999999,4.6,31.0,12.0,5.0,0.1900000000000001,0.0,6.0,6.0,0.7800000000000002,1
0.971,50.0,1.3,31.0,2.0,3.0,4.186,666.0999999999999,0.6000000000000005,36.0,7.0,5.0,0.1700000000000001,1.0,0.0,0.0,1.6399999999999997,0
0.971,50.0,1.3,31.0,2.0,3.0,4.186,769.6599999999999,4.5,36.0,7.0,5.0,0.1700000000000001,1.0,0.0,0.0,1.6399999999999997,1
0.971,65.0,1.55,49.0,2.0,3.0,5.585999999999999,681.0999999999999,0.8500000000000005,36.0,11.0,5.0,0.1400000000000001,1.0,10.0,10.0,1.7399999999999998,0
0.971,65.0,1.55,49.0,2.0,3.0,5.585999999999999,719.4999999999999,1.75,36.0,11.0,5.0,0.1400000000000001,1.0,10.0,10.0,1.7399999999999998,0
0.971,208.0,1.85,60.0,2.0,2.0,5.286,824.0999999999999,1.1500000000000012,36.0,22.0,5.0,0.5,0.0,0.0,0.0,1.7399999999999998,0
0.971,208.0,1.85,60.0,2.0,2.0,5.286,927.66,5.050000000000001,36.0,22.0,5.0,0.5,0.0,0.0,0.0,1.7399999999999998,0
0.971,208.0,1.85,60.0,2.0,2.0,5.286,752.6999999999999,0.3499999999999978,36.0,22.0,5.0,0.5,0.0,0.0,60.0,1.7399999999999998,0
0.971,216.0,1.85,59.0,2.0,2.0,5.045999999999999,760.6999999999999,0.3499999999999978,36.0,21.0,5.0,0.51,0.0,0.0,60.0,1.7399999999999998,0
0.971,97.0,1.6,21.0,2.0,2.0,1.2660000000000002,713.0999999999999,0.9000000000000012,36.0,17.0,5.0,0.2799999999999998,0.0,1.0,1.0,1.5,1
0.971,100.0,1.4,22.0,2.0,2.0,2.816,819.6599999999999,4.6,35.0,16.0,5.0,0.0999999999999998,0.0,2.0,2.0,1.3899999999999997,1
0.971,50.0,1.9,81.0,2.0,3.0,10.176,594.6999999999999,0.2999999999999989,36.0,43.0,5.0,0.4000000000000001,1.0,10.0,50.0,1.6399999999999997,0
8.91,33.91,1.5,80.0,2.0,2.0,11.776,639.8699999999999,4.25,18.0,42.0,4.0,0.3600000000000001,0.0,10.0,18.0,0.0700000000000002,1
6.77,46.5,1.35,29.0,2.0,1.0,7.236000000000001,715.9,0.7000000000000002,26.0,9.0,2.0,0.26,1.0,10.0,10.0,0.3599999999999994,0
1.53,30.0,1.15,33.0,2.0,5.0,4.056,803.2,1.0000000000000009,34.0,5.0,3.0,0.5400000000000003,3.0,0.0,0.0,0.4599999999999999,0
1.53,30.0,1.15,33.0,2.0,5.0,4.056,906.76,4.9,34.0,5.0,3.0,0.5400000000000003,3.0,0.0,0.0,0.4599999999999999,0
1.53,36.0,1.35,79.0,2.0,1.0,17.576,912.76,5.1,28.0,41.0,3.0,0.9000000000000001,1.0,10.0,10.0,0.9299999999999996,0
1.53,83.0,1.4,24.0,2.0,1.0,5.426,959.76,5.15,33.0,14.0,3.0,0.02,1.0,5.0,5.0,1.1199999999999997,0
1.53,163.0,1.75,66.0,2.0,2.0,6.8260000000000005,974.6,2.5,36.0,28.0,3.0,0.4199999999999999,0.0,0.0,0.0,1.7399999999999998,0
1.53,50.0,1.3,31.0,2.0,3.0,4.186,823.2,1.1500000000000012,36.0,7.0,3.0,0.1700000000000001,1.0,0.0,0.0,1.6399999999999997,0
1.53,65.0,1.55,49.0,2.0,3.0,5.585999999999999,941.76,5.300000000000001,36.0,11.0,3.0,0.1400000000000001,1.0,10.0,10.0,1.7399999999999998,0
1.53,208.0,1.85,60.0,2.0,2.0,5.286,909.8,0.200000000000001,36.0,22.0,3.0,0.5,0.0,0.0,60.0,1.7399999999999998,0
1.53,43.0,1.45,51.0,2.0,5.0,4.966,816.2,1.2999999999999998,34.0,13.0,3.0,0.4099999999999999,3.0,10.0,10.0,0.0099999999999997,0
1.53,43.0,1.45,51.0,2.0,5.0,4.966,854.6,2.1999999999999997,34.0,13.0,3.0,0.4099999999999999,3.0,10.0,10.0,0.0099999999999997,0
1.53,43.0,1.45,51.0,2.0,5.0,4.966,744.8000000000001,0.1999999999999993,34.0,13.0,3.0,0.4099999999999999,3.0,10.0,50.0,0.0099999999999997,0
1.53,97.0,1.6,21.0,2.0,2.0,1.2660000000000002,870.2,1.4500000000000002,36.0,17.0,3.0,0.2799999999999998,0.0,1.0,1.0,1.5,0
1.53,74.0,1.45,73.0,2.0,2.0,14.976,847.2,1.2999999999999998,34.0,35.0,3.0,0.1399999999999999,0.0,3.0,3.0,0.7299999999999995,0
1.53,74.0,1.45,73.0,2.0,2.0,14.976,775.8000000000001,0.1999999999999993,34.0,35.0,3.0,0.1399999999999999,0.0,3.0,57.0,0.7299999999999995,0
1.53,50.0,1.9,81.0,2.0,3.0,10.176,823.2,1.7500000000000009,36.0,43.0,3.0,0.4000000000000001,1.0,10.0,10.0,1.6399999999999997,0
1.53,162.0,1.8,39.0,2.0,2.0,2.746,973.6,2.5500000000000007,36.0,1.0,3.0,0.4199999999999999,0.0,1.0,1.0,1.65,0
1.53,162.0,1.8,39.0,2.0,2.0,2.746,1038.76,5.550000000000001,36.0,1.0,3.0,0.4199999999999999,0.0,1.0,1.0,1.65,0
2.99,33.91,1.5,80.0,2.0,2.0,11.776,584.31,0.6000000000000005,25.0,42.0,4.0,0.3600000000000001,0.0,10.0,11.0,0.0700000000000002,0
2.99,33.91,1.5,80.0,2.0,2.0,11.776,687.8699999999999,4.5,25.0,42.0,4.0,0.3600000000000001,0.0,10.0,11.0,0.0700000000000002,0
4.54,46.5,1.35,29.0,2.0,1.0,7.236000000000001,703.4599999999999,4.15,25.0,9.0,4.0,0.26,1.0,10.0,12.0,0.3599999999999994,0
11.9,55.0,1.6,47.0,2.0,1.0,8.776,596.8,1.9000000000000004,26.0,9.0,2.0,0.29,1.0,10.0,20.0,0.3999999999999994,1
11.9,36.0,1.35,79.0,2.0,1.0,17.576,539.4,0.7500000000000009,26.0,41.0,2.0,0.9000000000000001,1.0,10.0,20.0,0.9299999999999996,0
11.9,48.0,1.6,83.0,2.0,5.0,8.086,654.9599999999999,4.9,32.0,45.0,2.0,0.3800000000000001,3.0,10.0,20.0,0.1499999999999994,0
11.9,46.5,1.35,29.0,2.0,1.0,7.236000000000001,549.9,0.7500000000000009,26.0,9.0,2.0,0.26,1.0,10.0,20.0,0.3599999999999994,0
11.9,65.0,1.55,49.0,2.0,3.0,5.585999999999999,497.0,0.549999999999998,34.0,11.0,2.0,0.1400000000000001,1.0,10.0,40.0,1.7399999999999998,0
11.9,49.0,1.35,28.0,2.0,2.0,7.186,655.9599999999999,4.65,27.0,10.0,2.0,0.27,0.0,8.0,18.0,0.4399999999999995,0
11.9,43.0,1.45,51.0,2.0,5.0,4.966,584.8,1.7500000000000009,32.0,13.0,2.0,0.4099999999999999,3.0,10.0,20.0,0.0099999999999997,0
9.32,46.5,1.35,29.0,2.0,1.0,7.236000000000001,682.3,1.5,26.0,9.0,2.0,0.26,1.0,10.0,10.0,0.3599999999999994,0
6.11,55.0,1.6,47.0,2.0,1.0,8.776,698.9599999999999,4.35,24.0,9.0,4.0,0.29,1.0,10.0,13.0,0.3999999999999994,0
4.47,55.0,1.6,47.0,2.0,1.0,8.776,599.0,0.5999999999999979,26.0,9.0,3.0,0.29,1.0,10.0,49.0,0.3999999999999994,0
4.47,46.5,1.35,29.0,2.0,1.0,7.236000000000001,661.9,0.6500000000000012,26.0,9.0,3.0,0.26,1.0,10.0,11.0,0.3599999999999994,0
4.47,46.5,1.35,29.0,2.0,1.0,7.236000000000001,765.4599999999999,4.550000000000001,26.0,9.0,3.0,0.26,1.0,10.0,11.0,0.3599999999999994,0
4.47,33.91,1.5,80.0,2.0,2.0,11.776,649.31,0.8000000000000007,25.0,42.0,3.0,0.3600000000000001,0.0,10.0,11.0,0.0700000000000002,0
7.31,46.5,1.35,29.0,2.0,1.0,7.892000000000001,352.125,0.1999999999999993,26.0,23.0,1.0,0.06,1.0,10.0,20.0,1.5399999999999991,0
10.5,66.0,1.35,45.0,2.0,1.0,10.458,423.96,3.5500000000000007,20.0,23.0,1.0,0.4199999999999997,1.0,8.0,18.0,1.4000000000000004,0
10.5,72.0,1.3,44.0,2.0,1.0,10.458,429.96,3.5,21.0,22.0,1.0,0.3400000000000001,1.0,7.0,17.0,1.2000000000000002,0
7.15,55.0,1.6,47.0,2.0,1.0,8.558,440.96,3.6,23.0,25.0,2.0,0.0699999999999998,1.0,10.0,15.0,1.2599999999999998,0
8.96,87.0,1.45,42.0,2.0,1.0,8.258,436.46,3.4000000000000004,23.0,20.0,2.0,0.3,1.0,5.0,15.0,1.8000000000000005,0
8.96,26.14,1.4,46.0,2.0,0.0,10.058,375.6,3.35,19.0,24.0,2.0,0.3400000000000001,2.0,10.0,20.0,1.25,0
