B_Density,C_dipole Polarizability,C_atomic Radius,C_number,A_number of s+p Electrons,C_number of s+p Electrons,A-C_Density,(A+B+C)-X_dipole Polarizability,(A+B+C)-X_atomic Radius,(A+B+C)-X_number of Valence Electrons,A-C_number,A-B_Period,A-C_Electronegativity,A-C_number of s+p Electrons,A-C_number of d Electrons,(A+B+C)-X_number of d Electrons,A-C_Mulliken EN,target
8.96,43.0,1.45,51.0,2.0,5.0,4.748,327.29999999999995,0.4000000000000003,24.0,29.0,2.0,0.1899999999999997,3.0,10.0,20.0,0.8500000000000005,0
13.5,30.0,1.15,33.0,2.0,5.0,3.838,366.87,3.25,23.0,11.0,0.0,0.32,3.0,0.0,10.0,0.4000000000000003,0
13.5,87.0,1.45,42.0,2.0,1.0,8.258,423.87,3.55,22.0,20.0,0.0,0.3,1.0,5.0,15.0,1.8000000000000005,0
13.5,66.0,1.35,45.0,2.0,1.0,10.458,402.87,3.4499999999999997,19.0,23.0,0.0,0.4199999999999997,1.0,8.0,18.0,1.4000000000000004,0
13.5,43.0,1.45,51.0,2.0,5.0,4.748,379.87,3.55,23.0,29.0,0.0,0.1899999999999997,3.0,10.0,20.0,0.8500000000000005,0
7.31,55.0,1.6,47.0,2.0,1.0,8.558,319.4,0.1499999999999994,26.0,25.0,1.0,0.0699999999999998,1.0,10.0,20.0,1.2599999999999998,0
0.534,48.0,1.6,83.0,2.0,5.0,7.868,411.5125000000001,0.2499999999999991,34.0,61.0,4.0,0.1599999999999999,3.0,10.0,10.0,1.0099999999999998,0
0.534,163.0,1.75,66.0,2.0,2.0,6.6080000000000005,564.9125,0.7999999999999998,36.0,44.0,4.0,0.6400000000000001,0.0,0.0,0.0,2.6,0
0.534,50.0,1.3,31.0,2.0,3.0,3.968,517.0725,3.35,36.0,9.0,4.0,0.05,1.0,0.0,0.0,2.5,1
0.534,158.0,1.8,64.0,2.0,2.0,5.958,559.9125,0.8499999999999996,36.0,42.0,4.0,0.6600000000000001,0.0,1.0,1.0,2.6,0
0.534,215.0,1.95,57.0,2.0,2.0,4.208,616.9125,1.0,36.0,35.0,4.0,0.76,0.0,1.0,1.0,2.6,0
0.534,98.0,1.45,41.0,2.0,1.0,6.628,565.0725,3.5,34.0,19.0,4.0,0.26,1.0,4.0,4.0,1.7000000000000002,0
0.534,97.0,1.6,21.0,2.0,2.0,1.0480000000000005,564.0725,3.65,36.0,1.0,4.0,0.5,0.0,1.0,1.0,2.3600000000000003,0
0.534,192.0,1.85,62.0,2.0,2.0,5.577999999999999,593.9125,0.9000000000000004,36.0,40.0,4.0,0.6900000000000002,0.0,0.0,0.0,2.6,0
0.534,50.0,1.9,81.0,2.0,3.0,9.958,413.5125000000001,0.0499999999999998,36.0,59.0,4.0,0.1799999999999999,1.0,10.0,10.0,2.5,0
0.534,144.0,1.75,69.0,2.0,2.0,7.378,545.9125,0.7999999999999998,36.0,47.0,4.0,0.6100000000000001,0.0,0.0,0.0,2.6,0
0.534,87.0,1.35,23.0,2.0,2.0,4.168,554.0725,3.4000000000000004,34.0,1.0,4.0,0.2300000000000002,0.0,3.0,3.0,2.1,0
8.91,33.91,1.5,80.0,2.0,2.0,11.558,385.87,3.45,18.0,58.0,2.0,0.1399999999999999,0.0,10.0,18.0,0.79,0
6.77,46.5,1.35,29.0,2.0,1.0,7.018000000000001,500.3,0.8000000000000007,26.0,7.0,0.0,0.0399999999999998,1.0,10.0,10.0,1.2199999999999998,0
11.9,46.5,1.35,29.0,2.0,1.0,7.018000000000001,295.9,0.0499999999999998,26.0,7.0,0.0,0.0399999999999998,1.0,10.0,20.0,1.2199999999999998,0
11.9,46.5,1.35,29.0,2.0,1.0,7.018000000000001,399.46,3.85,26.0,7.0,0.0,0.0399999999999998,1.0,10.0,20.0,1.2199999999999998,0
11.9,49.0,1.35,28.0,2.0,2.0,6.968,401.96,3.85,27.0,6.0,0.0,0.0499999999999998,0.0,8.0,18.0,1.2999999999999998,0
9.32,55.0,1.6,47.0,2.0,1.0,8.558,436.8,0.9499999999999992,26.0,25.0,0.0,0.0699999999999998,1.0,10.0,10.0,1.2599999999999998,0
9.32,46.5,1.35,29.0,2.0,1.0,7.018000000000001,428.3,0.6999999999999993,26.0,7.0,0.0,0.0399999999999998,1.0,10.0,10.0,1.2199999999999998,0
6.11,33.91,1.5,80.0,2.0,2.0,11.558,423.87,3.45,23.0,58.0,2.0,0.1399999999999999,0.0,10.0,13.0,0.79,0
4.47,55.0,1.6,47.0,2.0,1.0,8.558,519.9599999999999,4.0,26.0,25.0,1.0,0.0699999999999998,1.0,10.0,11.0,1.2599999999999998,0
4.47,46.5,1.35,29.0,2.0,1.0,7.018000000000001,407.9,0.1499999999999994,26.0,7.0,1.0,0.0399999999999998,1.0,10.0,11.0,1.2199999999999998,0
10.5,30.0,1.15,33.0,2.0,5.0,2.72,637.0,1.450000000000001,24.0,41.0,5.0,0.5400000000000003,3.0,0.0,10.0,0.6200000000000001,1
10.5,36.0,1.35,79.0,2.0,1.0,16.240000000000002,643.0,1.6500000000000004,18.0,5.0,5.0,0.9000000000000001,1.0,10.0,20.0,1.09,0
10.5,87.0,1.45,42.0,2.0,1.0,7.139999999999999,759.16,4.750000000000001,23.0,32.0,5.0,0.5200000000000002,1.0,5.0,15.0,0.7799999999999998,1
10.5,66.0,1.35,45.0,2.0,1.0,9.34,738.16,4.65,20.0,29.0,5.0,0.6399999999999999,1.0,8.0,18.0,0.3799999999999999,1
10.5,72.0,1.3,44.0,2.0,1.0,9.34,744.16,4.6000000000000005,21.0,30.0,5.0,0.5600000000000003,1.0,7.0,17.0,0.1799999999999997,0
6.77,55.0,1.6,47.0,2.0,1.0,7.439999999999999,702.2,0.2499999999999982,26.0,27.0,4.0,0.29,1.0,10.0,49.0,0.2399999999999993,0
6.77,46.5,1.35,29.0,2.0,1.0,5.9,803.5,1.9000000000000004,26.0,45.0,4.0,0.26,1.0,10.0,11.0,0.1999999999999993,0
8.86,33.91,1.5,80.0,2.0,2.0,10.44,706.0699999999999,4.550000000000001,19.0,6.0,6.0,0.3600000000000001,0.0,10.0,17.0,0.2300000000000004,0
7.15,33.91,1.5,80.0,2.0,2.0,10.44,734.0699999999999,4.6,22.0,6.0,6.0,0.3600000000000001,0.0,10.0,15.0,0.2300000000000004,0
8.96,36.0,1.35,79.0,2.0,1.0,16.240000000000002,699.66,4.4,18.0,5.0,6.0,0.9000000000000001,1.0,10.0,20.0,1.09,0
8.96,48.0,1.6,83.0,2.0,5.0,6.75,646.5,1.6500000000000004,24.0,9.0,6.0,0.3800000000000001,3.0,10.0,20.0,0.0100000000000006,1
8.96,48.0,1.6,83.0,2.0,5.0,6.75,536.7,0.7499999999999982,24.0,9.0,6.0,0.3800000000000001,3.0,10.0,40.0,0.0100000000000006,0
8.96,87.0,1.45,42.0,2.0,1.0,7.139999999999999,575.7,0.8999999999999977,23.0,32.0,6.0,0.5200000000000002,1.0,5.0,45.0,0.7799999999999998,0
7.87,46.5,1.35,29.0,2.0,1.0,5.9,725.66,4.449999999999999,21.0,45.0,6.0,0.26,1.0,10.0,16.0,0.1999999999999993,0
13.5,48.0,1.6,83.0,2.0,5.0,6.75,524.11,0.5999999999999979,23.0,9.0,4.0,0.3800000000000001,3.0,10.0,40.0,0.0100000000000006,0
7.31,55.0,1.6,47.0,2.0,1.0,7.439999999999999,633.6,0.9500000000000002,26.0,27.0,5.0,0.29,1.0,10.0,20.0,0.2399999999999993,0
7.31,55.0,1.6,47.0,2.0,1.0,7.439999999999999,672.0,1.85,26.0,27.0,5.0,0.29,1.0,10.0,20.0,0.2399999999999993,1
7.31,55.0,1.6,47.0,2.0,1.0,7.439999999999999,562.2,0.5499999999999989,26.0,27.0,5.0,0.29,1.0,10.0,40.0,0.2399999999999993,0
7.31,33.91,1.5,80.0,2.0,2.0,10.44,541.11,0.6499999999999986,25.0,6.0,5.0,0.3600000000000001,0.0,10.0,40.0,0.2300000000000004,0
6.15,55.0,1.6,47.0,2.0,1.0,7.439999999999999,822.0,2.25,26.0,27.0,4.0,0.29,1.0,10.0,11.0,0.2399999999999993,0
0.534,30.0,1.15,33.0,2.0,5.0,2.72,811.2725,4.300000000000001,34.0,41.0,8.0,0.5400000000000003,3.0,0.0,0.0,0.6200000000000001,1
0.534,36.0,1.35,79.0,2.0,1.0,16.240000000000002,752.1125000000001,1.5,28.0,5.0,8.0,0.9000000000000001,1.0,10.0,10.0,1.09,0
0.534,48.0,1.6,83.0,2.0,5.0,6.75,725.7125000000001,0.8500000000000005,34.0,9.0,8.0,0.3800000000000001,3.0,10.0,10.0,0.0100000000000006,0
0.534,205.0,1.85,58.0,2.0,2.0,3.71,986.2725,5.0,36.0,16.0,8.0,0.5199999999999998,0.0,1.0,1.0,1.5799999999999996,0
0.534,205.0,1.85,58.0,2.0,2.0,3.71,811.3125000000001,0.3999999999999986,36.0,16.0,8.0,0.5199999999999998,0.0,1.0,59.0,1.5799999999999996,0
0.534,216.0,1.85,59.0,2.0,2.0,3.71,932.1125,2.0,36.0,15.0,8.0,0.51,0.0,0.0,0.0,1.5799999999999996,0
0.534,43.0,1.45,51.0,2.0,5.0,3.63,824.2725,4.6000000000000005,34.0,23.0,8.0,0.4099999999999999,3.0,10.0,10.0,0.1699999999999999,1
0.534,100.0,1.4,22.0,2.0,2.0,1.48,881.2725,4.550000000000001,35.0,52.0,8.0,0.0999999999999998,0.0,2.0,2.0,1.2299999999999995,1
0.534,50.0,1.9,81.0,2.0,3.0,8.84,727.7125000000001,1.1500000000000012,36.0,7.0,8.0,0.4000000000000001,1.0,10.0,10.0,1.4799999999999995,1
0.534,50.0,1.9,81.0,2.0,3.0,8.84,766.1125000000001,2.0500000000000007,36.0,7.0,8.0,0.4000000000000001,1.0,10.0,10.0,1.4799999999999995,1
0.534,87.0,1.35,23.0,2.0,2.0,3.0500000000000003,868.2725,4.5,34.0,51.0,8.0,0.01,0.0,3.0,3.0,1.0799999999999996,1
7.44,55.0,1.6,47.0,2.0,1.0,7.439999999999999,740.16,4.699999999999999,22.0,27.0,6.0,0.29,1.0,10.0,15.0,0.2399999999999993,0
7.44,33.91,1.5,80.0,2.0,2.0,10.44,719.0699999999999,4.6,21.0,6.0,6.0,0.3600000000000001,0.0,10.0,15.0,0.2300000000000004,0
0.971,57.8,1.25,13.0,2.0,3.0,0.3599999999999999,837.6599999999999,4.75,36.0,61.0,7.0,0.0299999999999998,1.0,0.0,0.0,1.4499999999999995,1
0.971,30.0,1.15,33.0,2.0,5.0,2.72,809.8599999999999,4.65,34.0,41.0,7.0,0.5400000000000003,3.0,0.0,0.0,0.6200000000000001,1
0.971,48.0,1.6,83.0,2.0,5.0,6.75,724.3,1.2000000000000002,34.0,9.0,7.0,0.3800000000000001,3.0,10.0,10.0,0.0100000000000006,0
0.971,48.0,1.6,83.0,2.0,5.0,6.75,762.6999999999999,2.1,34.0,9.0,7.0,0.3800000000000001,3.0,10.0,10.0,0.0100000000000006,1
0.971,48.0,1.6,83.0,2.0,5.0,6.75,652.9,0.2999999999999989,34.0,9.0,7.0,0.3800000000000001,3.0,10.0,50.0,0.0100000000000006,0
0.971,205.0,1.85,58.0,2.0,2.0,3.71,881.3,1.4500000000000002,36.0,16.0,7.0,0.5199999999999998,0.0,1.0,1.0,1.5799999999999996,0
0.971,205.0,1.85,58.0,2.0,2.0,3.71,809.9,0.0499999999999989,36.0,16.0,7.0,0.5199999999999998,0.0,1.0,59.0,1.5799999999999996,0
0.971,150.0,1.75,68.0,2.0,2.0,6.01,929.86,5.25,36.0,6.0,7.0,0.3999999999999999,0.0,0.0,0.0,1.5799999999999996,1
0.971,50.0,1.3,31.0,2.0,3.0,2.85,764.6999999999999,1.7999999999999998,36.0,43.0,7.0,0.1700000000000001,1.0,0.0,0.0,1.4799999999999995,0
0.971,137.0,1.75,71.0,2.0,2.0,6.779999999999999,851.6999999999999,2.25,36.0,3.0,7.0,0.3699999999999999,0.0,1.0,1.0,1.5799999999999996,1
0.971,68.0,1.4,25.0,2.0,2.0,4.380000000000001,847.8599999999999,4.9,32.0,49.0,7.0,0.0899999999999998,0.0,5.0,5.0,0.9599999999999996,0
0.971,216.0,1.85,59.0,2.0,2.0,3.71,892.3,1.4500000000000002,36.0,15.0,7.0,0.51,0.0,0.0,0.0,1.5799999999999996,0
0.971,43.0,1.45,51.0,2.0,5.0,3.63,647.9,0.4499999999999984,34.0,23.0,7.0,0.4099999999999999,3.0,10.0,50.0,0.1699999999999999,0
0.971,97.0,1.6,21.0,2.0,2.0,0.0699999999999998,701.9,0.2999999999999989,36.0,53.0,7.0,0.2799999999999998,0.0,1.0,59.0,1.34,1
0.971,170.0,1.75,65.0,2.0,2.0,5.17,949.86,5.25,36.0,9.0,7.0,0.4399999999999999,0.0,0.0,0.0,1.5799999999999996,1
0.971,100.0,1.4,22.0,2.0,2.0,1.48,879.8599999999999,4.9,35.0,52.0,7.0,0.0999999999999998,0.0,2.0,2.0,1.2299999999999995,1
0.971,50.0,1.9,81.0,2.0,3.0,8.84,764.6999999999999,2.4000000000000004,36.0,7.0,7.0,0.4000000000000001,1.0,10.0,10.0,1.4799999999999995,1
0.971,50.0,1.9,81.0,2.0,3.0,8.84,654.9,1.7763568394002505e-15,36.0,7.0,7.0,0.4000000000000001,1.0,10.0,50.0,1.4799999999999995,0
0.971,162.0,1.8,39.0,2.0,2.0,1.4099999999999997,876.6999999999999,2.3000000000000007,36.0,35.0,7.0,0.4199999999999999,0.0,1.0,1.0,1.4899999999999998,1
0.971,162.0,1.8,39.0,2.0,2.0,1.4099999999999997,941.86,5.300000000000001,36.0,35.0,7.0,0.4199999999999999,0.0,1.0,1.0,1.4899999999999998,1
8.57,46.5,1.35,29.0,2.0,1.0,5.9,761.66,4.5,24.0,45.0,5.0,0.26,1.0,10.0,14.0,0.1999999999999993,0
6.77,55.0,1.6,47.0,2.0,1.0,7.439999999999999,784.6,1.2500000000000009,26.0,27.0,4.0,0.29,1.0,10.0,10.0,0.2399999999999993,0
6.77,46.5,1.35,29.0,2.0,1.0,5.9,776.1,1.0000000000000009,26.0,45.0,4.0,0.26,1.0,10.0,10.0,0.1999999999999993,0
6.77,46.5,1.35,29.0,2.0,1.0,5.9,879.66,4.9,26.0,45.0,4.0,0.26,1.0,10.0,10.0,0.1999999999999993,0
2.99,33.91,1.5,80.0,2.0,2.0,10.44,748.0699999999999,4.800000000000001,25.0,6.0,6.0,0.3600000000000001,0.0,10.0,11.0,0.2300000000000004,0
2.99,65.0,1.55,49.0,2.0,3.0,4.25,714.0,1.8500000000000003,34.0,25.0,6.0,0.1400000000000001,1.0,10.0,11.0,1.5799999999999996,1
7.52,55.0,1.6,47.0,2.0,1.0,7.439999999999999,799.0,2.1500000000000004,26.0,27.0,4.0,0.29,1.0,10.0,10.0,0.2399999999999993,0
11.9,48.0,1.6,83.0,2.0,5.0,6.75,715.16,5.199999999999999,32.0,9.0,4.0,0.3800000000000001,3.0,10.0,20.0,0.0100000000000006,0
11.9,65.0,1.55,49.0,2.0,3.0,4.25,628.6,1.2500000000000009,34.0,25.0,4.0,0.1400000000000001,1.0,10.0,20.0,1.5799999999999996,0
11.9,65.0,1.55,49.0,2.0,3.0,4.25,557.2,0.2499999999999982,34.0,25.0,4.0,0.1400000000000001,1.0,10.0,40.0,1.5799999999999996,0
11.9,87.0,1.45,42.0,2.0,1.0,7.139999999999999,754.16,5.049999999999999,31.0,32.0,4.0,0.5200000000000002,1.0,5.0,15.0,0.7799999999999998,1
11.9,26.14,1.4,46.0,2.0,0.0,8.94,693.3,5.0,27.0,28.0,4.0,0.5600000000000003,2.0,10.0,20.0,0.2299999999999995,0
11.9,87.0,1.35,23.0,2.0,2.0,3.0500000000000003,754.16,4.949999999999999,32.0,51.0,4.0,0.01,0.0,3.0,13.0,1.0799999999999996,1
4.47,46.5,1.35,29.0,2.0,1.0,5.9,722.1,0.9500000000000002,26.0,45.0,5.0,0.26,1.0,10.0,11.0,0.1999999999999993,0
4.47,33.91,1.5,80.0,2.0,2.0,10.44,638.11,0.3999999999999986,25.0,6.0,5.0,0.3600000000000001,0.0,10.0,49.0,0.2300000000000004,0
