B_Density,C_dipole Polarizability,C_atomic Radius,C_number,A_number of s+p Electrons,C_number of s+p Electrons,A-C_Density,(A+B+C)-X_dipole Polarizability,(A+B+C)-X_atomic Radius,(A+B+C)-X_number of Valence Electrons,A-C_number,A-B_Period,A-C_Electronegativity,A-C_number of s+p Electrons,A-C_number of d Electrons,(A+B+C)-X_number of d Electrons,A-C_Mulliken EN,target
2.99,46.5,1.35,29.0,2.0,1.0,7.236000000000001,635.3,1.3499999999999996,26.0,9.0,4.0,0.26,1.0,10.0,11.0,0.3599999999999994,0
2.99,46.5,1.35,29.0,2.0,1.0,7.236000000000001,700.4599999999999,4.35,26.0,9.0,4.0,0.26,1.0,10.0,11.0,0.3599999999999994,0
11.9,55.0,1.6,47.0,2.0,1.0,8.776,558.4,1.0000000000000009,26.0,9.0,2.0,0.29,1.0,10.0,20.0,0.3999999999999994,0
11.9,36.0,1.35,79.0,2.0,1.0,17.576,577.8,1.6500000000000004,26.0,41.0,2.0,0.9000000000000001,1.0,10.0,20.0,0.9299999999999996,0
11.9,36.0,1.35,79.0,2.0,1.0,17.576,642.9599999999999,4.65,26.0,41.0,2.0,0.9000000000000001,1.0,10.0,20.0,0.9299999999999996,0
11.9,65.0,1.55,49.0,2.0,3.0,5.585999999999999,606.8,1.8500000000000003,34.0,11.0,2.0,0.1400000000000001,1.0,10.0,20.0,1.7399999999999998,0
11.9,87.0,1.45,42.0,2.0,1.0,8.475999999999999,693.9599999999999,4.750000000000001,31.0,4.0,2.0,0.5200000000000002,1.0,5.0,15.0,0.94,0
11.9,43.0,1.45,51.0,2.0,5.0,4.966,649.9599999999999,4.750000000000001,32.0,13.0,2.0,0.4099999999999999,3.0,10.0,20.0,0.0099999999999997,0
4.47,55.0,1.6,47.0,2.0,1.0,8.776,708.8,1.8000000000000007,26.0,9.0,3.0,0.29,1.0,10.0,11.0,0.3999999999999994,0
4.47,55.0,1.6,47.0,2.0,1.0,8.776,773.9599999999999,4.800000000000001,26.0,9.0,3.0,0.29,1.0,10.0,11.0,0.3999999999999994,0
4.47,65.0,1.55,49.0,2.0,3.0,5.585999999999999,718.8,1.75,34.0,11.0,3.0,0.1400000000000001,1.0,10.0,11.0,1.7399999999999998,0
7.15,46.5,1.35,29.0,2.0,1.0,7.892000000000001,435.285,2.6500000000000004,23.0,23.0,0.0,0.06,1.0,10.0,15.0,1.5399999999999991,0
8.96,43.0,1.45,51.0,2.0,5.0,5.622,330.125,0.2999999999999998,24.0,45.0,0.0,0.0899999999999998,3.0,10.0,20.0,1.17,0
8.91,55.0,1.6,47.0,2.0,1.0,9.432,409.785,2.85,19.0,41.0,0.0,0.03,1.0,10.0,18.0,1.5799999999999992,0
10.5,36.0,1.35,79.0,2.0,1.0,17.358,328.79999999999995,0.5500000000000007,18.0,57.0,1.0,0.6799999999999999,1.0,10.0,20.0,0.0699999999999994,0
10.5,36.0,1.35,79.0,2.0,1.0,17.358,393.96,3.5500000000000007,18.0,57.0,1.0,0.6799999999999999,1.0,10.0,20.0,0.0699999999999994,0
6.77,46.5,1.35,29.0,2.0,1.0,7.018000000000001,489.3,0.8000000000000007,26.0,7.0,0.0,0.0399999999999998,1.0,10.0,11.0,1.2199999999999998,0
8.96,30.0,1.15,33.0,2.0,5.0,3.838,379.46,3.1,24.0,11.0,2.0,0.32,3.0,0.0,10.0,0.4000000000000003,0
8.96,36.0,1.35,79.0,2.0,1.0,17.358,320.29999999999995,0.3000000000000007,18.0,57.0,2.0,0.6799999999999999,1.0,10.0,20.0,0.0699999999999994,0
5.24,46.5,1.35,29.0,2.0,1.0,7.018000000000001,468.3,0.8000000000000007,26.0,7.0,0.0,0.0399999999999998,1.0,10.0,10.0,1.2199999999999998,0
13.5,30.0,1.15,33.0,2.0,5.0,3.838,263.30999999999995,0.6499999999999995,23.0,11.0,0.0,0.32,3.0,0.0,10.0,0.4000000000000003,0
13.5,30.0,1.15,33.0,2.0,5.0,3.838,191.91,2.1499999999999986,23.0,11.0,0.0,0.32,3.0,0.0,50.0,0.4000000000000003,0
13.5,36.0,1.35,79.0,2.0,1.0,17.358,372.87,3.4499999999999997,17.0,57.0,0.0,0.6799999999999999,1.0,10.0,20.0,0.0699999999999994,0
13.5,26.14,1.4,46.0,2.0,0.0,10.058,363.00999999999993,3.5,18.0,24.0,0.0,0.3400000000000001,2.0,10.0,20.0,1.25,0
7.31,55.0,1.6,47.0,2.0,1.0,8.558,422.96,3.75,26.0,25.0,1.0,0.0699999999999998,1.0,10.0,20.0,1.2599999999999998,0
7.31,46.5,1.35,29.0,2.0,1.0,7.018000000000001,349.29999999999995,0.5,26.0,7.0,1.0,0.0399999999999998,1.0,10.0,20.0,1.2199999999999998,0
6.15,46.5,1.35,29.0,2.0,1.0,7.018000000000001,499.3,0.9000000000000004,26.0,7.0,0.0,0.0399999999999998,1.0,10.0,11.0,1.2199999999999998,0
0.534,65.0,1.55,49.0,2.0,3.0,5.367999999999999,466.9125,0.5999999999999996,36.0,27.0,4.0,0.08,1.0,10.0,10.0,2.6,0
0.534,7.4,0.65,7.0,2.0,5.0,1.94075,474.4725,2.7,34.0,15.0,4.0,1.18,3.0,0.0,0.0,1.5999999999999996,1
0.534,66.0,1.35,45.0,2.0,1.0,10.458,533.0725,3.4000000000000004,30.0,23.0,4.0,0.4199999999999997,1.0,8.0,8.0,1.4000000000000004,0
0.534,100.0,1.4,22.0,2.0,2.0,2.598,567.0725,3.4499999999999997,35.0,0.0,4.0,0.32,0.0,2.0,2.0,2.25,0
7.44,33.91,1.5,80.0,2.0,2.0,11.558,404.87,3.5,21.0,58.0,2.0,0.1399999999999999,0.0,10.0,15.0,0.79,0
8.57,55.0,1.6,47.0,2.0,1.0,8.558,455.96,3.65,24.0,25.0,1.0,0.0699999999999998,1.0,10.0,14.0,1.2599999999999998,0
4.54,33.91,1.5,80.0,2.0,2.0,11.558,436.87,3.5,24.0,58.0,2.0,0.1399999999999999,0.0,10.0,12.0,0.79,0
11.9,55.0,1.6,47.0,2.0,1.0,8.558,407.96,4.1,26.0,25.0,0.0,0.0699999999999998,1.0,10.0,20.0,1.2599999999999998,0
11.9,30.0,1.15,33.0,2.0,5.0,3.838,382.96,3.65,32.0,11.0,0.0,0.32,3.0,0.0,10.0,0.4000000000000003,0
11.9,46.5,1.35,29.0,2.0,1.0,7.018000000000001,334.29999999999995,0.8499999999999996,26.0,7.0,0.0,0.0399999999999998,1.0,10.0,20.0,1.2199999999999998,0
11.9,87.0,1.35,23.0,2.0,2.0,4.168,439.96,3.85,32.0,1.0,0.0,0.2300000000000002,0.0,3.0,13.0,2.1,0
4.47,33.91,1.5,80.0,2.0,2.0,11.558,498.87,3.9,25.0,58.0,1.0,0.1399999999999999,0.0,10.0,11.0,0.79,0
10.5,30.0,1.15,33.0,2.0,5.0,2.72,702.16,4.450000000000001,24.0,41.0,5.0,0.5400000000000003,3.0,0.0,10.0,0.6200000000000001,0
10.5,48.0,1.6,83.0,2.0,5.0,6.75,616.6,1.0000000000000009,24.0,9.0,5.0,0.3800000000000001,3.0,10.0,20.0,0.0100000000000006,0
10.5,48.0,1.6,83.0,2.0,5.0,6.75,655.0,1.9000000000000004,24.0,9.0,5.0,0.3800000000000001,3.0,10.0,20.0,0.0100000000000006,1
10.5,87.0,1.45,42.0,2.0,1.0,7.139999999999999,584.2,0.6499999999999977,23.0,32.0,5.0,0.5200000000000002,1.0,5.0,45.0,0.7799999999999998,0
10.5,26.14,1.4,46.0,2.0,0.0,8.94,698.3,4.700000000000001,19.0,28.0,5.0,0.5600000000000003,2.0,10.0,20.0,0.2299999999999995,1
6.77,55.0,1.6,47.0,2.0,1.0,7.439999999999999,812.0,2.1500000000000004,26.0,27.0,4.0,0.29,1.0,10.0,11.0,0.2399999999999993,0
6.77,46.5,1.35,29.0,2.0,1.0,5.9,868.66,4.9,26.0,45.0,4.0,0.26,1.0,10.0,11.0,0.1999999999999993,0
8.96,87.0,1.45,42.0,2.0,1.0,7.139999999999999,685.5,1.5000000000000009,23.0,32.0,6.0,0.5200000000000002,1.0,5.0,15.0,0.7799999999999998,0
8.96,26.14,1.4,46.0,2.0,0.0,8.94,689.8,4.450000000000001,19.0,28.0,6.0,0.5600000000000003,2.0,10.0,20.0,0.2299999999999995,0
8.55,46.5,1.35,29.0,2.0,1.0,5.9,761.5,1.8000000000000007,26.0,45.0,4.0,0.26,1.0,10.0,10.0,0.1999999999999993,0
13.5,48.0,1.6,83.0,2.0,5.0,6.75,699.0699999999999,4.800000000000001,23.0,9.0,4.0,0.3800000000000001,3.0,10.0,20.0,0.0100000000000006,0
13.5,26.14,1.4,46.0,2.0,0.0,8.94,677.2099999999999,4.6,18.0,28.0,4.0,0.5600000000000003,2.0,10.0,20.0,0.2299999999999995,0
13.5,43.0,1.45,51.0,2.0,5.0,3.63,628.91,1.6500000000000004,23.0,23.0,4.0,0.4099999999999999,3.0,10.0,20.0,0.1699999999999999,0
7.31,55.0,1.6,47.0,2.0,1.0,7.439999999999999,737.16,4.85,26.0,27.0,5.0,0.29,1.0,10.0,20.0,0.2399999999999993,1
7.31,46.5,1.35,29.0,2.0,1.0,5.9,728.66,4.6,26.0,45.0,5.0,0.26,1.0,10.0,20.0,0.1999999999999993,0
7.31,33.91,1.5,80.0,2.0,2.0,10.44,612.51,0.8500000000000005,25.0,6.0,5.0,0.3600000000000001,0.0,10.0,20.0,0.2300000000000004,0
7.31,33.91,1.5,80.0,2.0,2.0,10.44,650.91,1.75,25.0,6.0,5.0,0.3600000000000001,0.0,10.0,20.0,0.2300000000000004,0
0.534,36.0,1.35,79.0,2.0,1.0,16.240000000000002,817.2725,4.5,28.0,5.0,8.0,0.9000000000000001,1.0,10.0,10.0,1.09,0
0.534,205.0,1.85,58.0,2.0,2.0,3.71,882.7125000000001,1.1000000000000003,36.0,16.0,8.0,0.5199999999999998,0.0,1.0,1.0,1.5799999999999996,0
0.534,163.0,1.75,66.0,2.0,2.0,5.49,840.7125000000001,1.0000000000000009,36.0,8.0,8.0,0.4199999999999999,0.0,0.0,0.0,1.5799999999999996,1
0.534,54.0,1.35,77.0,2.0,2.0,19.540000000000003,835.2725,4.5,30.0,3.0,8.0,0.5600000000000003,0.0,7.0,7.0,0.7200000000000006,0
0.534,87.0,1.45,42.0,2.0,1.0,7.139999999999999,764.7125000000001,0.7000000000000011,33.0,32.0,8.0,0.5200000000000002,1.0,5.0,5.0,0.7799999999999998,0
0.534,87.0,1.45,42.0,2.0,1.0,7.139999999999999,803.1125000000001,1.6000000000000003,33.0,32.0,8.0,0.5200000000000002,1.0,5.0,5.0,0.7799999999999998,0
0.534,98.0,1.45,41.0,2.0,1.0,5.51,879.2725,4.6000000000000005,34.0,33.0,8.0,0.0399999999999998,1.0,4.0,4.0,0.6799999999999997,0
0.534,216.0,1.85,59.0,2.0,2.0,3.71,893.7125000000001,1.1000000000000003,36.0,15.0,8.0,0.51,0.0,0.0,0.0,1.5799999999999996,0
0.534,216.0,1.85,59.0,2.0,2.0,3.71,822.3125000000001,0.3999999999999986,36.0,15.0,8.0,0.51,0.0,0.0,60.0,1.5799999999999996,0
0.534,72.0,1.3,44.0,2.0,1.0,9.34,853.2725,4.45,31.0,30.0,8.0,0.5600000000000003,1.0,7.0,7.0,0.1799999999999997,1
0.534,43.0,1.45,51.0,2.0,5.0,3.63,759.1125000000001,1.6000000000000003,34.0,23.0,8.0,0.4099999999999999,3.0,10.0,10.0,0.1699999999999999,1
0.534,97.0,1.6,21.0,2.0,2.0,0.0699999999999998,878.2725,4.75,36.0,53.0,8.0,0.2799999999999998,0.0,1.0,1.0,1.34,1
0.534,192.0,1.85,62.0,2.0,2.0,4.459999999999999,908.1125,2.0,36.0,12.0,8.0,0.47,0.0,0.0,0.0,1.5799999999999996,0
0.534,144.0,1.75,69.0,2.0,2.0,6.26,860.1125000000001,1.9000000000000004,36.0,5.0,8.0,0.3899999999999999,0.0,0.0,0.0,1.5799999999999996,1
0.534,87.0,1.35,23.0,2.0,2.0,3.0500000000000003,803.1125000000001,1.5,34.0,51.0,8.0,0.01,0.0,3.0,3.0,1.0799999999999996,0
0.534,162.0,1.8,39.0,2.0,2.0,1.4099999999999997,839.7125000000001,1.0500000000000007,36.0,35.0,8.0,0.4199999999999999,0.0,1.0,1.0,1.4899999999999998,1
0.534,162.0,1.8,39.0,2.0,2.0,1.4099999999999997,878.1125000000001,1.95,36.0,35.0,8.0,0.4199999999999999,0.0,1.0,1.0,1.4899999999999998,1
0.971,36.0,1.35,79.0,2.0,1.0,16.240000000000002,712.3,0.9500000000000002,28.0,5.0,7.0,0.9000000000000001,1.0,10.0,10.0,1.09,0
0.971,36.0,1.35,79.0,2.0,1.0,16.240000000000002,815.8599999999999,4.85,28.0,5.0,7.0,0.9000000000000001,1.0,10.0,10.0,1.09,0
0.971,46.5,1.35,29.0,2.0,1.0,5.9,826.3599999999999,4.85,28.0,45.0,7.0,0.26,1.0,10.0,10.0,0.1999999999999993,1
0.971,50.0,1.3,31.0,2.0,3.0,2.85,829.8599999999999,4.8,36.0,43.0,7.0,0.1700000000000001,1.0,0.0,0.0,1.4799999999999995,1
0.971,65.0,1.55,49.0,2.0,3.0,4.25,844.8599999999999,5.050000000000001,36.0,25.0,7.0,0.1400000000000001,1.0,10.0,10.0,1.5799999999999996,1
0.971,98.0,1.45,41.0,2.0,1.0,5.51,877.8599999999999,4.95,34.0,33.0,7.0,0.0399999999999998,1.0,4.0,4.0,0.6799999999999997,0
0.971,208.0,1.85,60.0,2.0,2.0,3.95,922.7,2.35,36.0,14.0,7.0,0.5,0.0,0.0,0.0,1.5799999999999996,0
0.971,208.0,1.85,60.0,2.0,2.0,3.95,812.9,0.0499999999999989,36.0,14.0,7.0,0.5,0.0,0.0,60.0,1.5799999999999996,0
0.971,43.0,1.45,51.0,2.0,5.0,3.63,757.6999999999999,1.95,34.0,23.0,7.0,0.4099999999999999,3.0,10.0,10.0,0.1699999999999999,1
0.971,97.0,1.6,21.0,2.0,2.0,0.0699999999999998,811.6999999999999,2.1,36.0,53.0,7.0,0.2799999999999998,0.0,1.0,1.0,1.34,1
0.971,192.0,1.85,62.0,2.0,2.0,4.459999999999999,971.86,5.35,36.0,12.0,7.0,0.47,0.0,0.0,0.0,1.5799999999999996,1
0.971,74.0,1.45,73.0,2.0,2.0,13.64,750.3,1.0500000000000007,34.0,1.0,7.0,0.1399999999999999,0.0,3.0,3.0,0.5699999999999994,0
0.971,50.0,1.9,81.0,2.0,3.0,8.84,726.3,1.5000000000000009,36.0,7.0,7.0,0.4000000000000001,1.0,10.0,10.0,1.4799999999999995,1
0.971,162.0,1.8,39.0,2.0,2.0,1.4099999999999997,838.3,1.4000000000000012,36.0,35.0,7.0,0.4199999999999999,0.0,1.0,1.0,1.4899999999999998,1
2.99,55.0,1.6,47.0,2.0,1.0,7.439999999999999,665.6,1.0000000000000009,26.0,27.0,6.0,0.29,1.0,10.0,11.0,0.2399999999999993,0
2.99,33.91,1.5,80.0,2.0,2.0,10.44,644.51,0.9000000000000012,25.0,6.0,6.0,0.3600000000000001,0.0,10.0,11.0,0.2300000000000004,0
2.99,65.0,1.55,49.0,2.0,3.0,4.25,675.6,0.9500000000000012,34.0,25.0,6.0,0.1400000000000001,1.0,10.0,11.0,1.5799999999999996,0
2.99,65.0,1.55,49.0,2.0,3.0,4.25,604.2,0.549999999999998,34.0,25.0,6.0,0.1400000000000001,1.0,10.0,49.0,1.5799999999999996,1
4.54,55.0,1.6,47.0,2.0,1.0,7.439999999999999,772.16,4.699999999999999,25.0,27.0,6.0,0.29,1.0,10.0,12.0,0.2399999999999993,0
11.9,55.0,1.6,47.0,2.0,1.0,7.439999999999999,657.0,2.1999999999999997,26.0,27.0,4.0,0.29,1.0,10.0,20.0,0.2399999999999993,1
11.9,30.0,1.15,33.0,2.0,5.0,2.72,522.2,0.6499999999999986,32.0,41.0,4.0,0.5400000000000003,3.0,0.0,50.0,0.6200000000000001,0
11.9,36.0,1.35,79.0,2.0,1.0,16.240000000000002,638.0,1.9499999999999995,26.0,5.0,4.0,0.9000000000000001,1.0,10.0,20.0,1.09,0
11.9,36.0,1.35,79.0,2.0,1.0,16.240000000000002,528.2,0.4499999999999993,26.0,5.0,4.0,0.9000000000000001,1.0,10.0,40.0,1.09,0
11.9,55.0,1.35,27.0,2.0,2.0,5.799999999999999,722.16,4.949999999999999,28.0,47.0,4.0,0.24,0.0,7.0,17.0,0.3799999999999999,0
11.9,46.5,1.35,29.0,2.0,1.0,5.9,610.1,1.0499999999999998,26.0,45.0,4.0,0.26,1.0,10.0,20.0,0.1999999999999993,1
11.9,50.0,1.3,31.0,2.0,3.0,2.85,717.16,4.9,34.0,43.0,4.0,0.1700000000000001,1.0,0.0,10.0,1.4799999999999995,1
11.9,72.0,1.3,44.0,2.0,1.0,9.34,739.16,4.9,29.0,30.0,4.0,0.5600000000000003,1.0,7.0,17.0,0.1799999999999997,1
11.9,43.0,1.45,51.0,2.0,5.0,3.63,606.6,1.1499999999999997,32.0,23.0,4.0,0.4099999999999999,3.0,10.0,20.0,0.1699999999999999,0
6.11,33.91,1.5,80.0,2.0,2.0,10.44,738.0699999999999,4.550000000000001,23.0,6.0,6.0,0.3600000000000001,0.0,10.0,13.0,0.2300000000000004,0
4.47,55.0,1.6,47.0,2.0,1.0,7.439999999999999,834.16,5.1,26.0,27.0,5.0,0.29,1.0,10.0,11.0,0.2399999999999993,1
4.47,33.91,1.5,80.0,2.0,2.0,10.44,747.91,2.0,25.0,6.0,5.0,0.3600000000000001,0.0,10.0,11.0,0.2300000000000004,0
4.47,65.0,1.55,49.0,2.0,3.0,4.25,779.0,2.0500000000000007,34.0,25.0,5.0,0.1400000000000001,1.0,10.0,11.0,1.5799999999999996,0
