B_Density,C_dipole Polarizability,C_atomic Radius,C_number,A_number of s+p Electrons,C_number of s+p Electrons,A-C_Density,(A+B+C)-X_dipole Polarizability,(A+B+C)-X_atomic Radius,(A+B+C)-X_number of Valence Electrons,A-C_number,A-B_Period,A-C_Electronegativity,A-C_number of s+p Electrons,A-C_number of d Electrons,(A+B+C)-X_number of d Electrons,A-C_Mulliken EN,target
0.971,205.0,1.85,58.0,2.0,2.0,3.03,972.1,0.450000000000001,36.0,52.0,9.0,0.4599999999999999,0.0,1.0,59.0,1.2600000000000002,1
0.971,215.0,1.95,57.0,2.0,2.0,2.41,1091.9,2.9499999999999997,36.0,53.0,9.0,0.48,0.0,1.0,1.0,1.2600000000000002,1
0.971,137.0,1.75,71.0,2.0,2.0,6.1,1013.9,2.75,36.0,39.0,9.0,0.31,0.0,1.0,1.0,1.2600000000000002,1
0.971,49.0,1.35,28.0,2.0,2.0,5.17,991.06,5.35,29.0,82.0,9.0,0.3299999999999998,0.0,8.0,8.0,0.04,0
0.971,66.0,1.35,45.0,2.0,1.0,8.66,1008.06,5.35,30.0,65.0,9.0,0.6999999999999997,1.0,8.0,8.0,0.0600000000000005,1
0.971,43.0,1.45,51.0,2.0,5.0,2.95,810.1,0.0500000000000007,34.0,59.0,9.0,0.4699999999999997,3.0,10.0,50.0,0.4899999999999993,0
0.971,192.0,1.85,62.0,2.0,2.0,3.78,1068.9,2.85,36.0,48.0,9.0,0.4100000000000001,0.0,0.0,0.0,1.2600000000000002,1
0.971,74.0,1.45,73.0,2.0,2.0,12.96,912.5,1.5499999999999998,34.0,37.0,9.0,0.08,0.0,3.0,3.0,0.25,0
0.971,74.0,1.45,73.0,2.0,2.0,12.96,950.9,2.4499999999999997,34.0,37.0,9.0,0.08,0.0,3.0,3.0,0.25,0
0.971,170.0,1.75,65.0,2.0,2.0,4.49,1046.9,2.75,36.0,45.0,9.0,0.3800000000000001,0.0,0.0,0.0,1.2600000000000002,1
0.971,162.0,1.8,39.0,2.0,2.0,0.7299999999999995,1104.06,5.800000000000001,36.0,71.0,9.0,0.3600000000000001,0.0,1.0,1.0,1.1700000000000004,1
1.53,57.8,1.25,13.0,2.0,3.0,1.04,1053.4,1.9000000000000008,36.0,97.0,7.0,0.03,1.0,0.0,0.0,1.1300000000000003,0
1.53,30.0,1.15,33.0,2.0,5.0,2.04,1064.0,2.700000000000001,34.0,77.0,7.0,0.6000000000000001,3.0,0.0,0.0,0.9399999999999996,0
1.53,30.0,1.15,33.0,2.0,5.0,2.04,1129.16,5.700000000000001,34.0,77.0,7.0,0.6000000000000001,3.0,0.0,0.0,0.9399999999999996,1
1.53,48.0,1.6,83.0,2.0,5.0,6.07,972.2,0.7500000000000018,34.0,27.0,7.0,0.4399999999999999,3.0,10.0,50.0,0.33,0
1.53,46.5,1.35,29.0,2.0,1.0,5.220000000000001,1145.66,5.9,28.0,81.0,7.0,0.3199999999999998,1.0,10.0,10.0,0.1200000000000001,1
1.53,50.0,1.3,31.0,2.0,3.0,2.17,1045.6,1.950000000000002,36.0,79.0,7.0,0.2299999999999999,1.0,0.0,0.0,1.16,0
1.53,50.0,1.3,31.0,2.0,3.0,2.17,974.2,0.4500000000000028,36.0,79.0,7.0,0.2299999999999999,1.0,0.0,60.0,1.16,0
1.53,65.0,1.55,49.0,2.0,3.0,3.5699999999999994,1164.16,6.100000000000001,36.0,61.0,7.0,0.1999999999999999,1.0,10.0,10.0,1.2600000000000002,1
1.53,43.0,1.45,51.0,2.0,5.0,2.95,1142.16,6.0,34.0,59.0,7.0,0.4699999999999997,3.0,10.0,10.0,0.4899999999999993,0
1.53,50.0,1.9,81.0,2.0,3.0,8.16,1084.0,3.450000000000001,36.0,29.0,7.0,0.4599999999999999,1.0,10.0,10.0,1.16,1
2.99,46.5,1.35,29.0,2.0,1.0,5.220000000000001,857.6999999999999,2.1500000000000004,26.0,81.0,8.0,0.3199999999999998,1.0,10.0,11.0,0.1200000000000001,0
2.99,46.5,1.35,29.0,2.0,1.0,5.220000000000001,922.86,5.15,26.0,81.0,8.0,0.3199999999999998,1.0,10.0,11.0,0.1200000000000001,0
2.99,33.91,1.5,80.0,2.0,2.0,9.76,910.27,5.300000000000001,25.0,30.0,8.0,0.4199999999999999,0.0,10.0,11.0,0.5499999999999998,0
2.99,65.0,1.55,49.0,2.0,3.0,3.5699999999999994,941.36,5.350000000000001,34.0,61.0,8.0,0.1999999999999999,1.0,10.0,11.0,1.2600000000000002,1
11.9,55.0,1.6,47.0,2.0,1.0,6.76,780.8,1.7999999999999998,26.0,63.0,6.0,0.3499999999999998,1.0,10.0,20.0,0.08,1
11.9,36.0,1.35,79.0,2.0,1.0,15.56,690.4,0.0500000000000007,26.0,31.0,6.0,0.96,1.0,10.0,40.0,1.4099999999999993,0
11.9,55.0,1.35,27.0,2.0,2.0,5.119999999999999,884.3599999999999,5.449999999999999,28.0,83.0,6.0,0.2999999999999998,0.0,7.0,17.0,0.0600000000000005,0
11.9,83.0,1.4,24.0,2.0,1.0,3.41,912.36,5.5,31.0,86.0,6.0,0.0799999999999998,1.0,5.0,15.0,0.6400000000000001,1
11.9,50.0,1.3,31.0,2.0,3.0,2.17,814.1999999999999,2.4000000000000004,34.0,79.0,6.0,0.2299999999999999,1.0,0.0,10.0,1.16,0
11.9,65.0,1.55,49.0,2.0,3.0,3.5699999999999994,790.8,1.7500000000000009,34.0,61.0,6.0,0.1999999999999999,1.0,10.0,20.0,1.2600000000000002,1
11.9,87.0,1.45,42.0,2.0,1.0,6.459999999999999,916.36,5.549999999999999,31.0,68.0,6.0,0.5800000000000001,1.0,5.0,15.0,0.4600000000000004,1
11.9,43.0,1.45,51.0,2.0,5.0,2.95,807.1999999999999,2.549999999999999,32.0,59.0,6.0,0.4699999999999997,3.0,10.0,20.0,0.4899999999999993,1
9.32,46.5,1.35,29.0,2.0,1.0,5.220000000000001,904.7,2.3000000000000007,26.0,81.0,6.0,0.3199999999999998,1.0,10.0,10.0,0.1200000000000001,0
4.47,55.0,1.6,47.0,2.0,1.0,6.76,892.8,1.7000000000000002,26.0,63.0,7.0,0.3499999999999998,1.0,10.0,11.0,0.08,1
4.47,55.0,1.6,47.0,2.0,1.0,6.76,931.2,2.6,26.0,63.0,7.0,0.3499999999999998,1.0,10.0,11.0,0.08,1
4.47,33.91,1.5,80.0,2.0,2.0,9.76,910.11,2.5,25.0,30.0,7.0,0.4199999999999999,0.0,10.0,11.0,0.5499999999999998,0
4.47,33.91,1.5,80.0,2.0,2.0,9.76,975.27,5.5,25.0,30.0,7.0,0.4199999999999999,0.0,10.0,11.0,0.5499999999999998,0
4.47,33.91,1.5,80.0,2.0,2.0,9.76,800.31,0.1000000000000014,25.0,30.0,7.0,0.4199999999999999,0.0,10.0,49.0,0.5499999999999998,0
4.47,65.0,1.55,49.0,2.0,3.0,3.5699999999999994,831.4,0.1500000000000021,34.0,61.0,7.0,0.1999999999999999,1.0,10.0,49.0,1.2600000000000002,1
10.5,36.0,1.35,79.0,2.0,1.0,17.576,544.4,0.4500000000000002,18.0,41.0,3.0,0.9000000000000001,1.0,10.0,20.0,0.9299999999999996,0
10.5,87.0,1.45,42.0,2.0,1.0,8.475999999999999,595.4,0.5500000000000007,23.0,4.0,3.0,0.5200000000000002,1.0,5.0,15.0,0.94,0
10.5,87.0,1.45,42.0,2.0,1.0,8.475999999999999,633.8,1.4500000000000002,23.0,4.0,3.0,0.5200000000000002,1.0,5.0,15.0,0.94,0
10.5,26.14,1.4,46.0,2.0,0.0,10.276,638.0999999999999,4.4,19.0,8.0,3.0,0.5600000000000003,2.0,10.0,20.0,0.3899999999999997,1
10.5,43.0,1.45,51.0,2.0,5.0,4.966,551.4,0.5500000000000007,24.0,13.0,3.0,0.4099999999999999,3.0,10.0,20.0,0.0099999999999997,1
10.5,43.0,1.45,51.0,2.0,5.0,4.966,480.0,0.9499999999999984,24.0,13.0,3.0,0.4099999999999999,3.0,10.0,40.0,0.0099999999999997,0
6.77,46.5,1.35,29.0,2.0,1.0,7.236000000000001,633.5,0.7999999999999989,26.0,9.0,2.0,0.26,1.0,10.0,49.0,0.3599999999999994,0
7.15,55.0,1.6,47.0,2.0,1.0,8.776,694.9599999999999,4.4,23.0,9.0,4.0,0.29,1.0,10.0,15.0,0.3999999999999994,1
7.15,33.91,1.5,80.0,2.0,2.0,11.776,673.8699999999999,4.300000000000001,22.0,42.0,4.0,0.3600000000000001,0.0,10.0,15.0,0.0700000000000002,0
8.96,87.0,1.45,42.0,2.0,1.0,8.475999999999999,586.9,0.3000000000000007,23.0,4.0,4.0,0.5200000000000002,1.0,5.0,15.0,0.94,0
8.96,87.0,1.45,42.0,2.0,1.0,8.475999999999999,625.3,1.2000000000000002,23.0,4.0,4.0,0.5200000000000002,1.0,5.0,15.0,0.94,0
5.24,46.5,1.35,29.0,2.0,1.0,7.236000000000001,722.3,1.5999999999999996,26.0,9.0,2.0,0.26,1.0,10.0,10.0,0.3599999999999994,1
7.87,55.0,1.6,47.0,2.0,1.0,8.776,673.9599999999999,4.4,21.0,9.0,4.0,0.29,1.0,10.0,16.0,0.3999999999999994,1
13.5,30.0,1.15,33.0,2.0,5.0,4.056,620.8699999999999,4.050000000000001,23.0,5.0,2.0,0.5400000000000003,3.0,0.0,10.0,0.4599999999999999,0
13.5,36.0,1.35,79.0,2.0,1.0,17.576,626.8699999999999,4.25,17.0,41.0,2.0,0.9000000000000001,1.0,10.0,20.0,0.9299999999999996,0
13.5,26.14,1.4,46.0,2.0,0.0,10.276,617.0099999999999,4.300000000000001,18.0,8.0,2.0,0.5600000000000003,2.0,10.0,20.0,0.3899999999999997,0
7.31,55.0,1.6,47.0,2.0,1.0,8.776,611.8,1.5500000000000007,26.0,9.0,3.0,0.29,1.0,10.0,20.0,0.3999999999999994,1
7.31,33.91,1.5,80.0,2.0,2.0,11.776,552.31,0.5500000000000007,25.0,42.0,3.0,0.3600000000000001,0.0,10.0,20.0,0.0700000000000002,0
7.31,33.91,1.5,80.0,2.0,2.0,11.776,480.91,0.9499999999999984,25.0,42.0,3.0,0.3600000000000001,0.0,10.0,40.0,0.0700000000000002,0
0.534,57.8,1.25,13.0,2.0,3.0,0.9760000000000002,778.8725,4.1000000000000005,36.0,25.0,6.0,0.0299999999999998,1.0,0.0,0.0,1.61,1
0.534,48.0,1.6,83.0,2.0,5.0,8.086,594.1125000000001,0.9499999999999976,34.0,45.0,6.0,0.3800000000000001,3.0,10.0,50.0,0.1499999999999994,0
0.534,55.0,1.35,27.0,2.0,2.0,7.135999999999999,776.0725,4.200000000000001,30.0,11.0,6.0,0.24,0.0,7.0,7.0,0.54,1
0.534,46.5,1.35,29.0,2.0,1.0,7.236000000000001,767.5725,4.200000000000001,28.0,9.0,6.0,0.26,1.0,10.0,10.0,0.3599999999999994,1
0.534,163.0,1.75,66.0,2.0,2.0,6.8260000000000005,818.9125,1.6000000000000003,36.0,28.0,6.0,0.4199999999999999,0.0,0.0,0.0,1.7399999999999998,0
0.534,150.0,1.75,68.0,2.0,2.0,7.346,805.9125,1.6000000000000003,36.0,30.0,6.0,0.3999999999999999,0.0,0.0,0.0,1.7399999999999998,0
0.534,184.0,1.85,63.0,2.0,2.0,3.516,839.9125,1.700000000000001,36.0,25.0,6.0,0.4399999999999999,0.0,0.0,0.0,1.7399999999999998,0
0.534,68.0,1.4,25.0,2.0,2.0,5.716,789.0725,4.25,32.0,13.0,6.0,0.0899999999999998,0.0,5.0,5.0,1.1199999999999997,1
0.534,87.0,1.45,42.0,2.0,1.0,8.475999999999999,704.5125,0.4000000000000012,33.0,4.0,6.0,0.5200000000000002,1.0,5.0,5.0,0.94,0
0.534,216.0,1.85,59.0,2.0,2.0,5.045999999999999,833.5125,0.8000000000000016,36.0,21.0,6.0,0.51,0.0,0.0,0.0,1.7399999999999998,0
0.534,216.0,1.85,59.0,2.0,2.0,5.045999999999999,871.9125,1.700000000000001,36.0,21.0,6.0,0.51,0.0,0.0,0.0,1.7399999999999998,0
0.534,100.0,1.4,22.0,2.0,2.0,2.816,821.0725,4.25,35.0,16.0,6.0,0.0999999999999998,0.0,2.0,2.0,1.3899999999999997,1
0.534,87.0,1.35,23.0,2.0,2.0,4.386,808.0725,4.200000000000001,34.0,15.0,6.0,0.01,0.0,3.0,3.0,1.2399999999999998,0
0.534,162.0,1.8,39.0,2.0,2.0,2.746,779.5125,0.7500000000000009,36.0,1.0,6.0,0.4199999999999999,0.0,1.0,1.0,1.65,0
0.534,162.0,1.8,39.0,2.0,2.0,2.746,708.1125000000001,0.7499999999999982,36.0,1.0,6.0,0.4199999999999999,0.0,1.0,59.0,1.65,0
0.971,57.8,1.25,13.0,2.0,3.0,0.9760000000000002,777.4599999999998,4.45,36.0,25.0,5.0,0.0299999999999998,1.0,0.0,0.0,1.61,1
0.971,30.0,1.15,33.0,2.0,5.0,4.056,646.0999999999999,0.4500000000000002,34.0,5.0,5.0,0.5400000000000003,3.0,0.0,0.0,0.4599999999999999,0
0.971,36.0,1.35,79.0,2.0,1.0,17.576,755.6599999999999,4.550000000000001,28.0,41.0,5.0,0.9000000000000001,1.0,10.0,10.0,0.9299999999999996,0
0.971,48.0,1.6,83.0,2.0,5.0,8.086,702.4999999999999,1.8000000000000007,34.0,45.0,5.0,0.3800000000000001,3.0,10.0,10.0,0.1499999999999994,1
0.971,48.0,1.6,83.0,2.0,5.0,8.086,767.6599999999999,4.800000000000001,34.0,45.0,5.0,0.3800000000000001,3.0,10.0,10.0,0.1499999999999994,0
0.971,205.0,1.85,58.0,2.0,2.0,5.045999999999999,821.0999999999999,1.1500000000000012,36.0,20.0,5.0,0.5199999999999998,0.0,1.0,1.0,1.7399999999999998,0
0.971,205.0,1.85,58.0,2.0,2.0,5.045999999999999,859.4999999999999,2.0500000000000007,36.0,20.0,5.0,0.5199999999999998,0.0,1.0,1.0,1.7399999999999998,0
0.971,205.0,1.85,58.0,2.0,2.0,5.045999999999999,749.6999999999999,0.3499999999999978,36.0,20.0,5.0,0.5199999999999998,0.0,1.0,59.0,1.7399999999999998,0
0.971,87.0,1.45,42.0,2.0,1.0,8.475999999999999,741.4999999999999,1.6500000000000004,33.0,4.0,5.0,0.5200000000000002,1.0,5.0,5.0,0.94,0
0.971,216.0,1.85,59.0,2.0,2.0,5.045999999999999,832.0999999999999,1.1500000000000012,36.0,21.0,5.0,0.51,0.0,0.0,0.0,1.7399999999999998,0
0.971,216.0,1.85,59.0,2.0,2.0,5.045999999999999,870.4999999999999,2.0500000000000007,36.0,21.0,5.0,0.51,0.0,0.0,0.0,1.7399999999999998,0
0.971,216.0,1.85,59.0,2.0,2.0,5.045999999999999,935.66,5.050000000000001,36.0,21.0,5.0,0.51,0.0,0.0,0.0,1.7399999999999998,0
0.971,66.0,1.35,45.0,2.0,1.0,10.676,785.6599999999999,4.550000000000001,30.0,7.0,5.0,0.6399999999999999,1.0,8.0,8.0,0.54,1
0.971,72.0,1.3,44.0,2.0,1.0,10.676,791.6599999999999,4.5,31.0,6.0,5.0,0.5600000000000003,1.0,7.0,7.0,0.3399999999999998,1
0.971,43.0,1.45,51.0,2.0,5.0,4.966,587.6999999999999,0.7499999999999982,34.0,13.0,5.0,0.4099999999999999,3.0,10.0,50.0,0.0099999999999997,0
0.971,97.0,1.6,21.0,2.0,2.0,1.2660000000000002,641.6999999999999,0.5999999999999979,36.0,17.0,5.0,0.2799999999999998,0.0,1.0,59.0,1.5,0
0.971,192.0,1.85,62.0,2.0,2.0,5.795999999999999,846.4999999999999,2.0500000000000007,36.0,24.0,5.0,0.47,0.0,0.0,0.0,1.7399999999999998,0
0.971,74.0,1.45,73.0,2.0,2.0,14.976,690.0999999999999,0.7500000000000009,34.0,35.0,5.0,0.1399999999999999,0.0,3.0,3.0,0.7299999999999995,0
0.971,74.0,1.45,73.0,2.0,2.0,14.976,728.4999999999999,1.6500000000000004,34.0,35.0,5.0,0.1399999999999999,0.0,3.0,3.0,0.7299999999999995,0
0.971,74.0,1.45,73.0,2.0,2.0,14.976,793.6599999999999,4.65,34.0,35.0,5.0,0.1399999999999999,0.0,3.0,3.0,0.7299999999999995,0
0.971,87.0,1.35,23.0,2.0,2.0,4.386,806.6599999999999,4.550000000000001,34.0,15.0,5.0,0.01,0.0,3.0,3.0,1.2399999999999998,1
6.77,46.5,1.35,29.0,2.0,1.0,7.236000000000001,644.5,0.7999999999999989,26.0,9.0,2.0,0.26,1.0,10.0,50.0,0.3599999999999994,0
1.53,30.0,1.15,33.0,2.0,5.0,4.056,841.6,1.9000000000000004,34.0,5.0,3.0,0.5400000000000003,3.0,0.0,0.0,0.4599999999999999,0
1.53,205.0,1.85,58.0,2.0,2.0,5.045999999999999,978.2,1.7000000000000002,36.0,20.0,3.0,0.5199999999999998,0.0,1.0,1.0,1.7399999999999998,0
1.53,205.0,1.85,58.0,2.0,2.0,5.045999999999999,1016.6,2.6,36.0,20.0,3.0,0.5199999999999998,0.0,1.0,1.0,1.7399999999999998,0
1.53,205.0,1.85,58.0,2.0,2.0,5.045999999999999,1081.76,5.6,36.0,20.0,3.0,0.5199999999999998,0.0,1.0,1.0,1.7399999999999998,0
1.53,50.0,1.3,31.0,2.0,3.0,4.186,861.6,2.0500000000000007,36.0,7.0,3.0,0.1700000000000001,1.0,0.0,0.0,1.6399999999999997,0
1.53,50.0,1.3,31.0,2.0,3.0,4.186,751.8000000000001,0.3499999999999978,36.0,7.0,3.0,0.1700000000000001,1.0,0.0,60.0,1.6399999999999997,0
1.53,68.0,1.4,25.0,2.0,2.0,5.716,944.76,5.15,32.0,13.0,3.0,0.0899999999999998,0.0,5.0,5.0,1.1199999999999997,0
1.53,208.0,1.85,60.0,2.0,2.0,5.286,1019.6,2.6,36.0,22.0,3.0,0.5,0.0,0.0,0.0,1.7399999999999998,0
1.53,26.14,1.4,46.0,2.0,0.0,10.276,902.9,5.15,29.0,8.0,3.0,0.5600000000000003,2.0,10.0,10.0,0.3899999999999997,0
1.53,216.0,1.85,59.0,2.0,2.0,5.045999999999999,917.8,0.200000000000001,36.0,21.0,3.0,0.51,0.0,0.0,60.0,1.7399999999999998,0
1.53,170.0,1.75,65.0,2.0,2.0,6.506,981.6,2.5,36.0,27.0,3.0,0.4399999999999999,0.0,0.0,0.0,1.7399999999999998,0
1.53,100.0,1.4,22.0,2.0,2.0,2.816,976.76,5.15,35.0,16.0,3.0,0.0999999999999998,0.0,2.0,2.0,1.3899999999999997,0
2.99,55.0,1.6,47.0,2.0,1.0,8.776,643.8,1.5999999999999996,26.0,9.0,4.0,0.29,1.0,10.0,11.0,0.3999999999999994,1
2.99,55.0,1.6,47.0,2.0,1.0,8.776,708.9599999999999,4.6,26.0,9.0,4.0,0.29,1.0,10.0,11.0,0.3999999999999994,0
2.99,65.0,1.55,49.0,2.0,3.0,5.585999999999999,544.0,0.8499999999999988,34.0,11.0,4.0,0.1400000000000001,1.0,10.0,49.0,1.7399999999999998,0
11.9,30.0,1.15,33.0,2.0,5.0,4.056,533.4,0.5500000000000016,32.0,5.0,2.0,0.5400000000000003,3.0,0.0,10.0,0.4599999999999999,0
11.9,30.0,1.15,33.0,2.0,5.0,4.056,571.8,1.450000000000001,32.0,5.0,2.0,0.5400000000000003,3.0,0.0,10.0,0.4599999999999999,0
11.9,30.0,1.15,33.0,2.0,5.0,4.056,636.9599999999999,4.450000000000001,32.0,5.0,2.0,0.5400000000000003,3.0,0.0,10.0,0.4599999999999999,0
11.9,36.0,1.35,79.0,2.0,1.0,17.576,468.0,0.7499999999999982,26.0,41.0,2.0,0.9000000000000001,1.0,10.0,40.0,0.9299999999999996,0
11.9,55.0,1.35,27.0,2.0,2.0,7.135999999999999,661.9599999999999,4.65,28.0,11.0,2.0,0.24,0.0,7.0,17.0,0.54,0
11.9,46.5,1.35,29.0,2.0,1.0,7.236000000000001,588.3,1.6500000000000004,26.0,9.0,2.0,0.26,1.0,10.0,20.0,0.3599999999999994,0
11.9,46.5,1.35,29.0,2.0,1.0,7.236000000000001,653.4599999999999,4.65,26.0,9.0,2.0,0.26,1.0,10.0,20.0,0.3599999999999994,0
11.9,62.0,1.4,26.0,2.0,2.0,6.146,668.9599999999999,4.700000000000001,29.0,12.0,2.0,0.1900000000000001,0.0,6.0,16.0,0.7800000000000002,0
11.9,50.0,1.3,31.0,2.0,3.0,4.186,553.4,0.7000000000000011,34.0,7.0,2.0,0.1700000000000001,1.0,0.0,10.0,1.6399999999999997,0
11.9,50.0,1.3,31.0,2.0,3.0,4.186,656.9599999999999,4.6000000000000005,34.0,7.0,2.0,0.1700000000000001,1.0,0.0,10.0,1.6399999999999997,0
11.9,54.0,1.35,77.0,2.0,2.0,20.876,660.9599999999999,4.65,28.0,39.0,2.0,0.5600000000000003,0.0,7.0,17.0,0.5600000000000005,0
