B_Density,C_dipole Polarizability,C_atomic Radius,C_number,A_number of s+p Electrons,C_number of s+p Electrons,A-C_Density,(A+B+C)-X_dipole Polarizability,(A+B+C)-X_atomic Radius,(A+B+C)-X_number of Valence Electrons,A-C_number,A-B_Period,A-C_Electronegativity,A-C_number of s+p Electrons,A-C_number of d Electrons,(A+B+C)-X_number of d Electrons,A-C_Mulliken EN,target
11.9,43.0,1.45,51.0,2.0,5.0,4.966,546.4,0.8500000000000014,32.0,13.0,2.0,0.4099999999999999,3.0,10.0,20.0,0.0099999999999997,0
11.9,87.0,1.35,23.0,2.0,2.0,4.386,693.9599999999999,4.65,32.0,15.0,2.0,0.01,0.0,3.0,13.0,1.2399999999999998,0
9.32,55.0,1.6,47.0,2.0,1.0,8.776,690.8,1.75,26.0,9.0,2.0,0.29,1.0,10.0,10.0,0.3999999999999994,0
4.47,33.91,1.5,80.0,2.0,2.0,11.776,577.91,0.6999999999999984,25.0,42.0,3.0,0.3600000000000001,0.0,10.0,49.0,0.0700000000000002,0
8.86,33.91,1.5,80.0,2.0,2.0,12.432,394.695,2.75,19.0,74.0,0.0,0.04,0.0,10.0,17.0,1.1099999999999994,0
8.96,49.0,1.35,28.0,2.0,2.0,7.842,401.285,2.6,19.0,22.0,0.0,0.05,0.0,8.0,18.0,1.6199999999999992,0
8.96,43.0,1.45,51.0,2.0,5.0,5.622,395.285,2.7,24.0,45.0,0.0,0.0899999999999998,3.0,10.0,20.0,1.17,0
7.87,55.0,1.6,47.0,2.0,1.0,9.432,422.785,2.9000000000000004,21.0,41.0,0.0,0.03,1.0,10.0,16.0,1.5799999999999992,0
7.31,46.5,1.35,29.0,2.0,1.0,7.892000000000001,417.285,2.8000000000000007,26.0,23.0,1.0,0.06,1.0,10.0,20.0,1.5399999999999991,0
10.5,30.0,1.15,33.0,2.0,5.0,3.838,284.4,0.5499999999999998,24.0,11.0,1.0,0.32,3.0,0.0,10.0,0.4000000000000003,0
10.5,36.0,1.35,79.0,2.0,1.0,17.358,290.4,0.3499999999999987,18.0,57.0,1.0,0.6799999999999999,1.0,10.0,20.0,0.0699999999999994,0
10.5,43.0,1.45,51.0,2.0,5.0,4.748,400.96,3.65,24.0,29.0,1.0,0.1899999999999997,3.0,10.0,20.0,0.8500000000000005,0
8.86,33.91,1.5,80.0,2.0,2.0,11.558,391.87,3.45,19.0,58.0,2.0,0.1399999999999999,0.0,10.0,17.0,0.79,0
8.96,36.0,1.35,79.0,2.0,1.0,17.358,385.46,3.3000000000000007,18.0,57.0,2.0,0.6799999999999999,1.0,10.0,20.0,0.0699999999999994,0
8.96,48.0,1.6,83.0,2.0,5.0,7.868,293.9,0.3499999999999987,24.0,61.0,2.0,0.1599999999999999,3.0,10.0,20.0,1.0099999999999998,0
8.96,48.0,1.6,83.0,2.0,5.0,7.868,397.46,3.5500000000000007,24.0,61.0,2.0,0.1599999999999999,3.0,10.0,20.0,1.0099999999999998,0
8.96,43.0,1.45,51.0,2.0,5.0,4.748,392.46,3.4000000000000004,24.0,29.0,2.0,0.1899999999999997,3.0,10.0,20.0,0.8500000000000005,0
7.87,55.0,1.6,47.0,2.0,1.0,8.558,419.96,3.6,21.0,25.0,2.0,0.0699999999999998,1.0,10.0,16.0,1.2599999999999998,0
7.87,33.91,1.5,80.0,2.0,2.0,11.558,398.87,3.5,20.0,58.0,2.0,0.1399999999999999,0.0,10.0,16.0,0.79,0
13.5,30.0,1.15,33.0,2.0,5.0,3.838,301.7099999999999,0.25,23.0,11.0,0.0,0.32,3.0,0.0,10.0,0.4000000000000003,0
7.31,46.5,1.35,29.0,2.0,1.0,7.018000000000001,310.9,0.3999999999999994,26.0,7.0,1.0,0.0399999999999998,1.0,10.0,20.0,1.2199999999999998,0
7.31,33.91,1.5,80.0,2.0,2.0,11.558,298.30999999999995,0.2499999999999991,25.0,58.0,1.0,0.1399999999999999,0.0,10.0,20.0,0.79,0
0.534,36.0,1.35,79.0,2.0,1.0,17.358,437.9125,0.4000000000000003,28.0,57.0,4.0,0.6799999999999999,1.0,10.0,10.0,0.0699999999999994,0
0.534,36.0,1.35,79.0,2.0,1.0,17.358,503.0725000000001,3.4000000000000004,28.0,57.0,4.0,0.6799999999999999,1.0,10.0,10.0,0.0699999999999994,0
0.534,48.0,1.6,83.0,2.0,5.0,7.868,449.9125,0.6500000000000004,34.0,61.0,4.0,0.1599999999999999,3.0,10.0,10.0,1.0099999999999998,0
0.534,48.0,1.6,83.0,2.0,5.0,7.868,515.0725,3.65,34.0,61.0,4.0,0.1599999999999999,3.0,10.0,10.0,1.0099999999999998,0
0.534,83.0,1.4,24.0,2.0,1.0,5.208,550.0725,3.4499999999999997,33.0,2.0,4.0,0.2000000000000001,1.0,5.0,5.0,1.98,0
0.534,68.0,1.4,25.0,2.0,2.0,5.498,535.0725,3.4499999999999997,32.0,3.0,4.0,0.31,0.0,5.0,5.0,1.98,0
0.534,208.0,1.85,60.0,2.0,2.0,5.068,609.9125,0.9000000000000004,36.0,38.0,4.0,0.7200000000000002,0.0,0.0,0.0,2.6,0
0.534,43.0,1.45,51.0,2.0,5.0,4.748,444.9125,0.5,34.0,29.0,4.0,0.1899999999999997,3.0,10.0,10.0,0.8500000000000005,0
0.534,43.0,1.45,51.0,2.0,5.0,4.748,510.0725000000001,3.5,34.0,29.0,4.0,0.1899999999999997,3.0,10.0,10.0,0.8500000000000005,0
0.534,162.0,1.8,39.0,2.0,2.0,2.528,563.9125,0.8499999999999996,36.0,17.0,4.0,0.6400000000000001,0.0,1.0,1.0,2.51,0
7.52,46.5,1.35,29.0,2.0,1.0,7.018000000000001,476.3,0.8000000000000007,26.0,7.0,0.0,0.0399999999999998,1.0,10.0,10.0,1.2199999999999998,0
4.54,55.0,1.6,47.0,2.0,1.0,8.558,457.96,3.6,25.0,25.0,2.0,0.0699999999999998,1.0,10.0,12.0,1.2599999999999998,0
11.9,55.0,1.35,27.0,2.0,2.0,6.917999999999999,407.96,3.85,28.0,5.0,0.0,0.0199999999999997,0.0,7.0,17.0,1.4000000000000004,0
11.9,83.0,1.4,24.0,2.0,1.0,5.208,435.96,3.9,31.0,2.0,0.0,0.2000000000000001,1.0,5.0,15.0,1.98,0
6.11,55.0,1.6,47.0,2.0,1.0,8.558,444.96,3.5500000000000007,24.0,25.0,2.0,0.0699999999999998,1.0,10.0,13.0,1.2599999999999998,0
4.47,46.5,1.35,29.0,2.0,1.0,7.018000000000001,446.3,0.75,26.0,7.0,1.0,0.0399999999999998,1.0,10.0,11.0,1.2199999999999998,0
10.5,30.0,1.15,33.0,2.0,5.0,2.72,598.6,0.5500000000000016,24.0,41.0,5.0,0.5400000000000003,3.0,0.0,10.0,0.6200000000000001,1
10.5,36.0,1.35,79.0,2.0,1.0,16.240000000000002,604.6,0.7500000000000009,18.0,5.0,5.0,0.9000000000000001,1.0,10.0,20.0,1.09,0
10.5,36.0,1.35,79.0,2.0,1.0,16.240000000000002,708.16,4.65,18.0,5.0,5.0,0.9000000000000001,1.0,10.0,20.0,1.09,0
10.5,54.0,1.35,77.0,2.0,2.0,19.540000000000003,726.16,4.65,20.0,3.0,5.0,0.5600000000000003,0.0,7.0,17.0,0.7200000000000006,0
10.5,87.0,1.45,42.0,2.0,1.0,7.139999999999999,655.6,0.8500000000000014,23.0,32.0,5.0,0.5200000000000002,1.0,5.0,15.0,0.7799999999999998,0
10.5,43.0,1.45,51.0,2.0,5.0,3.63,715.16,4.750000000000001,24.0,23.0,5.0,0.4099999999999999,3.0,10.0,20.0,0.1699999999999999,0
10.5,43.0,1.45,51.0,2.0,5.0,3.63,540.2,0.6499999999999977,24.0,23.0,5.0,0.4099999999999999,3.0,10.0,40.0,0.1699999999999999,0
8.96,48.0,1.6,83.0,2.0,5.0,6.75,608.1,0.7500000000000009,24.0,9.0,6.0,0.3800000000000001,3.0,10.0,20.0,0.0100000000000006,0
8.96,48.0,1.6,83.0,2.0,5.0,6.75,711.66,4.65,24.0,9.0,6.0,0.3800000000000001,3.0,10.0,20.0,0.0100000000000006,0
8.96,49.0,1.35,28.0,2.0,2.0,5.85,712.66,4.4,19.0,46.0,6.0,0.27,0.0,8.0,18.0,0.2799999999999993,0
8.96,43.0,1.45,51.0,2.0,5.0,3.63,641.5,1.5000000000000009,24.0,23.0,6.0,0.4099999999999999,3.0,10.0,20.0,0.1699999999999999,1
8.55,55.0,1.6,47.0,2.0,1.0,7.439999999999999,770.0,2.0500000000000007,26.0,27.0,4.0,0.29,1.0,10.0,10.0,0.2399999999999993,1
5.24,55.0,1.6,47.0,2.0,1.0,7.439999999999999,791.0,2.1500000000000004,26.0,27.0,4.0,0.29,1.0,10.0,10.0,0.2399999999999993,1
7.87,33.91,1.5,80.0,2.0,2.0,10.44,713.0699999999999,4.6,20.0,6.0,6.0,0.3600000000000001,0.0,10.0,16.0,0.2300000000000004,0
13.5,30.0,1.15,33.0,2.0,5.0,2.72,577.51,0.4500000000000002,23.0,41.0,4.0,0.5400000000000003,3.0,0.0,10.0,0.6200000000000001,0
13.5,36.0,1.35,79.0,2.0,1.0,16.240000000000002,687.0699999999999,4.550000000000001,17.0,5.0,4.0,0.9000000000000001,1.0,10.0,20.0,1.09,0
13.5,48.0,1.6,83.0,2.0,5.0,6.75,595.51,0.9000000000000012,23.0,9.0,4.0,0.3800000000000001,3.0,10.0,20.0,0.0100000000000006,0
13.5,87.0,1.45,42.0,2.0,1.0,7.139999999999999,738.0699999999999,4.65,22.0,32.0,4.0,0.5200000000000002,1.0,5.0,15.0,0.7799999999999998,0
13.5,66.0,1.35,45.0,2.0,1.0,9.34,717.0699999999999,4.550000000000001,19.0,29.0,4.0,0.6399999999999999,1.0,8.0,18.0,0.3799999999999999,0
13.5,72.0,1.3,44.0,2.0,1.0,9.34,723.0699999999999,4.5,20.0,30.0,4.0,0.5600000000000003,1.0,7.0,17.0,0.1799999999999997,0
13.5,43.0,1.45,51.0,2.0,5.0,3.63,694.0699999999999,4.65,23.0,23.0,4.0,0.4099999999999999,3.0,10.0,20.0,0.1699999999999999,0
7.31,46.5,1.35,29.0,2.0,1.0,5.9,625.1,0.7000000000000002,26.0,45.0,5.0,0.26,1.0,10.0,20.0,0.1999999999999993,0
7.31,46.5,1.35,29.0,2.0,1.0,5.9,663.5,1.5999999999999996,26.0,45.0,5.0,0.26,1.0,10.0,20.0,0.1999999999999993,1
7.31,33.91,1.5,80.0,2.0,2.0,10.44,716.0699999999999,4.75,25.0,6.0,5.0,0.3600000000000001,0.0,10.0,20.0,0.2300000000000004,0
0.534,150.0,1.75,68.0,2.0,2.0,6.01,866.1125000000001,1.9000000000000004,36.0,6.0,8.0,0.3999999999999999,0.0,0.0,0.0,1.5799999999999996,1
0.534,158.0,1.8,64.0,2.0,2.0,4.84,874.1125000000001,1.95,36.0,10.0,8.0,0.4399999999999999,0.0,1.0,1.0,1.5799999999999996,1
0.534,65.0,1.55,49.0,2.0,3.0,4.25,781.1125000000001,1.7000000000000002,36.0,25.0,8.0,0.1400000000000001,1.0,10.0,10.0,1.5799999999999996,1
0.534,137.0,1.75,71.0,2.0,2.0,6.779999999999999,853.1125000000001,1.9000000000000004,36.0,3.0,8.0,0.3699999999999999,0.0,1.0,1.0,1.5799999999999996,1
0.534,68.0,1.4,25.0,2.0,2.0,4.380000000000001,849.2725,4.550000000000001,32.0,49.0,8.0,0.0899999999999998,0.0,5.0,5.0,0.9599999999999996,0
0.534,208.0,1.85,60.0,2.0,2.0,3.95,924.1125,2.0,36.0,14.0,8.0,0.5,0.0,0.0,0.0,1.5799999999999996,0
0.534,216.0,1.85,59.0,2.0,2.0,3.71,997.2725,5.0,36.0,15.0,8.0,0.51,0.0,0.0,0.0,1.5799999999999996,0
0.534,66.0,1.35,45.0,2.0,1.0,9.34,847.2725,4.5,30.0,29.0,8.0,0.6399999999999999,1.0,8.0,8.0,0.3799999999999999,1
0.534,74.0,1.45,73.0,2.0,2.0,13.64,751.7125000000001,0.7000000000000011,34.0,1.0,8.0,0.1399999999999999,0.0,3.0,3.0,0.5699999999999994,0
0.534,74.0,1.45,73.0,2.0,2.0,13.64,855.2725,4.6000000000000005,34.0,1.0,8.0,0.1399999999999999,0.0,3.0,3.0,0.5699999999999994,0
0.971,30.0,1.15,33.0,2.0,5.0,2.72,744.6999999999999,1.6500000000000004,34.0,41.0,7.0,0.5400000000000003,3.0,0.0,0.0,0.6200000000000001,1
0.971,205.0,1.85,58.0,2.0,2.0,3.71,919.7,2.35,36.0,16.0,7.0,0.5199999999999998,0.0,1.0,1.0,1.5799999999999996,0
0.971,83.0,1.4,24.0,2.0,1.0,4.09,797.6999999999999,1.9000000000000004,33.0,50.0,7.0,0.02,1.0,5.0,5.0,0.9599999999999996,1
0.971,83.0,1.4,24.0,2.0,1.0,4.09,862.8599999999999,4.9,33.0,50.0,7.0,0.02,1.0,5.0,5.0,0.9599999999999996,1
0.971,163.0,1.75,66.0,2.0,2.0,5.49,877.6999999999999,2.25,36.0,8.0,7.0,0.4199999999999999,0.0,0.0,0.0,1.5799999999999996,1
0.971,150.0,1.75,68.0,2.0,2.0,6.01,864.6999999999999,2.25,36.0,6.0,7.0,0.3999999999999999,0.0,0.0,0.0,1.5799999999999996,1
0.971,184.0,1.85,63.0,2.0,2.0,2.18,898.6999999999999,2.35,36.0,11.0,7.0,0.4399999999999999,0.0,0.0,0.0,1.5799999999999996,1
0.971,65.0,1.55,49.0,2.0,3.0,4.25,779.6999999999999,2.0500000000000007,36.0,25.0,7.0,0.1400000000000001,1.0,10.0,10.0,1.5799999999999996,1
0.971,215.0,1.95,57.0,2.0,2.0,3.0900000000000003,929.7,2.4499999999999997,36.0,17.0,7.0,0.5399999999999998,0.0,1.0,1.0,1.5799999999999996,0
0.971,87.0,1.45,42.0,2.0,1.0,7.139999999999999,801.6999999999999,1.95,33.0,32.0,7.0,0.5200000000000002,1.0,5.0,5.0,0.7799999999999998,1
0.971,208.0,1.85,60.0,2.0,2.0,3.95,884.3,1.4500000000000002,36.0,14.0,7.0,0.5,0.0,0.0,0.0,1.5799999999999996,0
0.971,208.0,1.85,60.0,2.0,2.0,3.95,987.86,5.35,36.0,14.0,7.0,0.5,0.0,0.0,0.0,1.5799999999999996,0
0.971,43.0,1.45,51.0,2.0,5.0,3.63,719.3,1.0500000000000007,34.0,23.0,7.0,0.4099999999999999,3.0,10.0,10.0,0.1699999999999999,0
0.971,192.0,1.85,62.0,2.0,2.0,4.459999999999999,906.7,2.35,36.0,12.0,7.0,0.47,0.0,0.0,0.0,1.5799999999999996,1
0.971,74.0,1.45,73.0,2.0,2.0,13.64,853.8599999999999,4.95,34.0,1.0,7.0,0.1399999999999999,0.0,3.0,3.0,0.5699999999999994,0
0.971,74.0,1.45,73.0,2.0,2.0,13.64,678.9,0.4499999999999984,34.0,1.0,7.0,0.1399999999999999,0.0,3.0,57.0,0.5699999999999994,0
0.971,170.0,1.75,65.0,2.0,2.0,5.17,884.6999999999999,2.25,36.0,9.0,7.0,0.4399999999999999,0.0,0.0,0.0,1.5799999999999996,1
0.971,87.0,1.35,23.0,2.0,2.0,3.0500000000000003,801.6999999999999,1.85,34.0,51.0,7.0,0.01,0.0,3.0,3.0,1.0799999999999996,1
0.971,87.0,1.35,23.0,2.0,2.0,3.0500000000000003,866.8599999999999,4.85,34.0,51.0,7.0,0.01,0.0,3.0,3.0,1.0799999999999996,1
6.77,46.5,1.35,29.0,2.0,1.0,5.9,814.5,1.9000000000000004,26.0,45.0,4.0,0.26,1.0,10.0,10.0,0.1999999999999993,0
2.99,55.0,1.6,47.0,2.0,1.0,7.439999999999999,704.0,1.9000000000000004,26.0,27.0,6.0,0.29,1.0,10.0,11.0,0.2399999999999993,1
2.99,33.91,1.5,80.0,2.0,2.0,10.44,682.91,1.8000000000000007,25.0,6.0,6.0,0.3600000000000001,0.0,10.0,11.0,0.2300000000000004,0
11.9,36.0,1.35,79.0,2.0,1.0,16.240000000000002,599.6,1.0499999999999998,26.0,5.0,4.0,0.9000000000000001,1.0,10.0,20.0,1.09,0
11.9,48.0,1.6,83.0,2.0,5.0,6.75,611.6,1.2999999999999998,32.0,9.0,4.0,0.3800000000000001,3.0,10.0,20.0,0.0100000000000006,0
11.9,43.0,1.45,51.0,2.0,5.0,3.63,645.0,2.049999999999999,32.0,23.0,4.0,0.4099999999999999,3.0,10.0,20.0,0.1699999999999999,1
11.9,43.0,1.45,51.0,2.0,5.0,3.63,710.16,5.049999999999999,32.0,23.0,4.0,0.4099999999999999,3.0,10.0,20.0,0.1699999999999999,0
11.9,43.0,1.45,51.0,2.0,5.0,3.63,535.2,0.3499999999999996,32.0,23.0,4.0,0.4099999999999999,3.0,10.0,40.0,0.1699999999999999,0
9.32,55.0,1.6,47.0,2.0,1.0,7.439999999999999,751.0,2.0500000000000007,26.0,27.0,4.0,0.29,1.0,10.0,10.0,0.2399999999999993,1
9.32,46.5,1.35,29.0,2.0,1.0,5.9,742.5,1.8000000000000007,26.0,45.0,4.0,0.26,1.0,10.0,10.0,0.1999999999999993,0
4.47,55.0,1.6,47.0,2.0,1.0,7.439999999999999,659.2,0.2999999999999989,26.0,27.0,5.0,0.29,1.0,10.0,49.0,0.2399999999999993,0
4.47,46.5,1.35,29.0,2.0,1.0,5.9,825.66,4.85,26.0,45.0,5.0,0.26,1.0,10.0,11.0,0.1999999999999993,0
4.47,46.5,1.35,29.0,2.0,1.0,5.9,650.7,0.5499999999999989,26.0,45.0,5.0,0.26,1.0,10.0,49.0,0.1999999999999993,0
